time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	fba__R1	fba__R2	fba__R3	fba__RATP	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	bounds__fbalb_EX_adp	bounds__fbalb_EX_atp	bounds__fbalb_EX_glc	bounds__fbalb_EX_pyr	dt	fba__ub_RATP	fba__ub_default	fba__zero	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
200.0	1.2	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-11.999999999999998	-18.0	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
220.0	1.22	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-12.2	-17.8	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
240.0	1.24	1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-12.399999999999999	-17.599999999999998	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
260.0	1.26	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-12.6	-17.4	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
280.0	1.28	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-12.799999999999999	-17.2	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
300.0	1.3	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-13.0	-17.0	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
320.0	1.32	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-13.2	-16.799999999999997	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
340.0	1.34	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-13.4	-16.599999999999998	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
360.0	1.3599999999999999	1.6400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-13.599999999999998	-16.4	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
380.0	1.3800000000000001	1.6199999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-13.8	-16.2	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
400.0	1.4	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-13.999999999999998	-16.0	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
420.0	1.42	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-14.2	-15.8	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
440.0	1.44	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-14.399999999999999	-15.6	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
460.0	1.46	1.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-14.6	-15.4	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
480.0	1.48	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-14.799999999999999	-15.2	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
500.0	1.4999999999999998	1.5000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-14.999999999999996	-15.000000000000002	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
520.0	1.5199999999999998	1.4800000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-15.199999999999998	-14.8	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
540.0	1.5399999999999998	1.4600000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-15.399999999999997	-14.600000000000001	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
560.0	1.5599999999999998	1.4400000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-15.599999999999998	-14.4	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
580.0	1.5799999999999996	1.4200000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-15.799999999999995	-14.200000000000003	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
600.0	1.5999999999999994	1.4000000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-15.999999999999993	-14.000000000000005	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
620.0	1.6199999999999992	1.3800000000000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-16.199999999999992	-13.800000000000008	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
640.0	1.6399999999999992	1.3600000000000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-16.39999999999999	-13.600000000000007	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
660.0	1.659999999999999	1.340000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-16.59999999999999	-13.40000000000001	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
680.0	1.679999999999999	1.320000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-16.79999999999999	-13.200000000000008	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
700.0	1.699999999999999	1.300000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-16.99999999999999	-13.000000000000009	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
720.0	1.719999999999999	1.280000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-17.19999999999999	-12.800000000000008	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
740.0	1.739999999999999	1.260000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-17.39999999999999	-12.600000000000009	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
760.0	1.7599999999999991	1.2400000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-17.59999999999999	-12.400000000000007	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
780.0	1.7799999999999994	1.2200000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-17.799999999999994	-12.200000000000006	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
800.0	1.7999999999999994	1.2000000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-17.999999999999993	-12.000000000000005	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
820.0	1.8199999999999992	1.1800000000000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-18.199999999999992	-11.800000000000008	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
840.0	1.8399999999999992	1.160000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-18.39999999999999	-11.60000000000001	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
860.0	1.8599999999999992	1.1400000000000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-18.59999999999999	-11.400000000000011	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
880.0	1.879999999999999	1.1200000000000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-18.79999999999999	-11.200000000000012	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
900.0	1.8999999999999988	1.1000000000000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-18.999999999999986	-11.00000000000001	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
920.0	1.9199999999999988	1.0800000000000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-19.19999999999999	-10.800000000000011	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
940.0	1.9399999999999988	1.0600000000000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-19.399999999999988	-10.60000000000001	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
960.0	1.959999999999999	1.040000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-19.59999999999999	-10.40000000000001	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
980.0	1.979999999999999	1.020000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-19.79999999999999	-10.200000000000008	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1000.0	1.9999999999999991	1.0000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-19.99999999999999	-10.000000000000009	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1020.0	2.0199999999999987	0.980000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-20.199999999999985	-9.80000000000001	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1040.0	2.0399999999999987	0.9600000000000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-20.399999999999984	-9.600000000000012	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1060.0	2.0599999999999987	0.9400000000000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-20.599999999999987	-9.400000000000013	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1080.0	2.0799999999999983	0.9200000000000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-20.799999999999983	-9.200000000000014	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1100.0	2.0999999999999983	0.9000000000000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-20.999999999999982	-9.000000000000012	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1120.0	2.1199999999999983	0.8800000000000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-21.19999999999998	-8.800000000000013	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1140.0	2.1399999999999983	0.8600000000000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-21.39999999999998	-8.600000000000012	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1160.0	2.1599999999999984	0.8400000000000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-21.599999999999984	-8.400000000000013	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1180.0	2.179999999999999	0.8200000000000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-21.799999999999986	-8.200000000000012	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1200.0	2.1999999999999984	0.8000000000000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-21.999999999999982	-8.000000000000012	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1220.0	2.219999999999998	0.7800000000000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-22.199999999999978	-7.800000000000013	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1240.0	2.239999999999998	0.7600000000000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.001	-0.001	0.0	0.0	0.0	0.0	0.0	0.001	-0.001	0.001	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-22.399999999999977	-7.600000000000013	-50.0	0.0	0.001	-0.001	0.0	0.0	1000.0	1000.0	1000.0	1000.0
