time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	[fba__Ac]	[fba__Glcxt]	[fba__O2]	[fba__X]	dummy_EX_Ac	dummy_EX_Glcxt	dummy_EX_O2	dummy_EX_X	fba__v1	fba__v2	fba__v3	fba__v4	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	vO2_transfer	EX_Ac	EX_Glcxt	EX_O2	EX_X	O2_ref	Y	bounds__Km_EX_Glcxt	bounds__Vmax_EX_Glcxt	bounds__Vmax_EX_O2	bounds__lb_default	bounds__lb_kin_EX_Glcxt	bounds__lb_kin_EX_O2	bounds__ub_default	bounds__zero	dt	fba__ub_default	fba__zero	kLa	lb_EX_Ac	lb_EX_Glcxt	lb_EX_O2	lb_EX_X	ub_EX_Ac	ub_EX_Glcxt	ub_EX_O2	ub_EX_X
0.0	0.4	10.8	0.21	0.001	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622383049	0.0	0.0	0.519299551455	0.0	0.00998613037448	0.00558678340673	-0.000678921934504	0.0	0.0	-9.98613037448	-5.58678340673	0.678921934504	0.21	0.001	0.015	10.0	15.0	-1000.0	-9.98613037448	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.98613037448	-15.0	-0.1	1000.0	1000.0	1000.0	1000.0
0.01	0.4	10.7998997664	0.209946152006	0.0010068145314	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622383049	0.0	0.0	0.519299551455	0.0	0.0100541811735	0.00562485471767	-0.000683548469345	0.000403859958122	0.0	-9.98613037448	-5.58678340673	0.678921934504	0.21	0.0010068145314	0.015	10.0	15.0	-1000.0	-9.98613024593	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.98613024593	-15.0	-0.10068145314	1000.0	1000.0	1000.0	1000.0
0.02	0.4	10.7997988492	0.209895817523	0.00101367553598	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622380995	0.0	0.0	0.51929954477	0.0	0.0101226959294	0.00566318559129	-0.000688206546985	0.000781368576525	0.0	-9.98613024593	-5.58678333481	0.678921925765	0.21	0.00101367553598	0.015	10.0	15.0	-1000.0	-9.98613011651	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.98613011651	-15.0	-0.101367553598	1000.0	1000.0	1000.0	1000.0
0.03	0.4	10.7996972438	0.209848740573	0.00102058332955	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622378926	0.0	0.0	0.51929953804	0.0	0.0101916779236	0.00570177786341	-0.000692896390521	0.00113444569876	0.0	-9.98613011651	-5.5867832624	0.678921916966	0.21	0.00102058332955	0.015	10.0	15.0	-1000.0	-9.9861299862	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.9861299862	-15.0	-0.102058332955	1000.0	1000.0	1000.0	1000.0
0.04	0.4	10.7995949455	0.209804683658	0.00102753823017	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622376843	0.0	0.0	0.519299531264	0.0	0.0102611303323	0.0057406333109	-0.000697618215881	0.00146487256209	0.0	-9.9861299862	-5.5867831895	0.678921908107	0.21	0.00102753823017	0.015	10.0	15.0	-1000.0	-9.986129855	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.986129855	-15.0	-0.102753823017	1000.0	1000.0	1000.0	1000.0
0.05	0.4	10.7994919497	0.209763426421	0.00103454055814	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622374746	0.0	0.0	0.519299524441	0.0	0.0103310563538	0.00577975372312	-0.000702372240516	0.00177430184484	0.0	-9.986129855	-5.5867831161	0.678921899187	0.21	0.00103454055814	0.015	10.0	15.0	-1000.0	-9.9861297229	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.9861297229	-15.0	-0.103454055814	1000.0	1000.0	1000.0	1000.0
0.06	0.4	10.7993882514	0.209724764402	0.00104159063598	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622372634	0.0	0.0	0.519299517572	0.0	0.010401459209	0.00581914090199	-0.000707158683398	0.00206426698259	0.0	-9.9861297229	-5.5867830422	0.678921890206	0.21	0.00104159063598	0.015	10.0	15.0	-1000.0	-9.9861295899	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.9861295899	-15.0	-0.104159063598	1000.0	1000.0	1000.0	1000.0
0.07	0.4	10.799283846	0.209688508066	0.0010486887942	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622370508	0.0	0.0	0.519299510655	0.0	0.0104723421984	0.00585879669398	-0.000711977768917	0.00233618950466	0.0	-9.9861295899	-5.58678296779	0.678921881164	0.21	0.0010486887942	0.015	10.0	15.0	-1000.0	-9.98612945599	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.98612945599	-15.0	-0.10486887942	1000.0	1000.0	1000.0	1000.0
0.08	0.4	10.7991787286	0.209654481342	0.00105583536	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622368368	0.0	0.0	0.519299503692	0.0	0.0105437085892	0.00589872292694	-0.000716829719198	0.00259138993845	0.0	-9.98612945599	-5.58678289287	0.67892187206	0.21	0.00105583536	0.015	10.0	15.0	-1000.0	-9.98612932117	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.98612932117	-15.0	-0.105583536	1000.0	1000.0	1000.0	1000.0
0.09	0.4	10.7990728943	0.209622520845	0.00106303066247	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.159622366213	0.0	0.0	0.51929949668	0.0	0.0106155616678	0.00593892143951	-0.000721714757677	0.00283109366018	0.0	-9.98612932117	-5.58678281745	0.678921862893	0.21	0.00106303066247	0.015	10.0	15.0	-1000.0	-9.98612918542	-15.0	1000.0	0.0	0.01	1000.0	0.0	7.5	-40.0	-9.98612918542	-15.0	-0.106303066247	1000.0	1000.0	1000.0	1000.0
