"Time","ADP","ATP","Glucose","Pyruvate"
0.0,1.0,2.0,1.0,0.0
0.1,0.8198619328829606,1.8099829741912303,0.9094874121538025,0.2
0.2,0.6604804745927523,1.6389130932614628,0.8283346546950501,0.3809982974
0.3,0.5204219321320955,1.4848909761009976,0.7555819056659759,0.5448896067
0.4,0.39860078436557345,1.3462069189656536,0.6903642412805318,0.6933787043
0.5,0.29431206062028004,1.2213219390218881,0.6319023435514488,0.8279993962000001
0.6,0.20725089832452243,1.1088507189363663,0.5794941721906041,0.9501315901
0.7,0.1374400204460768,1.0075462628723677,0.5325074989070457,1.061016662
0.8,0.08488006427989528,0.916286093224607,0.4903732086495713,1.1617712883000002
0.9,0.0487350819524953,0.8340598340746012,0.4525792831753269,1.2533998976000003
1.0,0.026448579297489644,0.7599580425450566,0.41866538717371654,1.336805881
1.1,0.014008241903211403,0.6931621633295716,0.38821798532626695,1.4128016853000003
1.2,0.007476743279112939,0.6329354933343173,0.36086592738977746,1.4821179016000001
1.3,0.004106467663940337,0.578615054072526,0.33627644494685555,1.5454114509
1.4,0.0023433415095354053,0.5296042809139381,0.3141515108734054,1.6032729563
1.5,0.0013930213376307172,0.48536644530443146,0.29422452056815235,1.6562333844000003
1.6,8.619286175542298E-4,0.4454187353066936,0.2762572600687897,1.7047700289000005
1.7,5.538160340175494E-4,0.40932692673643584,0.260037132704804,1.7493119024000003
1.8,3.684694709552608E-4,0.3767005843131084,0.24537461992983006,1.7902445951000003
1.9,2.5310647357800517E-4,0.3471887379473012,0.23210095731173652,1.8279146535000002
2.0,1.789957857685724E-4,0.32047598447966036,0.22006600966660259,1.8626335273000003
2.1,1.2997943651617445E-4,0.2962789719601784,0.2091363309464189,1.8946811257000002
2.2,9.668228208020325E-5,0.27434322591151644,0.1991933967963117,1.9243090229000002
2.3,7.350244528174827E-5,0.2544402837780724,0.19013199889682128,1.9517433455
2.4,5.6999550629122885E-5,0.2363651054380076,0.18185879013835513,1.9771873739
2.5,4.500610697790773E-5,0.21993373289942475,0.1742909707621852,2.0008238844
2.6,3.6123848358634135E-5,0.20498117414096037,0.16735510548999494,2.0228172577
2.7,2.94307196462525E-5,0.19135949021290138,0.16098606157691872,2.0433153750999997
2.8,2.430618304351064E-5,0.1789360653589316,0.1551260588598637,2.0624513240999995
2.9,2.03246515353908E-5,0.16759204381856463,0.14972382167547316,2.0803449305999995
3.0,1.718907177354225E-5,0.15722091754483086,0.1447338242386886,2.0971041349999995
3.1,1.4688691381850168E-5,0.14772725141516174,0.14011562029347774,2.1128262267999993
3.2,1.2671695707099581E-5,0.13902553322909206,0.13583324927619814,2.127598951899999
3.3,1.1027164551785017E-5,0.13103913720066326,0.1318547109312917,2.141501505199999
3.4,9.672977156441757E-6,0.12369939125762047,0.12815150135785555,2.1546054188999992
3.5,8.547578275763891E-6,0.11694473807608209,0.12469820377429101,2.166975357999999
3.6,7.604291012222788E-6,0.11071998160823378,0.121472127981425,2.178669831799999
3.7,6.807334829183359E-6,0.10497561114612647,0.1184529928708288,2.189741829999999
3.8,6.129001531640967E-6,0.09966719565526977,0.11562264724632633,2.2002393910999993
3.9,5.547628127739832E-6,0.09475484138109068,0.1129648241980351,2.2102061106999993
4.0,5.0461251210645505E-6,0.0902027071960094,0.11046492506268187,2.2196815947999995
4.1,4.6108964289315045E-6,0.08597857118730261,0.10810982959054063,2.2287018654999993
4.2,4.231038701288792E-6,0.08205344412510984,0.10588772892393254,2.237299722599999
4.3,3.897741986774818E-6,0.07840122445516089,0.10378797870318852,2.2455050669999994
4.4,3.603837041599172E-6,0.07499839082271871,0.10180096971703019,2.2533451893999996
4.5,3.34345042655885E-6,0.07182372799325162,0.09991801411144657,2.2608450285
4.6,3.1117395936674346E-6,0.0688580829350287,0.09813124502770586,2.2680274013
4.7,2.90468779287509E-6,0.06608414737116164,0.09643352824404858,2.2749132095999998
4.8,2.7189441440890333E-6,0.06348626436102446,0.09481838392398431,2.2815216242999994
4.9,2.551698028474447E-6,0.061050255962214424,0.09327991787552742,2.2878702506999997
5.0,2.400579787393089E-6,0.058763269888066724,0.09181276034273947,2.2939752763
5.1,2.263581710073157E-6,0.05661364293743493,0.09041201215535435,2.2998516032999996
5.2,2.138994778713323E-6,0.05459077928710904,0.08907319686015296,2.3055129676
5.3,2.0253577395691183E-6,0.0526850420894722,0.08779221816331549,2.3109720455
5.4,1.9214158648632688E-6,0.05088765679000988,0.08656532243507048,2.3162405497
5.5,1.8260873907972517E-6,0.04919062497605722,0.08538906499305758,2.3213293154
5.6,1.7384360577867488E-6,0.04758664745663169,0.08426028029064651,2.3262483779
5.7,1.6576485343687623E-6,0.04606905554756228,0.08317605527358261,2.3310070426
5.8,1.5830157699029615E-6,0.04463174965035299,0.08213370571275609,2.3356139482
5.9,1.5139175329276261E-6,0.04326914449992374,0.08113075484471875,2.3400771232
6.0,1.449809518058197E-6,0.04197611996091295,0.08016491440473206,2.3444040376
6.1,1.3902125608357336E-6,0.04074797698702773,0.07923406751823273,2.3486016496
6.2,1.3347035870208174E-6,0.03958039831553053,0.07833625351951612,2.3526764473
6.3,1.2829079728479894E-6,0.03846941302305835,0.07746965406810087,2.3566344871
6.4,1.2344930822600333E-6,0.037411364743262905,0.07663258087886614,2.3604814284000004
6.5,1.189162781322911E-6,0.036402883160971504,0.07582346463611472,2.3642225649000004
6.6,1.1466527620364539E-6,0.03544085832600271,0.07504084472791668,2.3678628532000006
6.7,1.1067265428423953E-6,0.034522417479621696,0.07428336043639386,2.3714069390000008
6.8,1.0691720418943041E-6,0.0336449042396607,0.07354974249691941,2.374859180700001
6.9,1.0337986273976466E-6,0.03280585977435743,0.07283880584475141,2.378223671100001
7.0,1.0004345740941056E-6,0.032003005828999266,0.07214944273958862,2.381504257100001
7.1,9.689248626634563E-7,0.03123422938180447,0.07148061674613489,2.384704557700001
7.2,9.391292693093918E-7,0.030497568726939046,0.07083135711685307,2.387827980600001
7.3,9.109207032288008E-7,0.029791200848047955,0.0702007538034259,2.3908777375000008
7.4,8.841837616322229E-7,0.02911343009230453,0.069587952740284,2.3938568576000008
7.5,8.588134608357967E-7,0.028462677747893517,0.0689921517122148,2.396768200600001
7.6,8.347141266021729E-7,0.02783747263343345,0.06841259653732902,2.399614468400001
7.7,8.117984207523502E-7,0.027236442574208628,0.06784857755063264,2.4023982157000012
7.8,7.89986482185318E-7,0.026658306589075823,0.06729942633425934,2.4051218600000013
7.9,7.692051700069668E-7,0.02610186779685472,0.06676451284308534,2.407787690700001
8.0,7.493873942898217E-7,0.02556600694477436,0.06624324267074257,2.4103978775000012
8.1,7.304715228275455E-7,0.025049676491160536,0.06573505464731554,2.4129544782000014
8.2,7.124008553061989E-7,0.024551895220059017,0.06523941843995741,2.4154594458000016
8.3,6.951231539466966E-7,0.024071743269063882,0.06475583254739674,2.4179146353000016
8.4,6.785902280737128E-7,0.023608357655406656,0.06428382240024436,2.420321809600001
8.5,6.627575602158374E-7,0.02316092809116624,0.06382293852332735,2.422682645400001
8.6,6.475839749336797E-7,0.022728693235627113,0.06337275491187346,2.424998738200001
8.7,6.330313384307265E-7,0.02231093714900299,0.06293286749790376,2.427271607500001
8.8,6.190642918701791E-7,0.021906986115845673,0.06250289281837225,2.429502701200001
8.9,6.056500109371998E-7,0.021516205702515202,0.062082466686571525,2.4316933998000008
9.0,5.927579888396636E-7,0.02113799803252108,0.06167124294207032,2.4338450204000006
9.1,5.803598420118806E-7,0.020771799316239653,0.06126889242800907,2.4359588202000007
9.2,5.684291326716749E-7,0.02041707751409477,0.06087510188583227,2.4380360001000008
9.3,5.569412093478098E-7,0.02007333020908426,0.0604895730705955,2.440077707900001
9.4,5.458730645955083E-7,0.01974008270618154,0.06011202181730729,2.442085040900001
9.5,5.352032011346905E-7,0.019416886129806486,0.059742177208669096,2.4440590492000007
9.6,5.249115157227052E-7,0.019103315828145968,0.05937978080367816,2.446000737800001
9.7,5.149791890469205E-7,0.018798969758420922,0.05902458596210622,2.447911069400001
9.8,5.053885887939674E-7,0.018503467092171957,0.058676357150968354,2.4497909664000006
9.9,4.961231795651681E-7,0.0182164468691317,0.058334869306742816,2.4516413131000006
10.0,4.871674405139466E-7,0.017937566743418405,0.05799990732494851,2.4534629578000002
