# Time	Values[f6p]	Values[fbp]	Values[g6p]	[D-Glucose]	
0	0.000119416	-0.000422833	-0.000136944	0.2	
2	-7.93236e-05	0.000225732	0.000313126	0.2	
4	0.000165395	0.000963444	0.000292215	0.2	
6	0.00027242	0.0012118	0.00061668	0.2	
8	0.000217553	0.00164646	0.000590727	0.2	
10	0.000154079	0.00196779	0.000761358	0.2	
12	0.0001085	0.00194247	0.000921115	0.2	
14	0.000220598	0.00204536	0.000863572	0.2	
16	0.000131506	0.0019401	0.000839979	0.2	
18	0.000313295	0.00268553	0.000788452	0.2	
20	0.000276692	0.00219014	0.000867944	0.2	
22	0.000371015	0.00216177	0.000808006	0.2	
24	0.000277112	0.00211073	0.00106703	0.2	
26	0.000156643	0.00292889	0.00103586	0.2	
28	0.000248631	0.00207113	0.0012707	0.2	
30	0.000278834	0.00221461	0.00105579	0.2	
32	0.000469469	0.00266057	0.000888982	0.2	
34	0.000317393	0.00221153	0.00107493	0.2	
36	0.00023826	0.00256911	0.00100054	0.2	
38	0.000324857	0.00284833	0.000920057	0.2	
40	0.000267627	0.00254776	0.00109114	0.2	
42	0.00012749	0.00221647	0.00115214	0.2	
44	0.000322861	0.00247242	0.00108417	0.2	
46	0.000314014	0.0029983	0.00099781	0.2	
48	0.000466189	0.00216241	0.00117516	0.2	
50	0.000353713	0.00262625	0.001136	0.2	
52	0.00046015	0.00287912	0.00105872	0.2	
54	0.000343699	0.0026117	0.00116193	0.2	
56	0.000255709	0.00239168	0.000973896	0.2	
58	0.000193642	0.00255111	0.0010207	0.2	
60	0.000168291	0.00263588	0.00102915	0.2	
62	0.000327962	0.00262468	0.00115782	0.2	
64	0.000265591	0.00248342	0.00121937	0.2	
66	0.000293232	0.00241093	0.00120256	0.2	
68	0.00019608	0.00271995	0.00101758	0.2	
70	0.000299415	0.00249846	0.00113208	0.2	
72	0.000166905	0.00208632	0.00118392	0.2	
74	0.000532873	0.00249632	0.00121758	0.2	
76	0.00035798	0.00284414	0.0012667	0.2	
78	0.000419554	0.002446	0.00107964	0.2	
80	0.000255353	0.00265667	0.00101247	0.2	
82	0.000535598	0.00256926	0.00108191	0.2	
84	0.000288101	0.00277416	0.00103187	0.2	
86	0.000321812	0.00237534	0.00117668	0.2	
88	0.00027887	0.00273302	0.00117682	0.2	
90	0.00042364	0.00251589	0.00112781	0.2	
92	0.000346267	0.0029452	0.00127867	0.2	
94	0.000345541	0.00302959	0.001107	0.2	
96	0.000341547	0.00253832	0.00105966	0.2	
98	0.000276768	0.00251765	0.00111414	0.2	
100	0.000448464	0.00263276	0.00114739	0.2	
