Time	bounds_k1 (1)	bounds_ub_R1 (1)	C (1)	model_C (1)	model_D (1)	ub_R1 (1)	update_C (1)	update_R3 (1)	vR3 (1)
23.8	-0.2	0.09255057751	2.250055914	2.250055914	5.77792111	0.09255057751	2.250055914	0.1	0.092550578
23.9	-0.2	0.09071795329	2.231408941	2.231408941	5.800446398	0.09071795329	2.231408941	0.1	0.092550578
24	-0.2	0.09071795329	2.245881126	2.245881126	5.823290918	0.09071795329	2.245881126	0.1	0.090717953
24.1	-0.2	0.08892161746	2.223645413	2.223645413	5.845367015	0.08892161746	2.223645413	0.1	0.090717953
24.2	-0.2	0.08892161746	2.205367674	2.205367674	5.8678423	0.08892161746	2.205367674	0.1	0.088921617
24.3	-0.2	0.08716085146	2.219194023	2.219194023	5.890197708	0.08716085146	2.219194023	0.1	0.088921617
24.4	-0.2	0.08716085146	2.197398607	2.197398607	5.912232697	0.08716085146	2.197398607	0.1	0.087160851
24.5	-0.2	0.08543495097	2.179130638	2.179130638	5.934219067	0.08543495097	2.179130638	0.1	0.087160851
24.6	-0.2	0.08543495097	2.192683208	2.192683208	5.956527836	0.08543495097	2.192683208	0.1	0.085434951
24.7	-0.2	0.08374322559	2.170974189	2.170974189	5.978075655	0.08374322559	2.170974189	0.1	0.085434951
24.8	-0.2	0.08374322559	2.153067951	2.153067951	6.000022693	0.08374322559	2.153067951	0.1	0.083743226
24.9	-0.2	0.08208499862	2.166013816	2.166013816	6.021832037	0.08208499862	2.166013816	0.1	0.083743226
25	-0.2	0.08208499862	2.144734665	2.144734665	6.043349208	0.08208499862	2.144734665	0.1	0.082084999
25.1	-0.2	0.08045960675	2.126851349	2.126851349	6.064797284	0.08045960675	2.126851349	0.1	0.082084999
25.2	-0.2	0.08045960675	2.139540869	2.139540869	6.0865708	0.08045960675	2.139540869	0.1	0.080459607
25.3	-0.2	0.07886639979	2.118357995	2.118357995	6.107590954	0.07886639979	2.118357995	0.1	0.080459607
25.4	-0.2	0.07886639979	2.100828792	2.100828792	6.129010357	0.07886639979	2.100828792	0.1	0.0788664
25.5	-0.2	0.07730474044	2.112948401	2.112948401	6.150275343	0.07730474044	2.112948401	0.1	0.0788664
25.6	-0.2	0.07730474044	2.092184976	2.092184976	6.171275297	0.07730474044	2.092184976	0.1	0.07730474
25.7	-0.2	0.07577400402	2.074690543	2.074690543	6.192186872	0.07577400402	2.074690543	0.1	0.07730474
25.8	-0.2	0.07577400402	2.086570168	2.086570168	6.21342681	0.07577400402	2.086570168	0.1	0.075774004
25.9	-0.2	0.07427357821	2.065911739	2.065911739	6.233921058	0.07427357821	2.065911739	0.1	0.075774004
26	-0.2	0.07427357821	2.048763718	2.048763718	6.254814583	0.07427357821	2.048763718	0.1	0.074273578
26.1	-0.2	0.07280286283	2.060108026	2.060108026	6.275538001	0.07280286283	2.060108026	0.1	0.074273578
26.2	-0.2	0.07280286283	2.039858661	2.039858661	6.296022461	0.07280286283	2.039858661	0.1	0.072802863
26.3	-0.2	0.07136126956	2.022756051	2.022756051	6.316400383	0.07136126956	2.022756051	0.1	0.072802863
26.4	-0.2	0.07136126956	2.033875726	2.033875726	6.337109477	0.07136126956	2.033875726	0.1	0.07136127
26.5	-0.2	0.06994822174	2.013739007	2.013739007	6.35708061	0.06994822174	2.013739007	0.1	0.07136127
26.6	-0.2	0.06994822174	1.996975051	1.996975051	6.377451049	0.06994822174	1.996975051	0.1	0.069948222
26.7	-0.2	0.06856315415	2.007591933	2.007591933	6.397636657	0.06856315415	2.007591933	0.1	0.069948222
26.8	-0.2	0.06856315415	1.987853948	1.987853948	6.417608362	0.06856315415	1.987853948	0.1	0.068563154
26.9	-0.2	0.06720551274	1.971144927	1.971144927	6.437456426	0.06720551274	1.971144927	0.1	0.068563154
27	-0.2	0.06720551274	1.98155158	1.98155158	6.457638359	0.06720551274	1.98155158	0.1	0.067205513
27.1	-0.2	0.06587475443	1.961932905	1.961932905	6.4770901	0.06587475443	1.961932905	0.1	0.067205513
27.2	-0.2	0.06587475443	1.945554745	1.945554745	6.496941172	0.06587475443	1.945554745	0.1	0.065874754
27.3	-0.2	0.06457034689	1.955489181	1.955489181	6.516593602	0.06457034689	1.955489181	0.1	0.065874754
27.4	-0.2	0.06457034689	1.936258981	1.936258981	6.536056198	0.06457034689	1.936258981	0.1	0.064570347
27.5	-0.2	0.06329176836	1.919944249	1.919944249	6.555379048	0.06329176836	1.919944249	0.1	0.064570347
27.6	-0.2	0.06329176836	1.92968197	1.92968197	6.57503836	0.06329176836	1.92968197	0.1	0.063291768
27.7	-0.2	0.06203850738	1.910576838	1.910576838	6.593975261	0.06203850738	1.910576838	0.1	0.063291768
27.8	-0.2	0.06203850738	1.894585159	1.894585159	6.613311519	0.06203850738	1.894585159	0.1	0.062038507
27.9	-0.2	0.06081006263	1.903879408	1.903879408	6.632436176	0.06081006263	1.903879408	0.1	0.062038507
28	-0.2	0.06081006263	1.885152584	1.885152584	6.651394127	0.06081006263	1.885152584	0.1	0.060810063
28.1	-0.2	0.05960594271	1.869231872	1.869231872	6.670197165	0.05960594271	1.869231872	0.1	0.060810063
28.2	-0.2	0.05960594271	1.878342083	1.878342083	6.689339154	0.05960594271	1.878342083	0.1	0.059605943
28.3	-0.2	0.05842566596	1.85974525	1.85974525	6.707766511	0.05842566596	1.85974525	0.1	0.059605943
28.4	-0.2	0.05842566596	1.84413979	1.84413979	6.726593249	0.05842566596	1.84413979	0.1	0.058425666
28.5	-0.2	0.05726876027	1.852833551	1.852833551	6.745196231	0.05726876027	1.852833551	0.1	0.058425666
28.6	-0.2	0.05726876027	1.83460496	1.83460496	6.763654728	0.05726876027	1.83460496	0.1	0.05726876
28.7	-0.2	0.05613476283	1.819077127	1.819077127	6.781944027	0.05613476283	1.819077127	0.1	0.05726876
28.8	-0.2	0.05613476283	1.82759874	1.82759874	6.800574672	0.05613476283	1.82759874	0.1	0.056134763
28.9	-0.2	0.05502322006	1.8095043	1.8095043	6.818498438	0.05502322006	1.8095043	0.1	0.056134763
29	-0.2	0.05502322006	1.794283939	1.794283939	6.836821612	0.05502322006	1.794283939	0.1	0.05502322
29.1	-0.2	0.0539336873	1.802414505	1.802414505	6.854909627	0.0539336873	1.802414505	0.1	0.05502322
29.2	-0.2	0.0539336873	1.784678359	1.784678359	6.872874506	0.0539336873	1.784678359	0.1	0.053933687
29.3	-0.2	0.05286572874	1.769541474	1.769541474	6.890656736	0.05286572874	1.769541474	0.1	0.053933687
29.4	-0.2	0.05286572874	1.777511044	1.777511044	6.908782611	0.05286572874	1.777511044	0.1	0.052865729
29.5	-0.2	0.05181891717	1.759912505	1.759912505	6.926209327	0.05181891717	1.759912505	0.1	0.052865729
29.6	-0.2	0.05181891717	1.745075351	1.745075351	6.944035471	0.05181891717	1.745075351	0.1	0.051818917
29.7	-0.2	0.05079283386	1.75267775	1.75267775	6.961615766	0.05079283386	1.75267775	0.1	0.051818917
29.8	-0.2	0.05079283386	1.735427686	1.735427686	6.979093436	0.05079283386	1.735427686	0.1	0.050792834
29.9	-0.2	0.04978706837	1.720679111	1.720679111	6.99637579	0.04978706837	1.720679111	0.1	0.050792834
30	-0.2	0.04978706837	1.728130972	1.728130972	7.014003998	0.04978706837	1.728130972	0.1	0.049787068
30.1	-0.2	0.04880121836	1.711021329	1.711021329	7.030940713	0.04880121836	1.711021329	0.1	0.049787068
30.2	-0.2	0.04880121836	1.696564795	1.696564795	7.04827688	0.04880121836	1.696564795	0.1	0.048801218
30.3	-0.2	0.04783488949	1.70367193	1.70367193	7.065357169	0.04783488949	1.70367193	0.1	0.048801218
30.4	-0.2	0.04783488949	1.68690108	1.68690108	7.082354542	0.04783488949	1.68690108	0.1	0.047834889
30.5	-0.2	0.04688769522	1.672537539	1.672537539	7.099144669	0.04688769522	1.672537539	0.1	0.047834889
30.6	-0.2	0.04688769522	1.679503943	1.679503943	7.116282772	0.04688769522	1.679503943	0.1	0.046887695
30.7	-0.2	0.04595925665	1.66287574	1.66287574	7.132736987	0.04595925665	1.66287574	0.1	0.046887695
30.8	-0.2	0.04595925665	1.648796616	1.648796616	7.149590674	0.04595925665	1.648796616	0.1	0.045959257
30.9	-0.2	0.04504920239	1.655439388	1.655439388	7.166179081	0.04504920239	1.655439388	0.1	0.045959257
31	-0.2	0.04504920239	1.639140446	1.639140446	7.182703507	0.04504920239	1.639140446	0.1	0.045049202
31.1	-0.2	0.04415716842	1.625158096	1.625158096	7.199009452	0.04415716842	1.625158096	0.1	0.045049202
31.2	-0.2	0.04415716842	1.631669333	1.631669333	7.215665414	0.04415716842	1.631669333	0.1	0.044157168
31.3	-0.2	0.0432827979	1.615514724	1.615514724	7.231645015	0.0432827979	1.615514724	0.1	0.044157168
31.4	-0.2	0.0432827979	1.601809244	1.601809244	7.248024107	0.0432827979	1.601809244	0.1	0.043282798
31.5	-0.2	0.04242574108	1.608016675	1.608016675	7.264129106	0.04242574108	1.608016675	0.1	0.043282798
31.6	-0.2	0.04242574108	1.592181948	1.592181948	7.280188316	0.04242574108	1.592181948	0.1	0.042425741
31.7	-0.2	0.04158565512	1.578576444	1.578576444	7.296018466	0.04158565512	1.578576444	0.1	0.042425741
31.8	-0.2	0.04158565512	1.584660959	1.584660959	7.312200591	0.04158565512	1.584660959	0.1	0.041585655
31.9	-0.2	0.04076220398	1.568971764	1.568971764	7.327713798	0.04076220398	1.568971764	0.1	0.041585655
32	-0.2	0.04076220398	1.555635667	1.555635667	7.343626516	0.04076220398	1.555635667	0.1	0.040762204
32.1	-0.2	0.03995505826	1.561435011	1.561435011	7.359256877	0.03995505826	1.561435011	0.1	0.040762204
32.2	-0.2	0.03995505826	1.546056483	1.546056483	7.374858929	0.03995505826	1.546056483	0.1	0.039955058
32.3	-0.2	0.0391638951	1.532823028	1.532823028	7.390221957	0.0391638951	1.532823028	0.1	0.039955058
32.4	-0.2	0.0391638951	1.538507538	1.538507538	7.405938843	0.0391638951	1.538507538	0.1	0.039163895
32.5	-0.2	0.03838839802	1.523275292	1.523275292	7.420994159	0.03838839802	1.523275292	0.1	0.039163895
32.6	-0.2	0.03838839802	1.510303878	1.510303878	7.436449005	0.03838839802	1.510303878	0.1	0.038388398
32.7	-0.2	0.03762825681	1.515720727	1.515720727	7.451613749	0.03762825681	1.515720727	0.1	0.038388398
32.8	-0.2	0.03762825681	1.5007901	1.5007901	7.466766976	0.03762825681	1.5007901	0.1	0.037628257
32.9	-0.2	0.0368831674	1.487923509	1.487923509	7.481671797	0.0368831674	1.487923509	0.1	0.037628257
33	-0.2	0.0368831674	1.493233097	1.493233097	7.496932285	0.0368831674	1.493233097	0.1	0.036883167
33.1	-0.2	0.03615283175	1.478449099	1.478449099	7.51153845	0.03615283175	1.478449099	0.1	0.036883167
33.2	-0.2	0.03615283175	1.465837283	1.465837283	7.526544163	0.03615283175	1.465837283	0.1	0.036152832
33.3	-0.2	0.03543695772	1.470895667	1.470895667	7.541252514	0.03543695772	1.470895667	0.1	0.036152832
33.4	-0.2	0.03543695772	1.456404411	1.456404411	7.555965484	0.03543695772	1.456404411	0.1	0.035436958
33.5	-0.2	0.03473525894	1.443899151	1.443899151	7.570421211	0.03473525894	1.443899151	0.1	0.035436958
33.6	-0.2	0.03473525894	1.448857373	1.448857373	7.585234344	0.03473525894	1.448857373	0.1	0.034735259
33.7	-0.2	0.03404745473	1.434512724	1.434512724	7.599400291	0.03404745473	1.434512724	0.1	0.034735259
33.8	-0.2	0.03404745473	1.422255084	1.422255084	7.613965803	0.03404745473	1.422255084	0.1	0.034047455
33.9	-0.2	0.03337326996	1.426977566	1.426977566	7.62822715	0.03337326996	1.426977566	0.1	0.034047455
34	-0.2	0.03337326996	1.412916959	1.412916959	7.642508619	0.03337326996	1.412916959	0.1	0.03337327
34.1	-0.2	0.03271243494	1.400767201	1.400767201	7.656524524	0.03271243494	1.400767201	0.1	0.03337327
34.2	-0.2	0.03271243494	1.405396171	1.405396171	7.670899504	0.03271243494	1.405396171	0.1	0.032712435
34.3	-0.2	0.03206468533	1.391481816	1.391481816	7.684634322	0.03206468533	1.391481816	0.1	0.032712435
34.4	-0.2	0.03206468533	1.379572639	1.379572639	7.69876872	0.03206468533	1.379572639	0.1	0.032064685
34.5	-0.2	0.03142976202	1.383980399	1.383980399	7.71259258	0.03142976202	1.383980399	0.1	0.032064685
34.6	-0.2	0.03142976202	1.370341567	1.370341567	7.726451456	0.03142976202	1.370341567	0.1	0.031429762
34.7	-0.2	0.03080741103	1.358541223	1.358541223	7.740036933	0.03080741103	1.358541223	0.1	0.031429762
34.8	-0.2	0.03080741103	1.362861703	1.362861703	7.753983089	0.03080741103	1.362861703	0.1	0.030807411
34.9	-0.2	0.03019738342	1.349368468	1.349368468	7.767295985	0.03019738342	1.349368468	0.1	0.030807411
35	-0.2	0.03019738342	1.337801786	1.337801786	7.781008478	0.03019738342	1.337801786	0.1	0.030197383
35.1	-0.2	0.02959943517	1.34191471	1.34191471	7.79440446	0.02959943517	1.34191471	0.1	0.030197383
35.2	-0.2	0.02959943517	1.328688659	1.328688659	7.807849769	0.02959943517	1.328688659	0.1	0.029599435
35.3	-0.2	0.02901332708	1.317231423	1.317231423	7.8210143	0.02901332708	1.317231423	0.1	0.029599435
35.4	-0.2	0.02901332708	1.321262906	1.321262906	7.83454105	0.02901332708	1.321262906	0.1	0.029013327
35.5	-0.2	0.02843882471	1.308181526	1.308181526	7.84744132	0.02843882471	1.308181526	0.1	0.029013327
35.6	-0.2	0.02843882471	1.296951159	1.296951159	7.860741202	0.02843882471	1.296951159	0.1	0.028438825
35.7	-0.2	0.02787569826	1.300787912	1.300787912	7.873718979	0.02787569826	1.300787912	0.1	0.028438825
35.8	-0.2	0.02787569826	1.287965561	1.287965561	7.886759832	0.02787569826	1.287965561	0.1	0.027875698
35.9	-0.2	0.02732372245	1.276844945	1.276844945	7.899512958	0.02732372245	1.276844945	0.1	0.027875698
36	-0.2	0.02732372245	1.280605725	1.280605725	7.912629784	0.02732372245	1.280605725	0.1	0.027323722
36.1	-0.2	0.02678267649	1.267926879	1.267926879	7.92512678	0.02678267649	1.267926879	0.1	0.027323722
36.2	-0.2	0.02678267649	1.257026465	1.257026465	7.938023403	0.02678267649	1.257026465	0.1	0.026782676
36.3	-0.2	0.02625234397	1.260604568	1.260604568	7.950592681	0.02625234397	1.260604568	0.1	0.026782676
36.4	-0.2	0.02625234397	1.24817678	1.24817678	7.963238246	0.02625234397	1.24817678	0.1	0.026252344
36.5	-0.2	0.02573251273	1.237386142	1.237386142	7.975589539	0.02573251273	1.237386142	0.1	0.026252344
36.6	-0.2	0.02573251273	1.240893394	1.240893394	7.988305956	0.02573251273	1.240893394	0.1	0.025732513
36.7	-0.2	0.02522297484	1.228607726	1.228607726	8.000409062	0.02522297484	1.228607726	0.1	0.025732513
36.8	-0.2	0.02522297484	1.218030758	1.218030758	8.012911809	0.02522297484	1.218030758	0.1	0.025222975
36.9	-0.2	0.02472352647	1.221366654	1.221366654	8.025082305	0.02472352647	1.221366654	0.1	0.025222975
37	-0.2	0.02472352647	1.209324258	1.209324258	8.03734178	0.02472352647	1.209324258	0.1	0.024723526
37.1	-0.2	0.02423396785	1.198856838	1.198856838	8.049300819	0.02423396785	1.198856838	0.1	0.024723526
37.2	-0.2	0.02423396785	1.202126679	1.202126679	8.06162635	0.02423396785	1.202126679	0.1	0.024233968
37.3	-0.2	0.02375410313	1.190224827	1.190224827	8.073344956	0.02375410313	1.190224827	0.1	0.024233968
37.4	-0.2	0.02375410313	1.179964676	1.179964676	8.085463217	0.02375410313	1.179964676	0.1	0.023754103
37.5	-0.2	0.02328374037	1.183073796	1.183073796	8.097244632	0.02328374037	1.183073796	0.1	0.023754103
37.6	-0.2	0.02328374037	1.171407617	1.171407617	8.109127221	0.02328374037	1.171407617	0.1	0.02328374
37.7	-0.2	0.02282269143	1.161256558	1.161256558	8.12070357	0.02282269143	1.161256558	0.1	0.02328374
37.8	-0.2	0.02282269143	1.164304114	1.164304114	8.132647724	0.02282269143	1.164304114	0.1	0.022822691
37.9	-0.2	0.02237077186	1.15277673	1.15277673	8.143991205	0.02237077186	1.15277673	0.1	0.022822691
38	-0.2	0.02237077186	1.142826675	1.142826675	8.155734354	0.02237077186	1.142826675	0.1	0.022370772
38.1	-0.2	0.02192780089	1.145723502	1.145723502	8.167136355	0.02192780089	1.145723502	0.1	0.022370772
38.2	-0.2	0.02192780089	1.134424376	1.134424376	8.178651247	0.02192780089	1.134424376	0.1	0.021927801
38.3	-0.2	0.02149360135	1.124582751	1.124582751	8.189854434	0.02149360135	1.124582751	0.1	0.021927801
38.4	-0.2	0.02149360135	1.127422217	1.127422217	8.201426686	0.02149360135	1.127422217	0.1	0.021493601
38.5	-0.2	0.02106799952	1.116259989	1.116259989	8.212404381	0.02106799952	1.116259989	0.1	0.021493601
38.6	-0.2	0.02106799952	1.106613241	1.106613241	8.223781757	0.02106799952	1.106613241	0.1	0.021068
38.7	-0.2	0.02065082518	1.109311361	1.109311361	8.234813957	0.02065082518	1.109311361	0.1	0.021068
38.8	-0.2	0.02065082518	1.09837016	1.09837016	8.245970306	0.02065082518	1.09837016	0.1	0.020650825
38.9	-0.2	0.02024191145	1.088830996	1.088830996	8.256809802	0.02024191145	1.088830996	0.1	0.020650825
39	-0.2	0.02024191145	1.091475689	1.091475689	8.268019577	0.02024191145	1.091475689	0.1	0.020241911
39.1	-0.2	0.01984109474	1.080669356	1.080669356	8.278640772	0.01984109474	1.080669356	0.1	0.020241911
39.2	-0.2	0.01984109474	1.07131908	1.07131908	8.289661658	0.01984109474	1.07131908	0.1	0.019841095
39.3	-0.2	0.01944821475	1.073831241	1.073831241	8.300333602	0.01944821475	1.073831241	0.1	0.019841095
39.4	-0.2	0.01944821475	1.063238888	1.063238888	8.311140509	0.01944821475	1.063238888	0.1	0.019448215
39.5	-0.2	0.01906311429	1.053995184	1.053995184	8.321625717	0.01906311429	1.053995184	0.1	0.019448215
39.6	-0.2	0.01906311429	1.056457601	1.056457601	8.332482368	0.01906311429	1.056457601	0.1	0.019063114
39.7	-0.2	0.01868563934	1.04599797	1.04599797	8.342756277	0.01868563934	1.04599797	0.1	0.019063114
39.8	-0.2	0.01868563934	1.036937304	1.036937304	8.353429891	0.01868563934	1.036937304	0.1	0.018685639
39.9	-0.2	0.01831563889	1.039275467	1.039275467	8.363751034	0.01831563889	1.039275467	0.1	0.018685639
40	-0.2	0.01831563889	1.02902295	1.02902295	8.374217533	0.01831563889	1.02902295	0.1	0.018315639
40.1	-0.2	0.01795296494	1.020067697	1.020067697	8.384357769	0.01795296494	1.020067697	0.1	0.018315639
40.2	-0.2	0.01795296494	1.022359562	1.022359562	8.394870567	0.01795296494	1.022359562	0.1	0.017952965
40.3	-0.2	0.01759747242	1.012237524	1.012237524	8.404806323	0.01759747242	1.012237524	0.1	0.017952965
40.4	-0.2	0.01759747242	1.003459596	1.003459596	8.415141795	0.01759747242	1.003459596	0.1	0.017597472
40.5	-0.2	0.01724901912	1.00563498	1.00563498	8.425121497	0.01724901912	1.00563498	0.1	0.017597472
40.6	-0.2	0.01724901912	0.9957133722	0.9957133722	8.43525654	0.01724901912	0.9957133722	0.1	0.017249019
40.7	-0.2	0.01690746565	0.9870395689	0.9870395689	8.445061019	0.01690746565	0.9870395689	0.1	0.017249019
40.8	-0.2	0.01690746565	0.9891718774	0.9891718774	8.455239137	0.01690746565	0.9891718774	0.1	0.016907466
40.9	-0.2	0.0165726754	0.9793784195	0.9793784195	8.464845776	0.0165726754	0.9793784195	0.1	0.016907466
41	-0.2	0.0165726754	0.970876369	0.970876369	8.474852141	0.0165726754	0.970876369	0.1	0.016572675
41.1	-0.2	0.01624451444	0.9728994971	0.9728994971	8.484499649	0.01624451444	0.9728994971	0.1	0.016572675
41.2	-0.2	0.01624451444	0.9632999626	0.9632999626	8.494312091	0.01624451444	0.9632999626	0.1	0.016244514
41.3	-0.2	0.0159228515	0.9549006316	0.9549006316	8.503789922	0.0159228515	0.9549006316	0.1	0.016244514
41.4	-0.2	0.0159228515	0.9568836991	0.9568836991	8.513642424	0.0159228515	0.9568836991	0.1	0.015922852
41.5	-0.2	0.01560755792	0.9474099155	0.9474099155	8.522928872	0.01560755792	0.9474099155	0.1	0.015922852
41.6	-0.2	0.01560755792	0.9391769025	0.9391769025	8.532615056	0.01560755792	0.9391769025	0.1	0.015607558
41.7	-0.2	0.01529850757	0.941057644	0.941057644	8.541939497	0.01529850757	0.941057644	0.1	0.015607558
41.8	-0.2	0.01529850757	0.931771454	0.931771454	8.551438088	0.01529850757	0.931771454	0.1	0.015298508
41.9	-0.2	0.01499557682	0.9236396554	0.9236396554	8.560598256	0.01499557682	0.9236396554	0.1	0.015298508
42	-0.2	0.01499557682	0.9254831557	0.9254831557	8.570134088	0.01499557682	0.9254831557	0.1	0.014995577
42.1	-0.2	0.0146986445	0.9163202585	0.9163202585	8.579109153	0.0146986445	0.9163202585	0.1	0.014995577
42.2	-0.2	0.0146986445	0.9083494802	0.9083494802	8.588483964	0.0146986445	0.9083494802	0.1	0.014698645
42.3	-0.2	0.01440759184	0.9100970903	0.9100970903	8.597494334	0.01440759184	0.9100970903	0.1	0.014698645
42.4	-0.2	0.01440759184	0.9011156306	0.9011156306	8.606687707	0.01440759184	0.9011156306	0.1	0.014407592
42.5	-0.2	0.01412230241	0.8932444739	0.8932444739	8.615539069	0.01412230241	0.8932444739	0.1	0.014407592
42.6	-0.2	0.01412230241	0.894957479	0.894957479	8.624767048	0.01412230241	0.894957479	0.1	0.014122302
42.7	-0.2	0.01384266209	0.8860968061	0.8860968061	8.633439412	0.01384266209	0.8860968061	0.1	0.014122302
42.8	-0.2	0.01384266209	0.8783815088	0.8783815088	8.642511531	0.01384266209	0.8783815088	0.1	0.013842662
42.9	-0.2	0.01356855901	0.8800046659	0.8800046659	8.651216685	0.01356855901	0.8800046659	0.1	0.013842662
43	-0.2	0.01356855901	0.8713194461	0.8713194461	8.660113352	0.01356855901	0.8713194461	0.1	0.013568559
43.1	-0.2	0.01329988354	0.8637021013	0.8637021013	8.668664625	0.01329988354	0.8637021013	0.1	0.013568559
43.2	-0.2	0.01329988354	0.8652931178	0.8652931178	8.677593432	0.01329988354	0.8652931178	0.1	0.013299884
43.3	-0.2	0.0130365282	0.8567261418	0.8567261418	8.685971641	0.0130365282	0.8567261418	0.1	0.013299884
43.4	-0.2	0.0130365282	0.8492596306	0.8492596306	8.694749615	0.0130365282	0.8492596306	0.1	0.013036528
43.5	-0.2	0.01277838765	0.8507664718	0.8507664718	8.703158264	0.01277838765	0.8507664718	0.1	0.013036528
43.6	-0.2	0.01277838765	0.8423691333	0.8423691333	8.7117666	0.01277838765	0.8423691333	0.1	0.012778388
43.7	-0.2	0.01252535862	0.8349988407	0.8349988407	8.72002636	0.01252535862	0.8349988407	0.1	0.012778388
43.8	-0.2	0.01252535862	0.8364758445	0.8364758445	8.728664533	0.01252535862	0.8364758445	0.1	0.012525359
43.9	-0.2	0.0122773399	0.8281941787	0.8281941787	8.736756992	0.0122773399	0.8281941787	0.1	0.012525359
44	-0.2	0.0122773399	0.8209698276	0.8209698276	8.745249224	0.0122773399	0.8209698276	0.1	0.01227734
44.1	-0.2	0.01203423228	0.8223679811	0.8223679811	8.753369927	0.01203423228	0.8223679811	0.1	0.01227734
44.2	-0.2	0.01203423228	0.8142503033	0.8142503033	8.761698171	0.01203423228	0.8142503033	0.1	0.012034232
44.3	-0.2	0.01179593852	0.8071203823	0.8071203823	8.76967484	0.01179593852	0.8071203823	0.1	0.012034232
44.4	-0.2	0.01179593852	0.8084908505	0.8084908505	8.77803077	0.01179593852	0.8084908505	0.1	0.011795939
44.5	-0.2	0.01156236329	0.8004862547	0.8004862547	8.785845735	0.01156236329	0.8004862547	0.1	0.011795939
44.6	-0.2	0.01156236329	0.7934975156	0.7934975156	8.794060483	0.01156236329	0.7934975156	0.1	0.011562363
44.7	-0.2	0.01133341315	0.7947941318	0.7947941318	8.801901642	0.01133341315	0.7947941318	0.1	0.011562363
44.8	-0.2	0.01133341315	0.7869480376	0.7869480376	8.809957888	0.01133341315	0.7869480376	0.1	0.011333413
44.9	-0.2	0.01110899654	0.7800518947	0.7800518947	8.817659735	0.01110899654	0.7800518947	0.1	0.011333413
45	-0.2	0.01110899654	0.7813228361	0.7813228361	8.825741656	0.01110899654	0.7813228361	0.1	0.011108997
45.1	-0.2	0.01088902367	0.7735872217	0.7735872217	8.833287234	0.01088902367	0.7735872217	0.1	0.011108997
45.2	-0.2	0.01088902367	0.7668276315	0.7668276315	8.841232602	0.01088902367	0.7668276315	0.1	0.010889024
45.3	-0.2	0.01067340655	0.7680294122	0.7680294122	8.848802457	0.01067340655	0.7680294122	0.1	0.010889024
45.4	-0.2	0.01067340655	0.7604469732	0.7604469732	8.856594649	0.01067340655	0.7604469732	0.1	0.010673407
45.5	-0.2	0.01046205894	0.7537781085	0.7537781085	8.864029785	0.01046205894	0.7537781085	0.1	0.010673407
45.6	-0.2	0.01046205894	0.7549560923	0.7549560923	8.871845774	0.01046205894	0.7549560923	0.1	0.010462059
45.7	-0.2	0.0102548963	0.7474815261	0.7474815261	8.879129914	0.0102548963	0.7474815261	0.1	0.010462059
45.8	-0.2	0.0102548963	0.7409447138	0.7409447138	8.88681385	0.0102548963	0.7409447138	0.1	0.010254896
45.9	-0.2	0.01005183574	0.7420579393	0.7420579393	8.894120478	0.01005183574	0.7420579393	0.1	0.010254896
46	-0.2	0.01005183574	0.7347313795	0.7347313795	8.901656409	0.01005183574	0.7347313795	0.1	0.010051836
46.1	-0.2	0.009852796061	0.7282833925	0.7282833925	8.908832779	0.009852796061	0.7282833925	0.1	0.010051836
46.2	-0.2	0.009852796061	0.7293745747	0.7293745747	8.916390752	0.009852796061	0.7293745747	0.1	0.009852796
46.3	-0.2	0.009657697628	0.7221532827	0.7221532827	8.923421243	0.009657697628	0.7221532827	0.1	0.009852796
46.4	-0.2	0.009657697628	0.7158329744	0.7158329744	8.930851538	0.009657697628	0.7158329744	0.1	0.009657698
46.5	-0.2	0.009466462402	0.71686353	0.71686353	8.937902847	0.009466462402	0.71686353	0.1	0.009657698
46.6	-0.2	0.009466462402	0.7097852291	0.7097852291	8.945190151	0.009466462402	0.7097852291	0.1	0.009466462
46.7	-0.2	0.009279013887	0.7035518244	0.7035518244	8.952115536	0.009279013887	0.7035518244	0.1	0.009466462
46.8	-0.2	0.009279013887	0.7045619736	0.7045619736	8.959423247	0.009279013887	0.7045619736	0.1	0.009279014
46.9	-0.2	0.009095277102	0.6975863426	0.6975863426	8.966207715	0.009095277102	0.6975863426	0.1	0.009279014
47	-0.2	0.009095277102	0.6914763675	0.6914763675	8.973391996	0.009095277102	0.6914763675	0.1	0.009095277
47.1	-0.2	0.008915178548	0.6924297672	0.6924297672	8.980195724	0.008915178548	0.6924297672	0.1	0.009095277
47.2	-0.2	0.008915178548	0.685592263	0.685592263	8.987241878	0.008915178548	0.685592263	0.1	0.008915179
47.3	-0.2	0.008738646185	0.6795672538	0.6795672538	8.993923894	0.008738646185	0.6795672538	0.1	0.008915179
47.4	-0.2	0.008738646185	0.6805017749	0.6805017749	9.000988926	0.008738646185	0.6805017749	0.1	0.008738646
47.5	-0.2	0.008565609397	0.6737643559	0.6737643559	9.007534836	0.008565609397	0.6737643559	0.1	0.008738646
47.6	-0.2	0.008565609397	0.6678586499	0.6678586499	9.014480566	0.008565609397	0.6678586499	0.1	0.008565609
47.7	-0.2	0.008395998967	0.6687400588	0.6687400588	9.021044282	0.008395998967	0.6687400588	0.1	0.008565609
47.8	-0.2	0.008395998967	0.6621360497	0.6621360497	9.027856601	0.008395998967	0.6621360497	0.1	0.008395999
