dose	atp_adp
0.0	3.8624928331928867
1.0	3.7462121747354598
2.4	4.187061317986155
3.0	4.288978360647922
5.0	4.6308013912854635
6.0	4.740488735807258
8.6	4.991720006054287
9.0	4.940688492408612
10.0	5.059411439125667
11.1	5.074425783581983
14.5	5.195925917048388
15.0	5.254603892749984
16.7	5.345116203553443
17.0	5.4105075644903
20.0	5.531987327443549
27.8	6.178206774291477
28.0	6.44817284430874
