time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	dummy_vAc	dummy_vGlcxt	dummy_vO2	dummy_vX	fba__v1	fba__v2	fba__v3	fba__v4	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	bounds__Km_vGlcxt	bounds__Vmax_vGlcxt	bounds__dt	dt	fba__lb	fba__lb_irrev	fba__lb_vAc	fba__lb_vGlcxt	fba__lb_vO2	fba__lb_vX	fba__ub	fba__ub_vAc	fba__ub_vO2	fba__ub_vX	ub_vGlcxt	update__Km_vFBA	update__Y	vAc	vGlcxt	vO2	vX
0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.108198953278	0.867882092514	0.0	0.352003690408	0.000952380952381	0.000998151571165	0.000913043478261	0.001	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791955617	0.02	0.001	0.0	14.9791955617	15.0	1.3280847362
0.1	0.399899800431	10.7998949843	0.20990394046	0.00110521018125	0.0	0.0	0.0	0.0	0.0	0.108198953278	0.867882092514	0.0	0.352003690408	0.00105256856627	0.00110316725905	0.00100906479296	0.00110521018125	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791953597	0.02	0.00110521018125	0.0	14.9791955617	15.0	1.3280847362
0.2	0.399789060257	10.7997789199	0.209797778947	0.00122148952529	0.0	0.0	0.0	0.0	0.0	0.108198947808	0.867882107331	0.0	0.352003672613	0.00116329412951	0.00121923164269	0.00111517957478	0.00122148952529	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791951364	0.02	0.00122148952529	0.0	14.9791953597	15.0	1.32808472775
0.3	0.399666670812	10.7996506443	0.209680453623	0.00135000261867	0.0	0.0	0.0	0.0	0.0	0.108198941763	0.867882123708	0.0	0.352003652946	0.00128566571929	0.00134750715433	0.00123244776388	0.00135000261867	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791948897	0.02	0.00135000261867	0.0	14.9791951364	15.0	1.32808471842
0.4	0.399531406852	10.7995088729	0.209550791157	0.00149203657408	0.0	0.0	0.0	0.0	0.0	0.108198935081	0.867882141808	0.0	0.352003631209	0.00142090785524	0.00148927852546	0.00136204037005	0.00149203657408	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791946169	0.02	0.00149203657408	0.0	14.9791948897	15.0	1.3280847081
0.5	0.399381914312	10.7993521858	0.209407495038	0.00164901392132	0.0	0.0	0.0	0.0	0.0	0.108198927697	0.867882161812	0.0	0.352003607185	0.00157037371939	0.00164596565393	0.00150525105768	0.00164901392132	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791943155	0.02	0.00164901392132	0.0	14.9791946169	15.0	1.32808469669
0.6	0.399216696769	10.7991790135	0.209249132685	0.00182250685452	0.0	0.0	0.0	0.0	0.0	0.108198919535	0.867882183922	0.0	0.352003580633	0.00173555865477	0.00181913782467	0.00166350892653	0.00182250685452	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791939823	0.02	0.00182250685452	0.0	14.9791943155	15.0	1.32808468409
0.7	0.399034100486	10.7989876219	0.2090741212	0.00201425297833	0.0	0.0	0.0	0.0	0.0	0.108198910514	0.867882208359	0.0	0.352003551286	0.00191811507567	0.00201052942665	0.00183839260897	0.00201425297833	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791936141	0.02	0.00201425297833	0.0	14.9791939823	15.0	1.32808467016
0.8	0.398832297891	10.7987760939	0.208880711645	0.00222617271075	0.0	0.0	0.0	0.0	0.0	0.108198900544	0.867882235368	0.0	0.35200351885	0.00211986893609	0.00222205732341	0.00203164581552	0.00222617271075	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791932071	0.02	0.00222617271075	0.0	14.9791936141	15.0	1.32808465476
0.9	0.398609269322	10.7985423111	0.208666971685	0.0024603885169	0.0	0.0	0.0	0.0	0.0	0.108198889525	0.867882265219	0.0	0.352003483	0.00234283791794	0.00245584005104	0.00224519447302	0.0024603885169	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791927572	0.02	0.0024603885169	0.0	14.9791932071	15.0	1.32808463774
1.0	0.398362782857	10.798283932	0.208430766432	0.00271924616638	0.0	0.0	0.0	0.0	0.0	0.108198877345	0.867882298213	0.0	0.352003443377	0.00258925151686	0.00271421903604	0.0024811656128	0.00271924616638	0.015	15.0	0.1	0.1	-1000.0	0.0	0.0	0.0	-1000.0	0.0	1000.0	1000.0	15.0	1000.0	14.9791922601	0.02	0.00271924616638	0.0	14.9791927572	15.0	1.32808461894
