	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
MODEL5950552398	1	0	0	0	0	0	0	0	0	0	53	53	L2V4	53	234	0	53	0	0	0	0	61	0	R16	2010-01-26	non_curated
MODEL5951818256	1	0	0	0	0	0	0	0	0	0	31	31	L2V4	41	54	0	31	10	0	10	0	24	0	R16	2010-01-26	non_curated
MODEL5952308332	1	0	0	0	0	0	0	0	0	0	11	11	L2V4	11	18	0	11	0	0	0	0	12	0	R16	2010-01-26	non_curated
MODEL5954483266	1	0	0	0	0	0	0	0	0	0	4	4	L2V4	6	12	0	4	2	0	2	0	3	0	R16	2010-01-26	non_curated
MODEL5974712823	2	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	5	0	6	0	0	0	0	10	5	R16	2010-01-26	non_curated
MODEL6185511733	1	0	0	0	0	0	0	0	0	0	12	12	L2V3	12	12	0	12	0	0	0	0	9	0	R16	2010-01-26	non_curated
MODEL6185746832	1	0	0	0	0	0	0	0	0	0	18	18	L2V3	18	18	0	18	0	0	0	0	14	0	R16	2010-01-26	non_curated
MODEL6399676120	8	0	0	0	0	0	0	0	0	0	0	0	L2V3	0	0	0	3742	0	0	0	0	3188	0	R16	2010-01-26	non_curated
MODEL6623617994	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	16	0	85	16	0	0	0	0	22	0	R16	2010-01-26	non_curated
MODEL6623628741	1	0	0	0	0	0	0	0	0	0	4	4	L2V1	4	0	16	4	0	0	0	0	10	0	R16	2010-01-26	non_curated
MODEL6624091635	1	0	0	0	0	0	0	0	0	0	29	29	L2V1	29	0	151	29	0	0	0	0	34	0	R16	2010-01-26	non_curated
MODEL6624199343	1	0	0	0	0	0	0	0	0	0	3	3	L2V1	3	0	13	3	0	0	0	0	5	0	R16	2010-01-26	non_curated
MODEL6655501972	1	0	0	0	0	0	0	0	0	0	14	14	L2V3	14	43	0	14	0	0	0	0	19	0	R16	2010-01-26	non_curated
MODEL6762427183	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	23	37	0	0	23	0	18	5	0	10	R16	2010-01-26	non_curated
MODEL6929313478	2	0	0	0	0	0	0	0	0	0	32	32	L2V3	34	5	46	32	2	0	2	0	28	4	R16	2010-01-26	non_curated
MODEL6960055446	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	48	87	0	0	48	0	33	15	0	4	R16	2010-01-26	non_curated
MODEL6962035527	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	89	168	0	0	89	0	74	15	0	12	R16	2010-01-26	non_curated
MODEL6963432821	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	26	45	0	0	26	0	19	7	0	9	R16	2010-01-26	non_curated
MODEL7434234848	3	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	264	0	0	0	0	255	0	R16	2010-01-26	non_curated
MODEL7519354389	1	0	0	0	0	0	0	0	0	0	56	56	L2V3	62	87	0	56	6	0	4	2	50	1	R16	2010-01-26	non_curated
MODEL7743212613	2	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	41	0	8	0	0	0	0	10	0	R16	2010-01-26	non_curated
MODEL7743315447	2	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	40	0	10	0	0	0	0	12	0	R16	2010-01-26	non_curated
MODEL7743358405	2	0	0	0	0	0	0	0	0	0	12	12	L2V1	12	37	0	12	0	0	0	0	14	0	R16	2010-01-26	non_curated
MODEL7743444866	2	0	1	1	1	3	0	1	0	0	24	24	L2V1	27	100	0	24	0	0	0	0	24	0	R16	2010-01-26	non_curated
MODEL7743528808	2	0	1	1	1	3	0	1	0	0	29	29	L2V1	32	100	0	29	0	0	0	0	29	0	R16	2010-01-26	non_curated
MODEL7743576806	2	0	1	1	1	3	0	1	0	0	33	33	L2V1	36	100	0	33	0	0	0	0	34	0	R16	2010-01-26	non_curated
MODEL7743608569	2	0	1	1	1	3	0	1	0	0	41	41	L2V1	44	95	0	41	0	0	0	0	43	0	R16	2010-01-26	non_curated
MODEL7743631122	2	0	1	1	1	3	0	1	0	0	53	53	L2V1	56	90	0	53	0	0	0	0	54	0	R16	2010-01-26	non_curated
MODEL7814665196	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	102	188	0	0	102	0	67	35	0	23	R16	2010-01-26	non_curated
MODEL7817907010	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	38	100	0	0	38	0	29	9	0	15	R16	2010-01-26	non_curated
MODEL7888000034	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	37	70	0	0	37	0	20	17	0	4	R16	2010-01-26	non_curated
MODEL7889395724	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	26	48	0	0	26	0	18	8	0	13	R16	2010-01-26	non_curated
MODEL7889980156	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	94	166	0	0	94	0	83	11	0	20	R16	2010-01-26	non_curated
MODEL7891585309	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	16	49	0	0	16	0	12	4	0	6	R16	2010-01-26	non_curated
MODEL7893871775	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	138	250	0	0	138	0	116	22	0	20	R16	2010-01-26	non_curated
MODEL7896869925	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	9	31	0	0	9	0	4	5	0	8	R16	2010-01-26	non_curated
