time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	RATP	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	Vmax_RATP	atp_tot	bounds__lb_EX_adp_fba	bounds__lb_EX_atp_fba	bounds__lb_EX_glc_fba	bounds__lb_EX_pyr_fba	bounds__ub_EX_adp_fba	bounds__ub_EX_atp_fba	bounds__ub_EX_glc_fba	bounds__ub_EX_pyr_fba	c3_tot	dt	fba__ub_R3	fba__ub_default	fba__zero	k_RATP	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	-1.0	1.0	-0.5	1.0	0.9523809523809523	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-10.0	-20.0	-50.0	-0.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.1	0.9952435118404866	2.004756488159513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95	0.1	-1.0	1.0	-0.5	1.0	0.9524885655121822	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999996	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.952435118404866	-20.047564881595125	-49.5	-1.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.2	0.990499685887323	2.0095003141126773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8999999999999995	0.2	-1.0	1.0	-0.5	1.0	0.9525954088126963	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	9.999999999999998	0.1	1.0	1000.0	0.0	0.1	-9.90499685887323	-20.09500314112677	-48.99999999999999	-2.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.30000000000000004	0.9857665012358403	2.01423349876416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.85	0.3000000000000001	-1.0	1.0	-0.5	1.0	0.9527015345947109	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.857665012358403	-20.1423349876416	-48.49999999999999	-3.000000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.4	0.9810438861570264	2.018956113842975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.4000000000000001	-1.0	1.0	-0.5	1.0	0.9528069508628764	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000013	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.810438861570264	-20.189561138429745	-47.99999999999999	-4.000000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.5	0.9763317699008899	2.0236682300991116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75	0.5	-1.0	1.0	-0.5	1.0	0.9529116654933746	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000013	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.763317699008898	-20.236682300991113	-47.5	-5.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.6000000000000001	0.9716300825761557	2.0283699174238463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7	0.6	-1.0	1.0	-0.5	1.0	0.9530156862388663	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000018	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.716300825761556	-20.28369917423846	-47.0	-5.999999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.7000000000000001	0.966938755100229	2.033061244899773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.6999999999999998	-1.0	1.0	-0.5	1.0	0.9531190207317751	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000018	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.66938755100229	-20.330612448997726	-46.5	-6.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.8	0.9622577191706854	2.037742280829317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	0.7999999999999998	-1.0	1.0	-0.5	1.0	0.9532216764870244	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000002	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.622577191706853	-20.37742280829317	-45.99999999999999	-7.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.9	0.9575869072452597	2.0424130927547433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55	0.8999999999999998	-1.0	1.0	-0.5	1.0	0.9533236609045276	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000003	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.575869072452598	-20.42413092754743	-45.49999999999999	-8.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
