time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
0.0	90.0	10.0	280.0	10.0	10.0	280.0	10.0	10.0
15.0	81.0	19.0	284.0	9.0	7.0	281.0	9.0	10.0
30.0	65.0	35.0	281.0	11.0	8.0	278.0	13.0	9.0
45.0	60.0	40.0	268.0	20.0	12.0	280.0	10.0	10.0
60.0	53.0	47.0	262.0	24.0	14.0	281.0	8.0	11.0
75.0	42.0	58.0	259.0	25.0	16.0	280.0	12.0	8.0
90.0	31.0	69.0	251.0	23.0	26.0	276.0	14.0	10.0
105.0	12.0	88.0	239.0	29.0	32.0	273.0	18.0	9.0
120.0	5.0	95.0	221.0	36.0	43.0	263.0	23.0	14.0
135.0	2.0	98.0	203.0	33.0	64.0	249.0	28.0	23.0
150.0	4.0	96.0	187.0	35.0	78.0	233.0	33.0	34.0
165.0	5.0	95.0	159.0	58.0	83.0	211.0	38.0	51.0
180.0	5.0	95.0	131.0	69.0	100.0	177.0	59.0	64.0
195.0	8.0	92.0	107.0	74.0	119.0	142.0	74.0	84.0
210.0	10.0	90.0	99.0	70.0	131.0	103.0	83.0	114.0
225.0	12.0	88.0	93.0	52.0	155.0	57.0	80.0	163.0
240.0	12.0	88.0	79.0	49.0	172.0	35.0	54.0	211.0
255.0	11.0	89.0	64.0	49.0	187.0	3.0	46.0	251.0
270.0	13.0	87.0	47.0	54.0	199.0	0.0	15.0	285.0
285.0	14.0	86.0	26.0	54.0	220.0	0.0	3.0	297.0
300.0	18.0	82.0	12.0	50.0	238.0	0.0	1.0	299.0
315.0	21.0	79.0	12.0	32.0	256.0	0.0	0.0	300.0
330.0	25.0	75.0	11.0	18.0	271.0	0.0	2.0	298.0
345.0	27.0	73.0	4.0	21.0	275.0	0.0	1.0	299.0
360.0	28.0	72.0	9.0	11.0	280.0	0.0	1.0	299.0
375.0	33.0	67.0	4.0	11.0	285.0	0.0	2.0	298.0
390.0	34.0	66.0	6.0	9.0	285.0	0.0	0.0	300.0
405.0	36.0	64.0	4.0	11.0	285.0	0.0	4.0	296.0
420.0	38.0	62.0	4.0	16.0	280.0	0.0	2.0	298.0
435.0	39.0	61.0	5.0	9.0	286.0	0.0	2.0	298.0
450.0	36.0	64.0	2.0	7.0	291.0	0.0	0.0	300.0
465.0	39.0	61.0	4.0	5.0	291.0	0.0	0.0	300.0
480.0	41.0	59.0	5.0	6.0	289.0	0.0	2.0	298.0
495.0	44.0	56.0	6.0	11.0	283.0	0.0	0.0	300.0
510.0	46.0	54.0	6.0	18.0	276.0	0.0	1.0	299.0
525.0	47.0	53.0	6.0	14.0	280.0	0.0	1.0	299.0
540.0	47.0	53.0	3.0	17.0	280.0	0.0	1.0	299.0
555.0	51.0	49.0	5.0	15.0	280.0	0.0	1.0	299.0
570.0	53.0	47.0	4.0	12.0	284.0	0.0	0.0	300.0
585.0	53.0	47.0	6.0	12.0	282.0	0.0	0.0	300.0
600.0	54.0	46.0	10.0	12.0	278.0	0.0	1.0	299.0
615.0	54.0	46.0	10.0	19.0	271.0	0.0	2.0	298.0
630.0	56.0	44.0	6.0	28.0	266.0	1.0	0.0	299.0
645.0	64.0	36.0	4.0	27.0	269.0	0.0	2.0	298.0
660.0	63.0	37.0	4.0	30.0	266.0	0.0	1.0	299.0
675.0	66.0	34.0	7.0	28.0	265.0	1.0	0.0	299.0
690.0	70.0	30.0	6.0	31.0	263.0	0.0	0.0	300.0
705.0	71.0	29.0	10.0	29.0	261.0	0.0	0.0	300.0
720.0	70.0	30.0	12.0	38.0	250.0	1.0	0.0	299.0
735.0	71.0	29.0	19.0	27.0	254.0	0.0	0.0	300.0
750.0	76.0	24.0	17.0	32.0	251.0	0.0	0.0	300.0
765.0	78.0	22.0	20.0	38.0	242.0	0.0	3.0	297.0
780.0	77.0	23.0	17.0	44.0	239.0	0.0	1.0	299.0
795.0	79.0	21.0	26.0	38.0	236.0	0.0	0.0	300.0
810.0	83.0	17.0	24.0	40.0	236.0	0.0	1.0	299.0
825.0	86.0	14.0	27.0	43.0	230.0	0.0	0.0	300.0
840.0	87.0	13.0	33.0	44.0	223.0	0.0	0.0	300.0
855.0	90.0	10.0	43.0	41.0	216.0	1.0	1.0	298.0
870.0	93.0	7.0	48.0	49.0	203.0	0.0	1.0	299.0
885.0	94.0	6.0	53.0	55.0	192.0	0.0	1.0	299.0
900.0	93.0	7.0	60.0	57.0	183.0	0.0	2.0	298.0
915.0	95.0	5.0	68.0	61.0	171.0	0.0	2.0	298.0
930.0	93.0	7.0	75.0	64.0	161.0	0.0	3.0	297.0
945.0	91.0	9.0	83.0	60.0	157.0	0.0	4.0	296.0
960.0	91.0	9.0	96.0	57.0	147.0	0.0	3.0	297.0
975.0	91.0	9.0	104.0	48.0	148.0	0.0	0.0	300.0
990.0	90.0	10.0	109.0	47.0	144.0	0.0	1.0	299.0
1005.0	89.0	11.0	112.0	54.0	134.0	0.0	3.0	297.0
1020.0	90.0	10.0	111.0	58.0	131.0	1.0	3.0	296.0
1035.0	94.0	6.0	117.0	55.0	128.0	0.0	2.0	298.0
1050.0	94.0	6.0	126.0	57.0	117.0	0.0	1.0	299.0
1065.0	92.0	8.0	131.0	58.0	111.0	0.0	3.0	297.0
1080.0	94.0	6.0	136.0	64.0	100.0	1.0	3.0	296.0
1095.0	95.0	5.0	144.0	65.0	91.0	0.0	0.0	300.0
1110.0	96.0	4.0	156.0	56.0	88.0	2.0	3.0	295.0
1125.0	97.0	3.0	163.0	57.0	80.0	0.0	3.0	297.0
1140.0	98.0	2.0	169.0	57.0	74.0	0.0	2.0	298.0
1155.0	99.0	1.0	178.0	57.0	65.0	0.0	3.0	297.0
1170.0	99.0	1.0	186.0	55.0	59.0	0.0	8.0	292.0
1185.0	97.0	3.0	197.0	52.0	51.0	4.0	12.0	284.0
1200.0	98.0	2.0	210.0	49.0	41.0	6.0	12.0	282.0
1215.0	98.0	2.0	222.0	43.0	35.0	8.0	12.0	280.0
1230.0	94.0	6.0	231.0	41.0	28.0	6.0	9.0	285.0
1245.0	95.0	5.0	240.0	36.0	24.0	7.0	14.0	279.0
1260.0	96.0	4.0	245.0	34.0	21.0	10.0	16.0	274.0
1275.0	99.0	1.0	258.0	26.0	16.0	8.0	20.0	272.0
1290.0	100.0	0.0	264.0	23.0	13.0	13.0	24.0	263.0
1305.0	97.0	3.0	273.0	19.0	8.0	15.0	31.0	254.0
1320.0	96.0	4.0	275.0	21.0	4.0	19.0	33.0	248.0
1335.0	96.0	4.0	280.0	16.0	4.0	22.0	36.0	242.0
1350.0	96.0	4.0	286.0	11.0	3.0	23.0	42.0	235.0
1365.0	95.0	5.0	288.0	10.0	2.0	25.0	49.0	226.0
1380.0	95.0	5.0	291.0	9.0	0.0	33.0	50.0	217.0
1395.0	97.0	3.0	292.0	7.0	1.0	36.0	55.0	209.0
1410.0	97.0	3.0	296.0	1.0	3.0	43.0	49.0	208.0
1425.0	97.0	3.0	294.0	4.0	2.0	47.0	48.0	205.0
1440.0	95.0	5.0	296.0	4.0	0.0	55.0	43.0	202.0
1455.0	91.0	9.0	295.0	4.0	1.0	60.0	49.0	191.0
1470.0	94.0	6.0	295.0	3.0	2.0	66.0	57.0	177.0
1485.0	95.0	5.0	294.0	4.0	2.0	72.0	54.0	174.0
1500.0	94.0	6.0	295.0	4.0	1.0	80.0	55.0	165.0
1515.0	97.0	3.0	294.0	5.0	1.0	83.0	61.0	156.0
1530.0	94.0	6.0	295.0	4.0	1.0	91.0	64.0	145.0
1545.0	95.0	5.0	295.0	5.0	0.0	97.0	63.0	140.0
1560.0	96.0	4.0	293.0	7.0	0.0	101.0	65.0	134.0
1575.0	97.0	3.0	296.0	4.0	0.0	111.0	68.0	121.0
1590.0	94.0	6.0	294.0	5.0	1.0	114.0	71.0	115.0
1605.0	94.0	6.0	292.0	7.0	1.0	121.0	70.0	109.0
1620.0	96.0	4.0	292.0	5.0	3.0	125.0	75.0	100.0
1635.0	93.0	7.0	295.0	3.0	2.0	130.0	75.0	95.0
1650.0	93.0	7.0	295.0	5.0	0.0	134.0	79.0	87.0
1665.0	86.0	14.0	293.0	4.0	3.0	137.0	81.0	82.0
1680.0	82.0	18.0	286.0	12.0	2.0	141.0	80.0	79.0
1695.0	79.0	21.0	286.0	12.0	2.0	147.0	77.0	76.0
1710.0	76.0	24.0	276.0	20.0	4.0	155.0	74.0	71.0
1725.0	78.0	22.0	269.0	24.0	7.0	159.0	68.0	73.0
1740.0	75.0	25.0	273.0	19.0	8.0	161.0	67.0	72.0
1755.0	73.0	27.0	267.0	23.0	10.0	167.0	61.0	72.0
1770.0	71.0	29.0	269.0	17.0	14.0	169.0	63.0	68.0
1785.0	71.0	29.0	267.0	20.0	13.0	173.0	61.0	66.0
1800.0	69.0	31.0	272.0	15.0	13.0	174.0	63.0	63.0
1815.0	71.0	29.0	268.0	17.0	15.0	175.0	63.0	62.0
1830.0	72.0	28.0	261.0	21.0	18.0	174.0	64.0	62.0
1845.0	73.0	27.0	255.0	26.0	19.0	177.0	65.0	58.0
1860.0	71.0	29.0	254.0	21.0	25.0	174.0	73.0	53.0
1875.0	68.0	32.0	248.0	27.0	25.0	172.0	66.0	62.0
1890.0	71.0	29.0	246.0	30.0	24.0	168.0	74.0	58.0
1905.0	68.0	32.0	240.0	34.0	26.0	167.0	74.0	59.0
1920.0	66.0	34.0	242.0	32.0	26.0	168.0	73.0	59.0
1935.0	59.0	41.0	236.0	40.0	24.0	163.0	79.0	58.0
1950.0	54.0	46.0	228.0	43.0	29.0	154.0	90.0	56.0
1965.0	54.0	46.0	223.0	47.0	30.0	147.0	97.0	56.0
1980.0	48.0	52.0	215.0	39.0	46.0	140.0	92.0	68.0
1995.0	48.0	52.0	208.0	39.0	53.0	129.0	96.0	75.0
2010.0	48.0	52.0	193.0	48.0	59.0	109.0	104.0	87.0
2025.0	50.0	50.0	178.0	50.0	72.0	103.0	93.0	104.0
2040.0	55.0	45.0	162.0	61.0	77.0	87.0	90.0	123.0
2055.0	58.0	42.0	154.0	61.0	85.0	63.0	96.0	141.0
2070.0	59.0	41.0	150.0	58.0	92.0	47.0	100.0	153.0
2085.0	57.0	43.0	150.0	52.0	98.0	33.0	93.0	174.0
2100.0	57.0	43.0	148.0	44.0	108.0	9.0	86.0	205.0
2115.0	63.0	37.0	140.0	55.0	105.0	7.0	53.0	240.0
2130.0	68.0	32.0	140.0	50.0	110.0	3.0	41.0	256.0
2145.0	65.0	35.0	139.0	55.0	106.0	1.0	16.0	283.0
2160.0	68.0	32.0	134.0	64.0	102.0	2.0	5.0	293.0
2175.0	72.0	28.0	138.0	61.0	101.0	0.0	9.0	291.0
2190.0	73.0	27.0	141.0	58.0	101.0	1.0	5.0	294.0
2205.0	75.0	25.0	146.0	55.0	99.0	3.0	4.0	293.0
2220.0	74.0	26.0	146.0	62.0	92.0	1.0	5.0	294.0
2235.0	77.0	23.0	148.0	60.0	92.0	0.0	3.0	297.0
2250.0	80.0	20.0	152.0	63.0	85.0	0.0	6.0	294.0
2265.0	81.0	19.0	154.0	69.0	77.0	0.0	4.0	296.0
2280.0	84.0	16.0	154.0	80.0	66.0	0.0	4.0	296.0
2295.0	83.0	17.0	159.0	79.0	62.0	1.0	5.0	294.0
2310.0	86.0	14.0	166.0	77.0	57.0	1.0	3.0	296.0
2325.0	90.0	10.0	171.0	77.0	52.0	0.0	9.0	291.0
2340.0	90.0	10.0	186.0	62.0	52.0	4.0	5.0	291.0
2355.0	91.0	9.0	191.0	59.0	50.0	4.0	5.0	291.0
2370.0	91.0	9.0	199.0	54.0	47.0	3.0	10.0	287.0
2385.0	91.0	9.0	209.0	53.0	38.0	4.0	6.0	290.0
2400.0	91.0	9.0	218.0	44.0	38.0	2.0	5.0	293.0
2415.0	89.0	11.0	221.0	44.0	35.0	1.0	7.0	292.0
2430.0	89.0	11.0	227.0	42.0	31.0	6.0	7.0	287.0
2445.0	88.0	12.0	231.0	43.0	26.0	7.0	7.0	286.0
2460.0	89.0	11.0	233.0	48.0	19.0	7.0	11.0	282.0
2475.0	89.0	11.0	240.0	46.0	14.0	7.0	20.0	273.0
2490.0	88.0	12.0	244.0	43.0	13.0	10.0	22.0	268.0
2505.0	92.0	8.0	251.0	39.0	10.0	11.0	26.0	263.0
2520.0	92.0	8.0	255.0	35.0	10.0	12.0	24.0	264.0
2535.0	93.0	7.0	261.0	29.0	10.0	20.0	21.0	259.0
2550.0	94.0	6.0	263.0	30.0	7.0	23.0	20.0	257.0
2565.0	94.0	6.0	268.0	27.0	5.0	30.0	18.0	252.0
2580.0	89.0	11.0	273.0	26.0	1.0	33.0	22.0	245.0
2595.0	89.0	11.0	281.0	16.0	3.0	34.0	27.0	239.0
2610.0	91.0	9.0	283.0	14.0	3.0	42.0	24.0	234.0
2625.0	88.0	12.0	283.0	14.0	3.0	45.0	25.0	230.0
2640.0	87.0	13.0	281.0	17.0	2.0	52.0	20.0	228.0
2655.0	87.0	13.0	282.0	14.0	4.0	54.0	26.0	220.0
2670.0	91.0	9.0	281.0	18.0	1.0	56.0	33.0	211.0
2685.0	94.0	6.0	283.0	13.0	4.0	59.0	35.0	206.0
2700.0	92.0	8.0	288.0	11.0	1.0	65.0	35.0	200.0
2715.0	92.0	8.0	287.0	10.0	3.0	70.0	34.0	196.0
2730.0	93.0	7.0	289.0	8.0	3.0	76.0	32.0	192.0
2745.0	93.0	7.0	290.0	9.0	1.0	82.0	35.0	183.0
2760.0	92.0	8.0	295.0	3.0	2.0	88.0	39.0	173.0
2775.0	95.0	5.0	293.0	7.0	0.0	95.0	36.0	169.0
2790.0	94.0	6.0	294.0	6.0	0.0	100.0	34.0	166.0
2805.0	94.0	6.0	295.0	5.0	0.0	104.0	37.0	159.0
2820.0	91.0	9.0	296.0	4.0	0.0	112.0	34.0	154.0
2835.0	94.0	6.0	298.0	2.0	0.0	122.0	32.0	146.0
2850.0	95.0	5.0	299.0	1.0	0.0	126.0	32.0	142.0
2865.0	93.0	7.0	298.0	2.0	0.0	131.0	34.0	135.0
2880.0	95.0	5.0	297.0	2.0	1.0	137.0	32.0	131.0
2895.0	95.0	5.0	297.0	3.0	0.0	139.0	35.0	126.0
2910.0	93.0	7.0	299.0	1.0	0.0	147.0	33.0	120.0
2925.0	94.0	6.0	296.0	4.0	0.0	150.0	39.0	111.0
2940.0	94.0	6.0	298.0	1.0	1.0	155.0	41.0	104.0
2955.0	91.0	9.0	296.0	3.0	1.0	159.0	41.0	100.0
2970.0	88.0	12.0	296.0	4.0	0.0	167.0	40.0	93.0
2985.0	87.0	13.0	292.0	8.0	0.0	170.0	43.0	87.0
3000.0	86.0	14.0	294.0	5.0	1.0	174.0	45.0	81.0
