time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
480.0	71.0	29.0	14.0	31.0	255.0	0.0	1.0	299.0
495.0	73.0	27.0	21.0	34.0	245.0	0.0	2.0	298.0
510.0	73.0	27.0	21.0	34.0	245.0	0.0	0.0	300.0
525.0	73.0	27.0	22.0	38.0	240.0	0.0	0.0	300.0
540.0	76.0	24.0	32.0	32.0	236.0	0.0	0.0	300.0
555.0	83.0	17.0	34.0	34.0	232.0	0.0	2.0	298.0
570.0	86.0	14.0	34.0	36.0	230.0	0.0	3.0	297.0
585.0	86.0	14.0	44.0	26.0	230.0	1.0	1.0	298.0
600.0	86.0	14.0	49.0	25.0	226.0	0.0	0.0	300.0
615.0	86.0	14.0	56.0	28.0	216.0	0.0	2.0	298.0
630.0	87.0	13.0	55.0	31.0	214.0	0.0	2.0	298.0
645.0	90.0	10.0	63.0	32.0	205.0	0.0	1.0	299.0
660.0	91.0	9.0	68.0	35.0	197.0	0.0	1.0	299.0
675.0	91.0	9.0	68.0	44.0	188.0	0.0	5.0	295.0
690.0	91.0	9.0	72.0	53.0	175.0	0.0	0.0	300.0
705.0	93.0	7.0	80.0	51.0	169.0	0.0	2.0	298.0
720.0	93.0	7.0	86.0	51.0	163.0	0.0	0.0	300.0
735.0	95.0	5.0	89.0	50.0	161.0	1.0	3.0	296.0
750.0	96.0	4.0	97.0	54.0	149.0	0.0	5.0	295.0
765.0	97.0	3.0	104.0	54.0	142.0	1.0	4.0	295.0
780.0	98.0	2.0	112.0	62.0	126.0	0.0	2.0	298.0
795.0	99.0	1.0	123.0	70.0	107.0	1.0	3.0	296.0
810.0	100.0	0.0	130.0	75.0	95.0	1.0	2.0	297.0
825.0	99.0	1.0	139.0	75.0	86.0	2.0	4.0	294.0
840.0	98.0	2.0	149.0	73.0	78.0	1.0	5.0	294.0
855.0	99.0	1.0	161.0	73.0	66.0	0.0	3.0	297.0
870.0	100.0	0.0	167.0	80.0	53.0	2.0	1.0	297.0
885.0	96.0	4.0	174.0	85.0	41.0	3.0	5.0	292.0
900.0	96.0	4.0	190.0	73.0	37.0	0.0	7.0	293.0
915.0	98.0	2.0	198.0	68.0	34.0	1.0	7.0	292.0
930.0	97.0	3.0	201.0	75.0	24.0	2.0	8.0	290.0
945.0	95.0	5.0	207.0	72.0	21.0	2.0	11.0	287.0
960.0	95.0	5.0	215.0	67.0	18.0	2.0	11.0	287.0
975.0	95.0	5.0	223.0	65.0	12.0	5.0	12.0	283.0
990.0	93.0	7.0	234.0	56.0	10.0	7.0	14.0	279.0
1005.0	95.0	5.0	233.0	55.0	12.0	11.0	13.0	276.0
1020.0	95.0	5.0	238.0	52.0	10.0	11.0	20.0	269.0
1035.0	94.0	6.0	245.0	49.0	6.0	13.0	22.0	265.0
1050.0	94.0	6.0	249.0	47.0	4.0	17.0	24.0	259.0
1065.0	94.0	6.0	255.0	40.0	5.0	20.0	26.0	254.0
1080.0	96.0	4.0	260.0	36.0	4.0	24.0	30.0	246.0
1095.0	95.0	5.0	269.0	28.0	3.0	28.0	31.0	241.0
1110.0	97.0	3.0	278.0	19.0	3.0	30.0	37.0	233.0
1125.0	95.0	5.0	282.0	16.0	2.0	34.0	37.0	229.0
1140.0	94.0	6.0	288.0	12.0	0.0	40.0	38.0	222.0
1155.0	94.0	6.0	290.0	9.0	1.0	45.0	39.0	216.0
1170.0	94.0	6.0	291.0	8.0	1.0	50.0	39.0	211.0
1185.0	95.0	5.0	297.0	2.0	1.0	56.0	37.0	207.0
1200.0	95.0	5.0	296.0	3.0	1.0	61.0	41.0	198.0
1215.0	93.0	7.0	295.0	3.0	2.0	69.0	38.0	193.0
1230.0	96.0	4.0	294.0	6.0	0.0	71.0	42.0	187.0
1245.0	95.0	5.0	292.0	8.0	0.0	80.0	41.0	179.0
1260.0	94.0	6.0	295.0	4.0	1.0	91.0	33.0	176.0
1275.0	92.0	8.0	295.0	5.0	0.0	99.0	32.0	169.0
1290.0	94.0	6.0	295.0	4.0	1.0	107.0	31.0	162.0
1305.0	94.0	6.0	295.0	4.0	1.0	113.0	32.0	155.0
1320.0	96.0	4.0	297.0	0.0	3.0	120.0	29.0	151.0
1335.0	92.0	8.0	295.0	3.0	2.0	127.0	28.0	145.0
1350.0	94.0	6.0	295.0	5.0	0.0	130.0	30.0	140.0
1365.0	90.0	10.0	297.0	3.0	0.0	135.0	36.0	129.0
1380.0	88.0	12.0	296.0	3.0	1.0	139.0	39.0	122.0
1395.0	89.0	11.0	295.0	4.0	1.0	143.0	45.0	112.0
1410.0	86.0	14.0	294.0	5.0	1.0	151.0	46.0	103.0
1425.0	84.0	16.0	287.0	10.0	3.0	154.0	49.0	97.0
1440.0	85.0	15.0	289.0	9.0	2.0	163.0	45.0	92.0
1455.0	87.0	13.0	292.0	7.0	1.0	167.0	45.0	88.0
1470.0	88.0	12.0	289.0	11.0	0.0	175.0	40.0	85.0
1485.0	85.0	15.0	289.0	11.0	0.0	184.0	36.0	80.0
1500.0	80.0	20.0	289.0	8.0	3.0	194.0	32.0	74.0
1515.0	81.0	19.0	287.0	13.0	0.0	196.0	38.0	66.0
1530.0	80.0	20.0	282.0	16.0	2.0	197.0	40.0	63.0
1545.0	79.0	21.0	282.0	15.0	3.0	201.0	43.0	56.0
1560.0	76.0	24.0	274.0	19.0	7.0	199.0	46.0	55.0
1575.0	73.0	27.0	270.0	22.0	8.0	208.0	40.0	52.0
1590.0	69.0	31.0	264.0	27.0	9.0	213.0	37.0	50.0
1605.0	64.0	36.0	260.0	29.0	11.0	213.0	37.0	50.0
1620.0	60.0	40.0	254.0	27.0	19.0	215.0	38.0	47.0
1635.0	57.0	43.0	246.0	20.0	34.0	207.0	41.0	52.0
1650.0	56.0	44.0	232.0	33.0	35.0	209.0	32.0	59.0
1665.0	50.0	50.0	227.0	32.0	41.0	203.0	39.0	58.0
1680.0	44.0	56.0	220.0	29.0	51.0	188.0	45.0	67.0
1695.0	43.0	57.0	212.0	36.0	52.0	177.0	47.0	76.0
1710.0	44.0	56.0	193.0	48.0	59.0	161.0	53.0	86.0
1725.0	46.0	54.0	180.0	49.0	71.0	149.0	57.0	94.0
1740.0	45.0	55.0	169.0	53.0	78.0	122.0	64.0	114.0
1755.0	45.0	55.0	153.0	61.0	86.0	99.0	73.0	128.0
1770.0	49.0	51.0	146.0	61.0	93.0	65.0	91.0	144.0
1785.0	50.0	50.0	137.0	69.0	94.0	39.0	91.0	170.0
1800.0	50.0	50.0	132.0	68.0	100.0	25.0	80.0	195.0
1815.0	51.0	49.0	122.0	71.0	107.0	4.0	79.0	217.0
1830.0	53.0	47.0	111.0	72.0	117.0	2.0	61.0	237.0
1845.0	57.0	43.0	96.0	79.0	125.0	3.0	28.0	269.0
1860.0	62.0	38.0	89.0	79.0	132.0	1.0	10.0	289.0
1875.0	62.0	38.0	90.0	82.0	128.0	0.0	4.0	296.0
1890.0	63.0	37.0	87.0	84.0	129.0	1.0	4.0	295.0
1905.0	64.0	36.0	80.0	91.0	129.0	1.0	2.0	297.0
1920.0	67.0	33.0	80.0	84.0	136.0	1.0	3.0	296.0
1935.0	67.0	33.0	63.0	102.0	135.0	0.0	1.0	299.0
1950.0	67.0	33.0	71.0	93.0	136.0	0.0	4.0	296.0
1965.0	67.0	33.0	72.0	98.0	130.0	1.0	4.0	295.0
1980.0	71.0	29.0	74.0	104.0	122.0	0.0	6.0	294.0
1995.0	73.0	27.0	80.0	100.0	120.0	1.0	5.0	294.0
2010.0	74.0	26.0	85.0	94.0	121.0	0.0	2.0	298.0
2025.0	74.0	26.0	89.0	91.0	120.0	0.0	2.0	298.0
2040.0	74.0	26.0	86.0	98.0	116.0	0.0	3.0	297.0
2055.0	76.0	24.0	86.0	100.0	114.0	1.0	4.0	295.0
2070.0	81.0	19.0	88.0	104.0	108.0	2.0	3.0	295.0
2085.0	83.0	17.0	104.0	95.0	101.0	0.0	3.0	297.0
2100.0	86.0	14.0	107.0	97.0	96.0	0.0	2.0	298.0
2115.0	89.0	11.0	110.0	99.0	91.0	2.0	4.0	294.0
2130.0	89.0	11.0	110.0	107.0	83.0	1.0	5.0	294.0
2145.0	91.0	9.0	116.0	112.0	72.0	1.0	4.0	295.0
2160.0	92.0	8.0	123.0	115.0	62.0	2.0	3.0	295.0
2175.0	92.0	8.0	132.0	108.0	60.0	1.0	4.0	295.0
2190.0	92.0	8.0	142.0	106.0	52.0	1.0	7.0	292.0
2205.0	92.0	8.0	151.0	104.0	45.0	1.0	10.0	289.0
2220.0	92.0	8.0	160.0	98.0	42.0	3.0	7.0	290.0
2235.0	94.0	6.0	167.0	98.0	35.0	4.0	10.0	286.0
2250.0	95.0	5.0	175.0	100.0	25.0	9.0	8.0	283.0
2265.0	95.0	5.0	183.0	93.0	24.0	10.0	19.0	271.0
2280.0	94.0	6.0	186.0	91.0	23.0	15.0	15.0	270.0
2295.0	92.0	8.0	195.0	87.0	18.0	16.0	19.0	265.0
2310.0	91.0	9.0	202.0	80.0	18.0	20.0	20.0	260.0
2325.0	93.0	7.0	211.0	73.0	16.0	22.0	19.0	259.0
2340.0	89.0	11.0	210.0	76.0	14.0	21.0	28.0	251.0
2355.0	89.0	11.0	223.0	67.0	10.0	23.0	30.0	247.0
2370.0	90.0	10.0	226.0	61.0	13.0	26.0	37.0	237.0
2385.0	91.0	9.0	229.0	62.0	9.0	27.0	35.0	238.0
2400.0	89.0	11.0	232.0	58.0	10.0	29.0	40.0	231.0
2415.0	90.0	10.0	228.0	62.0	10.0	35.0	38.0	227.0
2430.0	92.0	8.0	234.0	58.0	8.0	39.0	35.0	226.0
2445.0	93.0	7.0	233.0	56.0	11.0	42.0	38.0	220.0
2460.0	95.0	5.0	236.0	59.0	5.0	44.0	38.0	218.0
2475.0	94.0	6.0	244.0	51.0	5.0	44.0	45.0	211.0
2490.0	92.0	8.0	249.0	45.0	6.0	45.0	51.0	204.0
2505.0	93.0	7.0	256.0	37.0	7.0	48.0	54.0	198.0
2520.0	97.0	3.0	266.0	27.0	7.0	52.0	56.0	192.0
2535.0	97.0	3.0	274.0	22.0	4.0	58.0	53.0	189.0
2550.0	96.0	4.0	277.0	20.0	3.0	60.0	62.0	178.0
2565.0	95.0	5.0	283.0	14.0	3.0	62.0	69.0	169.0
2580.0	96.0	4.0	287.0	12.0	1.0	68.0	68.0	164.0
2595.0	99.0	1.0	288.0	12.0	0.0	73.0	73.0	154.0
2610.0	98.0	2.0	293.0	7.0	0.0	80.0	76.0	144.0
2625.0	94.0	6.0	295.0	5.0	0.0	82.0	80.0	138.0
2640.0	93.0	7.0	298.0	2.0	0.0	89.0	85.0	126.0
2655.0	92.0	8.0	299.0	1.0	0.0	95.0	85.0	120.0
2670.0	91.0	9.0	299.0	1.0	0.0	100.0	85.0	115.0
2685.0	90.0	10.0	298.0	2.0	0.0	105.0	89.0	106.0
2700.0	93.0	7.0	298.0	2.0	0.0	110.0	93.0	97.0
2715.0	92.0	8.0	296.0	4.0	0.0	119.0	91.0	90.0
2730.0	88.0	12.0	294.0	6.0	0.0	121.0	96.0	83.0
2745.0	86.0	14.0	290.0	9.0	1.0	133.0	91.0	76.0
2760.0	83.0	17.0	290.0	8.0	2.0	139.0	88.0	73.0
2775.0	84.0	16.0	290.0	7.0	3.0	141.0	93.0	66.0
2790.0	81.0	19.0	279.0	15.0	6.0	140.0	96.0	64.0
2805.0	81.0	19.0	282.0	12.0	6.0	147.0	89.0	64.0
2820.0	81.0	19.0	281.0	9.0	10.0	147.0	93.0	60.0
2835.0	78.0	22.0	267.0	23.0	10.0	147.0	94.0	59.0
2850.0	78.0	22.0	265.0	26.0	9.0	151.0	93.0	56.0
2865.0	78.0	22.0	269.0	23.0	8.0	160.0	81.0	59.0
2880.0	81.0	19.0	266.0	22.0	12.0	162.0	78.0	60.0
2895.0	74.0	26.0	263.0	26.0	11.0	165.0	80.0	55.0
2910.0	72.0	28.0	254.0	27.0	19.0	160.0	80.0	60.0
2925.0	74.0	26.0	258.0	23.0	19.0	159.0	81.0	60.0
2940.0	75.0	25.0	253.0	27.0	20.0	154.0	85.0	61.0
2955.0	73.0	27.0	253.0	25.0	22.0	150.0	84.0	66.0
2970.0	70.0	30.0	253.0	26.0	21.0	158.0	77.0	65.0
2985.0	68.0	32.0	249.0	22.0	29.0	156.0	76.0	68.0
3000.0	64.0	36.0	251.0	23.0	26.0	147.0	81.0	72.0
