time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
0.0	90.0	10.0	280.0	10.0	10.0	280.0	10.0	10.0
15.0	76.0	24.0	281.0	12.0	7.0	279.0	13.0	8.0
30.0	75.0	25.0	279.0	13.0	8.0	281.0	11.0	8.0
45.0	59.0	41.0	274.0	14.0	12.0	278.0	12.0	10.0
60.0	42.0	58.0	262.0	23.0	15.0	274.0	17.0	9.0
75.0	38.0	62.0	250.0	26.0	24.0	275.0	16.0	9.0
90.0	32.0	68.0	237.0	27.0	36.0	275.0	15.0	10.0
105.0	19.0	81.0	221.0	33.0	46.0	267.0	22.0	11.0
120.0	9.0	91.0	198.0	49.0	53.0	258.0	27.0	15.0
135.0	9.0	91.0	178.0	48.0	74.0	237.0	32.0	31.0
150.0	7.0	93.0	159.0	47.0	94.0	218.0	41.0	41.0
165.0	7.0	93.0	136.0	56.0	108.0	189.0	46.0	65.0
180.0	8.0	92.0	116.0	61.0	123.0	158.0	53.0	89.0
195.0	9.0	91.0	106.0	54.0	140.0	123.0	46.0	131.0
210.0	12.0	88.0	91.0	57.0	152.0	78.0	52.0	170.0
225.0	14.0	86.0	77.0	56.0	167.0	32.0	60.0	208.0
240.0	15.0	85.0	54.0	61.0	185.0	9.0	32.0	259.0
255.0	19.0	81.0	41.0	50.0	209.0	0.0	11.0	289.0
270.0	22.0	78.0	28.0	46.0	226.0	0.0	1.0	299.0
285.0	25.0	75.0	17.0	48.0	235.0	1.0	1.0	298.0
300.0	28.0	72.0	11.0	53.0	236.0	0.0	2.0	298.0
315.0	33.0	67.0	9.0	57.0	234.0	0.0	3.0	297.0
330.0	36.0	64.0	6.0	53.0	241.0	0.0	2.0	298.0
345.0	38.0	62.0	10.0	45.0	245.0	0.0	2.0	298.0
360.0	38.0	62.0	6.0	40.0	254.0	0.0	2.0	298.0
375.0	40.0	60.0	9.0	32.0	259.0	0.0	0.0	300.0
390.0	42.0	58.0	8.0	27.0	265.0	0.0	1.0	299.0
405.0	43.0	57.0	8.0	26.0	266.0	0.0	2.0	298.0
420.0	45.0	55.0	7.0	31.0	262.0	0.0	0.0	300.0
435.0	51.0	49.0	9.0	29.0	262.0	0.0	1.0	299.0
450.0	54.0	46.0	9.0	37.0	254.0	0.0	2.0	298.0
465.0	57.0	43.0	7.0	42.0	251.0	1.0	3.0	296.0
480.0	58.0	42.0	11.0	40.0	249.0	0.0	0.0	300.0
495.0	59.0	41.0	8.0	45.0	247.0	0.0	2.0	298.0
510.0	65.0	35.0	9.0	43.0	248.0	0.0	0.0	300.0
525.0	67.0	33.0	13.0	41.0	246.0	0.0	1.0	299.0
540.0	67.0	33.0	11.0	38.0	251.0	0.0	2.0	298.0
555.0	70.0	30.0	12.0	38.0	250.0	0.0	1.0	299.0
570.0	73.0	27.0	15.0	44.0	241.0	0.0	2.0	298.0
585.0	74.0	26.0	15.0	45.0	240.0	0.0	1.0	299.0
600.0	75.0	25.0	21.0	33.0	246.0	1.0	1.0	298.0
615.0	75.0	25.0	21.0	35.0	244.0	0.0	2.0	298.0
630.0	78.0	22.0	24.0	34.0	242.0	0.0	0.0	300.0
645.0	80.0	20.0	23.0	37.0	240.0	0.0	1.0	299.0
660.0	82.0	18.0	24.0	33.0	243.0	0.0	1.0	299.0
675.0	81.0	19.0	34.0	27.0	239.0	0.0	1.0	299.0
690.0	84.0	16.0	38.0	29.0	233.0	0.0	2.0	298.0
705.0	88.0	12.0	38.0	35.0	227.0	0.0	1.0	299.0
720.0	90.0	10.0	44.0	39.0	217.0	0.0	0.0	300.0
