time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
0.0	90.0	10.0	280.0	10.0	10.0	280.0	10.0	10.0
15.0	84.0	16.0	281.0	11.0	8.0	279.0	11.0	10.0
30.0	76.0	24.0	284.0	9.0	7.0	281.0	11.0	8.0
45.0	62.0	38.0	279.0	17.0	4.0	280.0	14.0	6.0
60.0	52.0	48.0	271.0	23.0	6.0	281.0	14.0	5.0
75.0	37.0	63.0	267.0	25.0	8.0	285.0	12.0	3.0
90.0	28.0	72.0	245.0	32.0	23.0	282.0	13.0	5.0
105.0	14.0	86.0	229.0	35.0	36.0	277.0	14.0	9.0
120.0	8.0	92.0	201.0	43.0	56.0	267.0	21.0	12.0
135.0	8.0	92.0	173.0	62.0	65.0	249.0	29.0	22.0
150.0	9.0	91.0	163.0	54.0	83.0	222.0	37.0	41.0
165.0	8.0	92.0	145.0	55.0	100.0	206.0	30.0	64.0
180.0	10.0	90.0	122.0	70.0	108.0	162.0	61.0	77.0
195.0	12.0	88.0	100.0	70.0	130.0	123.0	70.0	107.0
210.0	14.0	86.0	64.0	91.0	145.0	95.0	63.0	142.0
225.0	13.0	87.0	55.0	88.0	157.0	52.0	72.0	176.0
240.0	17.0	83.0	48.0	80.0	172.0	13.0	76.0	211.0
255.0	20.0	80.0	34.0	78.0	188.0	2.0	42.0	256.0
270.0	23.0	77.0	28.0	76.0	196.0	0.0	8.0	292.0
285.0	23.0	77.0	21.0	69.0	210.0	0.0	1.0	299.0
300.0	23.0	77.0	17.0	60.0	223.0	0.0	3.0	297.0
315.0	24.0	76.0	3.0	73.0	224.0	1.0	1.0	298.0
330.0	22.0	78.0	6.0	63.0	231.0	0.0	3.0	297.0
345.0	24.0	76.0	9.0	57.0	234.0	1.0	1.0	298.0
360.0	26.0	74.0	5.0	51.0	244.0	0.0	1.0	299.0
375.0	24.0	76.0	3.0	47.0	250.0	1.0	1.0	298.0
390.0	25.0	75.0	3.0	39.0	258.0	0.0	4.0	296.0
405.0	29.0	71.0	3.0	36.0	261.0	0.0	1.0	299.0
420.0	29.0	71.0	7.0	26.0	267.0	0.0	1.0	299.0
435.0	28.0	72.0	8.0	22.0	270.0	0.0	0.0	300.0
450.0	29.0	71.0	5.0	21.0	274.0	0.0	3.0	297.0
465.0	29.0	71.0	5.0	16.0	279.0	0.0	2.0	298.0
480.0	36.0	64.0	4.0	9.0	287.0	0.0	0.0	300.0
495.0	38.0	62.0	6.0	10.0	284.0	0.0	0.0	300.0
510.0	38.0	62.0	6.0	21.0	273.0	0.0	1.0	299.0
525.0	37.0	63.0	3.0	14.0	283.0	0.0	0.0	300.0
540.0	39.0	61.0	5.0	8.0	287.0	0.0	0.0	300.0
555.0	41.0	59.0	6.0	8.0	286.0	0.0	3.0	297.0
570.0	43.0	57.0	4.0	18.0	278.0	0.0	1.0	299.0
585.0	46.0	54.0	5.0	16.0	279.0	0.0	3.0	297.0
600.0	49.0	51.0	11.0	11.0	278.0	0.0	1.0	299.0
615.0	51.0	49.0	7.0	18.0	275.0	0.0	0.0	300.0
630.0	52.0	48.0	7.0	17.0	276.0	0.0	0.0	300.0
645.0	55.0	45.0	8.0	14.0	278.0	0.0	0.0	300.0
