time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	RATP	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	Vmax_RATP	bounds__fbalb_EX_adp	bounds__fbalb_EX_atp	bounds__fbalb_EX_glc	bounds__fbalb_EX_pyr	dt	fba__ub_R3	fba__ub_default	fba__zero	k_RATP	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
5200.0	0.7655641729359773	2.2344358270640243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.400000000000002	5.200000000000001	-0.001	0.001	-0.0005	0.001	0.0009571630974642091	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.655641729359773	-22.344358270640242	-24.00000000000002	-52.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5300.0	0.761285969206628	2.238714030793373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.350000000000002	5.300000000000002	-0.001	0.001	-0.0005	0.001	0.0009572414589029183	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.61285969206628	-22.38714030793373	-23.500000000000018	-53.000000000000014	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5400.0	0.7570155723866234	2.2429844276133775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.300000000000002	5.400000000000001	-0.001	0.001	-0.0005	0.001	0.0009573193919594836	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.570155723866234	-22.429844276133775	-23.000000000000018	-54.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5500.0	0.7527529398443606	2.2472470601556402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.250000000000002	5.500000000000001	-0.001	0.001	-0.0005	0.001	0.0009573969005233862	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.5275293984436065	-22.472470601556402	-22.50000000000002	-55.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5600.0	0.7484980293347543	2.251501970665247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.200000000000002	5.600000000000001	-0.001	0.001	-0.0005	0.001	0.0009574739884348428	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.484980293347543	-22.51501970665247	-22.000000000000018	-56.000000000000014	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5700.0	0.744250798994359	2.2557492010056426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1500000000000026	5.7	-0.001	0.001	-0.0005	0.001	0.000957550659485606	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.442507989943589	-22.557492010056425	-21.500000000000025	-57.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5800.0	0.740011207336586	2.259988792663415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1000000000000028	5.8	-0.001	0.001	-0.0005	0.001	0.0009576269174197464	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.400112073365859	-22.599887926634146	-21.000000000000025	-57.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5900.0	0.7357792132469062	2.2642207867530946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0500000000000025	5.9	-0.001	0.001	-0.0005	0.001	0.0009577027659344222	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.357792132469061	-22.642207867530946	-20.500000000000025	-59.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6000.0	0.7315547759781809	2.26844522402182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000000000000002	6.000000000000001	-0.001	0.001	-0.0005	0.001	0.0009577782086806334	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.315547759781809	-22.6844522402182	-20.00000000000002	-60.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6100.0	0.7273378551462039	2.2726621448537974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9500000000000022	6.1000000000000005	-0.001	0.001	-0.0005	0.001	0.0009578532492639562	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.273378551462038	-22.726621448537973	-19.50000000000002	-61.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6200.0	0.7231284107250193	2.276871589274982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9000000000000021	6.199999999999999	-0.001	0.001	-0.0005	0.001	0.000957927891245272	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.231284107250193	-22.768715892749817	-19.00000000000002	-61.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6300.0	0.7189264030425924	2.2810735969574094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8500000000000023	6.299999999999999	-0.001	0.001	-0.0005	0.001	0.0009580021381414744	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.189264030425924	-22.810735969574093	-18.50000000000002	-62.999999999999986	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6400.0	0.7147317927764211	2.2852682072235813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8000000000000023	6.3999999999999995	-0.001	0.001	-0.0005	0.001	0.0009580759934261654	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.1473179277642105	-22.85268207223581	-18.00000000000002	-63.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6500.0	0.7105445409491765	2.289455459050826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7500000000000024	6.499999999999999	-0.001	0.001	-0.0005	0.001	0.0009581494605303405	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.1054454094917645	-22.89455459050826	-17.500000000000025	-64.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6600.0	0.7063646089245474	2.293635391075455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7000000000000024	6.6	-0.001	0.001	-0.0005	0.001	0.000958222542843056	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.063646089245474	-22.93635391075455	-17.00000000000002	-65.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6700.0	0.7021919584030355	2.2978080415969675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6500000000000028	6.699999999999998	-0.001	0.001	-0.0005	0.001	0.0009582952437120867	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.021919584030354	-22.978080415969675	-16.50000000000003	-66.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6800.0	0.6980265514178406	2.3019734485821624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6000000000000032	6.799999999999998	-0.001	0.001	-0.0005	0.001	0.0009583675664445716	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.980265514178406	-23.019734485821623	-16.000000000000032	-67.99999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6900.0	0.6938683503308621	2.306131649669141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.550000000000003	6.8999999999999995	-0.001	0.001	-0.0005	0.001	0.0009584395143076436	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.938683503308621	-23.061316496691408	-15.500000000000028	-68.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7000.0	0.6897173178286767	2.310282682171326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5000000000000029	7.000000000000001	-0.001	0.001	-0.0005	0.001	0.000958511090529052	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.897173178286767	-23.102826821713258	-15.000000000000028	-70.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7100.0	0.6855734169186913	2.3144265830813113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.450000000000003	7.1000000000000005	-0.001	0.001	-0.0005	0.001	0.0009585822982977684	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.855734169186913	-23.14426583081311	-14.50000000000003	-71.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7200.0	0.6814366109251834	2.3185633890748196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.400000000000003	7.200000000000001	-0.001	0.001	-0.0005	0.001	0.000958653140764587	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.814366109251833	-23.185633890748196	-14.00000000000003	-72.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7300.0	0.6773068634856325	2.3226931365143706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3500000000000034	7.300000000000001	-0.001	0.001	-0.0005	0.001	0.000958723621042707	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.773068634856325	-23.226931365143706	-13.500000000000034	-73.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7400.0	0.673184138546906	2.3268158614530976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3000000000000036	7.400000000000001	-0.001	0.001	-0.0005	0.001	0.0009587937422083093	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.7318413854690595	-23.268158614530975	-13.000000000000036	-74.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7500.0	0.6690684003615746	2.3309315996384288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2500000000000033	7.500000000000002	-0.001	0.001	-0.0005	0.001	0.0009588635073011212	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.690684003615745	-23.309315996384285	-12.500000000000032	-75.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7600.0	0.6649596134843555	2.3350403865156477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2000000000000035	7.600000000000001	-0.001	0.001	-0.0005	0.001	0.0009589329193249676	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.649596134843555	-23.350403865156476	-12.000000000000034	-76.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7700.0	0.6608577427684644	2.339142257231539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1500000000000037	7.700000000000001	-0.001	0.001	-0.0005	0.001	0.0009590019812483175	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.608577427684644	-23.39142257231539	-11.500000000000036	-77.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7800.0	0.6567627533621909	2.3432372466378135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1000000000000032	7.8000000000000025	-0.001	0.001	-0.0005	0.001	0.0009590706960048141	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.567627533621909	-23.432372466378133	-11.000000000000032	-78.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7900.0	0.6526746107053161	2.347325389294688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0500000000000036	7.900000000000002	-0.001	0.001	-0.0005	0.001	0.000959139066493802	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.52674610705316	-23.47325389294688	-10.500000000000036	-79.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8000.0	0.6485932805258263	2.3514067194741783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000033	8.000000000000004	-0.001	0.001	-0.0005	0.001	0.0009592070955808387	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.485932805258263	-23.51406719474178	-10.000000000000032	-80.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8100.0	0.6445187288364946	2.35548127116351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9500000000000032	8.100000000000003	-0.001	0.001	-0.0005	0.001	0.000959274786098199	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.445187288364946	-23.554812711635098	-9.500000000000032	-81.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8200.0	0.6404509219315704	2.3595490780684343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.900000000000003	8.200000000000003	-0.001	0.001	-0.0005	0.001	0.0009593421408453727	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.404509219315703	-23.59549078068434	-9.00000000000003	-82.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8300.0	0.6363898263835447	2.36361017361646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8500000000000028	8.300000000000004	-0.001	0.001	-0.0005	0.001	0.0009594091625895485	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.363898263835447	-23.636101736164598	-8.500000000000027	-83.00000000000004	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8400.0	0.6323354090399219	2.367664590960082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.800000000000002	8.400000000000004	-0.001	0.001	-0.0005	0.001	0.0009594758540660936	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.323354090399219	-23.676645909600822	-8.00000000000002	-84.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8500.0	0.628287637020049	2.371712362979955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7500000000000021	8.500000000000004	-0.001	0.001	-0.0005	0.001	0.0009595422179790217	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.28287637020049	-23.71712362979955	-7.50000000000002	-85.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8600.0	0.624246477712025	2.375753522287979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7000000000000024	8.600000000000001	-0.001	0.001	-0.0005	0.001	0.0009596082570014545	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.24246477712025	-23.75753522287979	-7.000000000000024	-86.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8700.0	0.6202118987696382	2.379788101230366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6500000000000025	8.700000000000003	-0.001	0.001	-0.0005	0.001	0.0009596739737760721	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.202118987696382	-23.79788101230366	-6.500000000000024	-87.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8800.0	0.6161838681092807	2.383816131890724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000000000016	8.800000000000006	-0.001	0.001	-0.0005	0.001	0.0009597393709155603	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.1618386810928065	-23.83816131890724	-6.000000000000016	-88.00000000000006	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8900.0	0.6121623539070197	2.3878376460929855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5500000000000014	8.900000000000006	-0.001	0.001	-0.0005	0.001	0.0009598044510030448	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.121623539070196	-23.878376460929854	-5.500000000000013	-89.00000000000006	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9000.0	0.608147324595651	2.3918526754043548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000000000000012	9.000000000000005	-0.001	0.001	-0.0005	0.001	0.0009598692165925206	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.08147324595651	-23.918526754043548	-5.0000000000000115	-90.00000000000004	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9100.0	0.6041387488617919	2.3958612511382134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.450000000000001	9.100000000000005	-0.001	0.001	-0.0005	0.001	0.0009599336702092731	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.041387488617918	-23.95861251138213	-4.50000000000001	-91.00000000000004	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9200.0	0.6001365956430497	2.3998634043569558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4000000000000013	9.200000000000005	-0.001	0.001	-0.0005	0.001	0.0009599978143502912	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.001365956430496	-23.998634043569556	-4.000000000000012	-92.00000000000004	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9300.0	0.5961408341251406	2.4038591658748647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35000000000000153	9.300000000000006	-0.001	0.001	-0.0005	0.001	0.0009600616514846755	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.961408341251406	-24.038591658748647	-3.500000000000015	-93.00000000000006	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9400.0	0.5921514337392201	2.4078485662607854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3000000000000016	9.400000000000006	-0.001	0.001	-0.0005	0.001	0.0009601251840540354	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.921514337392201	-24.078485662607854	-3.000000000000016	-94.00000000000006	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9500.0	0.5881683641590602	2.411831635840945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25000000000000155	9.500000000000002	-0.001	0.001	-0.0005	0.001	0.0009601884144728829	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.881683641590601	-24.118316358409448	-2.5000000000000155	-95.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9600.0	0.5841915952984026	2.415808404701603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000000000182	9.600000000000001	-0.001	0.001	-0.0005	0.001	0.0009602513451290179	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.841915952984025	-24.15808404701603	-2.000000000000018	-96.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9700.0	0.5802210973082993	2.4197789026917063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15000000000000258	9.699999999999998	-0.001	0.001	-0.0005	0.001	0.0009603139783839062	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.8022109730829925	-24.19778902691706	-1.5000000000000258	-96.99999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9800.0	0.5762568405744924	2.423743159425513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10000000000000289	9.799999999999995	-0.001	0.001	-0.0005	0.001	0.0009603763165730527	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.762568405744924	-24.23743159425513	-1.0000000000000289	-97.99999999999994	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9900.0	0.5722987957147813	2.427701204285224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05000000000000272	9.899999999999997	-0.001	0.001	-0.0005	0.001	0.0009604383620063678	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.722987957147812	-24.277012042852242	-0.5000000000000272	-98.99999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
10000.0	0.5683469335765744	2.431653066423431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2776919239575477e-15	9.999999999999996	0.0	0.0	0.0	0.0	0.0009605001169685252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-5.683469335765744	-24.31653066423431	-2.2776919239575477e-14	-99.99999999999996	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
10100.0	0.6643182055485619	2.335681794451443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2776919239575477e-15	9.999999999999996	0.0	0.0	0.0	0.0	0.0009589437338539858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-6.643182055485619	-23.35681794451443	-2.2776919239575477e-14	-99.99999999999996	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
10200.0	0.7601274657709212	2.2398725342290833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2776919239575477e-15	9.999999999999996	0.0	0.0	0.0	0.0	0.0009572626292513207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.601274657709212	-22.39872534229083	-2.2776919239575477e-14	-99.99999999999996	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
10300.0	0.8557615062394819	2.1442384937605223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2776919239575477e-15	9.999999999999996	0.0	0.0	0.0	0.0	0.0009554414558532784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.557615062394818	-21.442384937605222	-2.2776919239575477e-14	-99.99999999999996	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
10400.0	0.9512054591106507	2.0487945408893538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2776919239575477e-15	9.999999999999996	0.0	0.0	0.0	0.0	0.0009534622793863709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.512054591106507	-20.487945408893538	-2.2776919239575477e-14	-99.99999999999996	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
10500.0	1.0464425120559264	1.9535574879440782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2776919239575477e-15	9.999999999999996	0.0	0.0	0.0	0.0	0.000951304017254411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-10.464425120559264	-19.53557487944078	-2.2776919239575477e-14	-99.99999999999996	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
