"Time","Ac (1)","Glcxt (1)","O2 (1)","X (1)"
0.0,0.4,10.8,0.21,0.001
0.01,0.39998483062094903,10.799899459584152,0.2098553715503637,0.0010110146135056972
0.02,0.39996949415850913,10.79979781175457,0.20971960088470537,0.0010221505487220744
0.03,0.39995398877235383,10.79969504431352,0.20959203040616314,0.0010334091419608843
0.04,0.39993831260188684,10.799591144928918,0.20947204984154857,0.0010447917442528377
0.05,0.39992246376601887,10.799486101132846,0.2093590928197062,0.001056299721509726
0.06,0.3999064403629419,10.799379900320055,0.20925263369708877,0.0010679344546883312
0.07,0.3998902404699009,10.799272529746455,0.2091521846126855,0.0010796973399561408
0.08,0.39987386214296344,10.799163976527584,0.20905729275572987,0.001091589788858887
0.09,0.3998573034167861,10.799054227637066,0.2089675378308126,0.0011036132284899334
0.1,0.39984056230437875,10.798943269905042,0.208882529706135,0.0011157691016615246
0.11,0.3998236367968663,10.798831090016591,0.20880190623166975,0.0011280588670779254
0.12,0.39980652486324736,10.798717674510137,0.2087253312149514,0.0011404839995104634
0.13,0.3997892244501509,10.798603009775825,0.2086524925431065,0.0011530459899745029
0.14,0.3997717334815897,10.798487082053896,0.2085831004405564,0.001165746345908366
0.15,0.39975404985871105,10.798369877433032,0.20851688585258868,0.0011785865913542255
0.16,0.3997361714595454,10.798251381848688,0.20845359894570256,0.0011915682671409895
0.17,0.39971809613875126,10.798131581081403,0.20839300771628952,0.001204692931069201
0.18,0.3996998217273582,10.798010460755094,0.20833489669982136,0.0012179621580979737
0.19,0.39968134603250627,10.79788800633533,0.20827906577328276,0.0012313775405339879
0.2,0.39966266683718316,10.797764203127592,0.20822532904411034,0.001244940688222566
0.21,0.39964378189995803,10.797639036275504,0.20817351381938737,0.0012586532287408542
0.22,0.39962468895471265,10.797512490759052,0.20812345964949452,0.0012725168075931326
0.23,0.3996053857103694,10.797384551392785,0.20807501744083653,0.0012865330884082747
0.24,0.39958586985061656,10.797255202823989,0.20802804863265298,0.0013007037531393827
0.25,0.3995661390336302,10.797124429530847,0.20798242443328258,0.0013150305022656228
0.26,0.3995461908917933,10.796992215820572,0.20793802511158432,0.0013295150549962815
0.27,0.39952602303141155,10.796858545827531,0.20789473933953,0.0013441591494770713
0.28,0.3995056330324264,10.796723403511335,0.20785246358226997,0.001358964542998708
0.29,0.39948501844812456,10.796586772654917,0.2078111015322416,0.001373933012207785
0.3,0.3994641768048443,10.796448636862586,0.20777056358413787,0.0013890663533199722
0.31,0.39944310560167884,10.796308979558058,0.20773076634778273,0.0014043663823355601
0.32,0.3994218023101762,10.796167783982467,0.20769163219617456,0.0014198349352573805
0.33,0.3994002643740359,10.796025033192356,0.20765308884615563,0.0014354738683111273
0.34,0.39937848920880215,10.795880710057641,0.20761506896934992,0.0014512850581681026
0.35,0.39935647420155373,10.795734797259561,0.20757750983118192,0.0014672704021704175
0.36,0.3993342167105908,10.79558727728859,0.2075403529559469,0.0014834318185586737
0.37,0.3993117140651174,10.795438132442342,0.20750354381604966,0.0014997712467021511
0.38,0.3992889635649216,10.795287344823452,0.20746703154366547,0.001516290647331533
0.39,0.39926596248005114,10.795134896337416,0.20743076866320218,0.0015329920027741934
0.4,0.39924270805048595,10.79498076869043,0.20739471084306035,0.0015498773171920758
0.41,0.3992191974858071,10.794824943387189,0.20735881666529662,0.0015669486168221934
0.42,0.3991954279648619,10.79466740172867,0.20732304741189606,0.0015842079502197768
0.43,0.3991713966354255,10.794508124809889,0.2072873668664531,0.0016016573885041005
0.44,0.3991471006138586,10.794347093517628,0.2072517411301474,0.0016192990256070174
0.45,0.39912253698476163,10.794184288528147,0.2072161384509811,0.0016371349785242308
0.46,0.3990977028006247,10.79401969030486,0.20718052906531892,0.001655167387569333
0.47,0.3990725950814742,10.793853279095998,0.20714488505084172,0.0016733984166306438
0.48,0.3990472108145151,10.793685034932228,0.20710918019008848,0.0016918302534308762
0.49,0.3990215469537697,10.793514937624266,0.207073389843821,0.001710465109789663
0.5,0.3989956004197118,10.793342966760452,0.20703749083350137,0.0017293052218889762
0.51,0.39896936809889777,10.793169101704295,0.207001461332223,0.0017483528505414672
0.52,0.3989428468435924,10.792993321592007,0.20696528076348433,0.0017676102814617655
0.53,0.3989160334713916,10.79281560532999,0.2069289297072379,0.0017870798255407636
0.54,0.3988889247648406,10.792635931592308,0.2068923898126884,0.0018067638191229239
0.55,0.3988615174710478,10.79245427881813,0.20685564371735224,0.0018266646242866404
0.56,0.39883380830129456,10.792270625209142,0.20681867497192494,0.0018467846291276874
0.57,0.3988057939306405,10.792084948726925,0.20678146797053695,0.0018671262480457911
0.58,0.3987774709975248,10.79189722709032,0.20674400788600764,0.001887691922034358
0.59,0.3987488361033628,10.79170743777275,0.20670628060973592,0.0019084841189733934
0.6,0.3987198858121382,10.791515557999514,0.20666827269589236,0.0019295053339256464
0.61,0.3986906166499908,10.791321564745056,0.20662997130960076,0.0019507580894360188
0.62,0.39866102510479984,10.791125434730207,0.20659136417882135,0.001972244935834269
0.63,0.39863110762576265,10.790927144419383,0.20655243954966693,0.0019939684515410524
0.64,0.39860086062296846,10.790726670017767,0.20651318614490374,0.0020159312433773308
0.65,0.39857028046696785,10.790523987468449,0.20647359312540656,0.0020381359468771916
0.66,0.39853936348833724,10.790319072449545,0.20643365005435366,0.002060585226604112
0.67,0.39850810597723874,10.790111900371274,0.20639334686396366,0.0020832817764707056
0.68,0.398476504182975,10.789902446373006,0.2063526738245896,0.002106228320061993
0.69,0.39844455431353915,10.789690685320283,0.20631162151599994,0.0021294276109622293
0.7,0.39841225253516005,10.7894765918018,0.20627018080068726,0.0021528824330853385
0.71,0.39837959497184217,10.789260140126355,0.20622834279905847,0.0021765956010089786
0.72,0.39834657770490073,10.789041304319774,0.2061860988663691,0.0022005699603122935
0.73,0.3983131967724914,10.788820058121779,0.20614344057127612,0.002224808387917381
0.74,0.3982794481691351,10.788596374982852,0.20610035967589083,0.0022493137924345244
0.75,0.3982453278452374,10.788370228061039,0.20605684811722366,0.0022740891145112247
0.76,0.3982108317066029,10.788141590218732,0.20601289798991934,0.002299137327185079
0.77,0.39817595561394353,10.787910434019416,0.20596850153018872,0.0023244614362405444
0.78,0.3981406953823826,10.787676731724373,0.20592365110085026,0.002350064480569632
0.79,0.39810504678095227,10.787440455289351,0.20587833917740045,0.002375949532536574
0.8,0.39806900553208613,10.787201576361205,0.2058325583350382,0.0024021196983465064
0.81,0.39803256731110603,10.786960066274489,0.2057863012365737,0.002428578118418215
0.82,0.3979957277457033,10.786715896048019,0.2057395606211573,0.002455327967760985
0.83,0.39795848241541404,10.786469036381396,0.20569232929376843,0.0024823724563556014
0.84,0.397920826851089,10.786219457651487,0.20564460011540922,0.0025097148295395466
0.85,0.3978827565343572,10.785967129908874,0.2055963659939512,0.0025373583683964414
0.86,0.39784426689708413,10.785712022874256,0.2055476198755873,0.0025653063901497747
0.87,0.3978053533208236,10.785454105934816,0.2054983547368448,0.0025935622485609698
0.88,0.3977660111362636,10.785193348140554,0.205448563577118,0.002622129334331836
0.89,0.39772623562266624,10.784929718200564,0.20539823941168253,0.0026510110755114526
0.9,0.3976860220073014,10.784663184479284,0.20534737526515598,0.002680210937907534
0.91,0.3976453654648742,10.784393714992698,0.20529596416537146,0.0027097324255023277
0.92,0.39760426111694613,10.7841212774045,0.2052439991376343,0.0027395790808730914
0.93,0.3975627040313496,10.783845839022213,0.2051914731993329,0.002769754485617202
0.94,0.39752068922159656,10.783567366793264,0.205138379354878,0.0028002622607819464
0.95,0.39747821164628017,10.783285827301018,0.20508471059094557,0.0028311060672990495
0.96,0.39743526620847,10.783001186760771,0.20503045987200091,0.002862289606423983
0.97,0.3973918477551005,10.782713411015694,0.2049756201360829,0.0028938166201801178
0.98,0.39734795107635307,10.782422465532733,0.20492018429082898,0.0029256908918077647
0.99,0.3973035709050308,10.782128315398465,0.2048641452097226,0.0029579162462181658
1.0,0.3972587019159269,10.781830925314912,0.2048074957285465,0.002990496550452482
1.01,0.39721333872518544,10.781530259595302,0.20475022864202627,0.0030234357141458367
1.02,0.39716747588965606,10.781226282159787,0.2046923367006494,0.003056737689996475
1.03,0.39712110790624056,10.780918956531114,0.20463381260764693,0.003090406474240084
1.04,0.3970742292112329,10.780608245830246,0.20457464901612468,0.003124446107129343
1.05,0.3970268341796519,10.78029411277194,0.2045148385263329,0.003158860673418753
1.06,0.39697891712456623,10.779976519660272,0.20445437368306332,0.003193654302854807
1.07,0.3969304722964124,10.779655428384107,0.2043932469731638,0.0032288311706715595
1.08,0.39688149388230487,10.779330800412538,0.20433145082316118,0.0032643954980916545
1.09,0.3968319760053391,10.779002596790251,0.20426897759698387,0.0033003515528328723
1.1,0.39678191272388613,10.778670778132856,0.20420581959377607,0.003336703649620254
