time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	dummy_vAc	dummy_vGlcxt	dummy_vO2	dummy_vX	fba__v1	fba__v2	fba__v3	fba__v4	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	bounds__Km_vGlcxt	bounds__Vmax_vGlcxt	bounds__dt	bounds__lb_def_vAc	bounds__lb_def_vGlcxt	bounds__lb_def_vO2	bounds__lb_def_vX	bounds__ub_def_vAc	bounds__ub_def_vGlcxt	bounds__ub_def_vO2	bounds__ub_def_vX	bounds__ub_kin_vGlcxt	dt	fba__lb	fba__lb_irrev	fba__ub	lb_vAc	lb_vGlcxt	lb_vO2	lb_vX	ub_vAc	ub_vGlcxt	ub_vO2	ub_vX	update__Km_vFBA	update__Y	vAc	vGlcxt	vO2	vX
4.1	0.343611455196	10.7406824159	0.156459049823	0.0604277344513	0.0	0.0	0.0	0.0	0.0	0.0461624563669	0.0	0.0	0.150180334534	0.0571039813853	0.0603154223653	0.0535788100678	0.0604277344513	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9790808253	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.56459049823	0.0	3.43611455196	14.9790808253	1.56459049823	0.604277344513	0.02	0.0604277344513	0.0	2.88796783308	1.61568597284	0.1963427909
4.2	0.337606533399	10.7343366715	0.150833936588	0.0667852985991	0.0	0.0	0.0	0.0	0.0	0.0447025856636	0.0	0.0	0.145430936693	0.0630501711693	0.0666610969852	0.0589665595438	0.0667852985991	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9790684759	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.50833936588	0.0	3.37606533399	14.9790684759	1.50833936588	0.667852985991	0.02	0.0667852985991	0.0	2.7966369126	1.56459049823	0.190133522356
4.3	0.330976821708	10.7273233335	0.144645585643	0.0738117080495	0.0	0.0	0.0	0.0	0.0	0.0430954104537	0.0	0.0	0.140202313052	0.069605634971	0.0736743497404	0.0648455754002	0.0738117080495	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9790548103	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.44645585643	0.0	3.30976821708	14.9790548103	1.44645585643	0.738117080495	0.02	0.0738117080495	0.0	2.69609047999	1.50833936588	0.183297723506
4.4	0.323658442864	10.7195721651	0.137843569966	0.0815773329268	0.0	0.0	0.0	0.0	0.0	0.0413273101836	0.0	0.0	0.13445015186	0.0768297508655	0.0814254137783	0.0712408544824	0.0815773329268	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9790396863	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.37843569966	0.0	3.23658442864	14.9790396863	1.37843569966	0.815773329268	0.02	0.0815773329268	0.0	2.58547642026	1.44645585643	0.175777462043
4.5	0.315581356551	10.7110055527	0.130375371137	0.0901599349577	0.0	0.0	0.0	0.0	0.0	0.0393838771331	0.0	0.0	0.128127580475	0.0847865771595	0.0899918986361	0.0781686182579	0.0901599349577	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9790229458	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.30375371137	0.0	3.15581356551	14.9790229458	1.30375371137	0.901599349577	0.02	0.0901599349577	0.0	2.46389337253	1.37843569966	0.167511457608
4.6	0.306668888954	10.7015377218	0.122187576412	0.0996454524302	0.0	0.0	0.0	0.0	0.0	0.0372501060393	0.0	0.0	0.121185782271	0.0935447519473	0.0994595733987	0.085629396324	0.0996454524302	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.979004413	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.22187576412	0.0	3.06668888954	14.979004413	1.22187576412	0.996454524302	0.02	0.0996454524302	0.0	2.33040259308	1.30375371137	0.158435888311
4.7	0.296837298896	10.6910738874	0.11322798772	0.110128852266	0.0	0.0	0.0	0.0	0.0	0.0349107361177	0.0	0.0	0.113575109333	0.103177091684	0.109923216765	0.0935964623154	0.110128852266	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9789838925	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.1322798772	0.0	2.96837298896	14.9789838925	1.1322798772	1.10128852266	0.02	0.110128852266	0.0	2.18404935248	1.22187576412	0.148485845451
4.8	0.285995405278	10.6795093139	0.103449258616	0.121715071696	0.0	0.0	0.0	0.0	0.0	0.0323508536343	0.0	0.0	0.105247042805	0.113759718799	0.121487556456	0.101996027117	0.121715071696	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9789611666	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.03449258616	0.0	2.85995405278	14.9789611666	1.03449258616	1.21715071696	0.02	0.121715071696	0.0	2.02390063314	1.1322798772	0.137597896439
4.9	0.274044317933	10.6667282544	0.0928151894729	0.134520081291	0.0	0.0	0.0	0.0	0.0	0.029556931033	0.0	0.0	0.0961575734846	0.125370434582	0.134268329626	0.110672214364	0.134520081291	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9789359929	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.928151894729	0.0	2.74044317933	14.9789359929	0.928151894729	1.34520081291	0.02	0.134520081291	0.0	1.84911013811	1.03449258616	0.125714504518
5.0	0.260877387649	10.6526027732	0.0813118587181	0.148672065354	0.0	0.0	0.0	0.0	0.0	0.0265186255637	0.0	0.0	0.0862730532984	0.138085804452	0.148393460278	0.119322674821	0.148672065354	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.978908101	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.813118587181	0.0	2.60877387649	14.978908101	0.813118587181	1.48672065354	0.02	0.148672065354	0.0	1.65903081493	0.928151894729	0.112791678862
5.1	0.246380561389	10.6369914459	0.0689679491144	0.164312724224	0.0	0.0	0.0	0.0	0.0	0.0232319596337	0.0	0.0	0.0755805419437	0.151976033936	0.164004358162	0.127375214512	0.164312724224	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9788771892	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.689679491144	0.0	2.46380561389	14.9788771892	0.689679491144	1.64312724224	0.02	0.164312724224	0.0	1.45341382158	0.813118587181	0.0988125015775
5.2	0.230434054635	10.6197387957	0.0558916421682	0.181597839946	0.0	0.0	0.0	0.0	0.0	0.0197051283184	0.0	0.0	0.0641067004616	0.167095192515	0.181256482242	0.133740701858	0.181597839946	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9788429218	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.558916421682	0.0	2.30434054635	14.9788429218	0.558916421682	1.81597839946	0.02	0.181597839946	0.0	1.23277184988	0.689679491144	0.08381182878
5.3	0.212913363406	10.6006721178	0.042345141455	0.200700458216	0.0	0.0	0.0	0.0	0.0	0.0159690406195	0.0	0.0	0.0519520851177	0.183466542971	0.200322515171	0.136316785797	0.200700458216	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9788049219	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.42345141455	0.0	2.12913363406	14.9788049219	0.42345141455	2.00700458216	0.02	0.200700458216	0.0	0.999038596813	0.558916421682	0.0679211257372
5.4	0.193692377092	10.579598134	0.0288882642975	0.221814241586	0.0	0.0	0.0	0.0	0.0	0.0120986118443	0.0	0.0	0.0393604179059	0.201054096128	0.221395708282	0.131070892533	0.221814241586	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9787627622	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.288882642975	0.0	1.93692377092	14.9787627622	0.288882642975	2.21814241586	0.02	0.221814241586	0.0	0.756900836331	0.42345141455	0.0514590297502
5.5	0.172661568181	10.5563124625	0.0166193580751	0.245143981558	0.0	0.0	0.0	0.0	0.0	0.00825378979929	0.0	0.0	0.026852057078	0.219695835996	0.244680409812	0.111256336092	0.245143981558	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9787159824	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.166193580751	0.0	1.72661568181	14.9787159824	0.166193580751	2.45143981558	0.02	0.245143981558	0.0	0.516365057611	0.288882642975	0.0351058468773
5.6	0.149729320847	10.5305787978	0.00729747870417	0.270926460866	0.0	0.0	0.0	0.0	0.0	0.00474838802145	0.0	0.0	0.0154479323173	0.239001928379	0.270412884377	0.0724272047244	0.270926460866	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9786640445	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.0729747870417	0.0	1.49729320847	14.9786640445	0.0729747870417	2.70926460866	0.02	0.270926460866	0.0	0.297063738462	0.166193580751	0.0201963203388
5.7	0.124867199031	10.5021389085	0.00225858524172	0.29942043714	0.0	0.0	0.0	0.0	0.0	0.00208499391548	0.0	0.0	0.00678311139334	0.258083207023	0.298851312479	0.0303822805021	0.29942043714	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9786063489	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.0225858524172	0.0	1.24867199031	14.9786063489	0.0225858524172	2.9942043714	0.02	0.29942043714	0.0	0.130439232094	0.0729747870417	0.00886810530882
5.8	0.0981848489134	10.4707084346	0.000510499502044	0.330910856162	0.0	0.0	0.0	0.0	0.0	0.000645310069064	0.0	0.0	0.00209938746066	0.274911993499	0.330279991511	0.00823626100744	0.330910856162	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9785422224	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.00510499502044	0.0	0.981848489134	14.9785422224	0.00510499502044	3.30910856162	0.02	0.330910856162	0.0	0.0403712208685	0.0225858524172	0.00274469752972
5.9	0.0701165454769	10.4359726335	9.14922020614e-05	0.36571311612	0.0	0.0	0.0	0.0	0.0	0.000145857000584	0.0	0.0	0.000474516628137	0.284548638679	0.365013586523	0.00166537646781	0.36571311612	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9784709033	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.000914922020614	0.0	0.701165454769	14.9784709033	0.000914922020614	3.6571311612	0.02	0.36571311612	0.0	0.00912495475908	0.00510499502044	0.000620373628721
6.0	0.0419350171064	10.397583901	1.34211956615e-05	0.404175554306	0.0	0.0	0.0	0.0	0.0	2.61406291604e-05	0.0	0.0	8.50433174748e-05	0.273659547953	0.403399605567	0.00027104407302	0.404175554306	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9783915307	0.1	-1000.0	0.0	1000.0	0.0	0.0	-0.000134211956615	0.0	0.419350171064	14.9783915307	0.000134211956615	4.04175554306	0.02	0.404175554306	0.0	0.00163538299504	0.000914922020614	0.000111183946635
6.1	0.0172241258832	10.3551580989	1.60427533885e-06	0.4466831304	0.0	0.0	0.0	0.0	0.0	3.83462733186e-06	0.0	0.0	1.24751943643e-05	0.206686558391	0.445822067607	3.58272626793e-05	0.4466831304	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9783031273	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.60427533885e-05	0.0	0.172241258832	14.9783031273	1.60427533885e-05	4.466831304	0.02	0.4466831304	0.0	0.000239897987626	0.000134211956615	1.63098216962e-05
6.2	0.0032984706086	10.3082706311	1.53411975768e-07	0.493661362531	0.0	0.0	0.0	0.0	0.0	4.58364382527e-07	0.0	0.0	1.49119699695e-06	0.0698898877212	0.492705420573	3.78664920345e-06	0.493661362531	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9782045819	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.53411975768e-06	0.0	0.032984706086	14.9782045819	1.53411975768e-06	4.93661362531	0.02	0.493661362531	0.0	2.86757182514e-05	1.60427533885e-05	1.94956137948e-06
6.3	0.000285941041653	10.2564525371	1.14339443259e-08	0.545580246947	0.0	0.0	0.0	0.0	0.0	4.38319930767e-08	0.0	0.0	1.42598637542e-07	0.00769024142371	0.544518440365	3.11906530128e-07	0.545580246947	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9780946269	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.14339443259e-07	0.0	0.00285941041653	14.9780946269	1.14339443259e-07	5.45580246947	0.02	0.545580246947	0.0	2.74217179994e-06	1.53411975768e-06	1.86430630619e-07
6.4	1.64446226545e-05	10.1991853134	6.48751061287e-10	0.602959454269	0.0	0.0	0.0	0.0	0.0	3.26684123596e-09	0.0	0.0	1.06280156711e-08	0.000495364730767	0.601779400408	1.95585286591e-08	0.602959454269	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9779718114	0.1	-1000.0	0.0	1000.0	0.0	0.0	-6.48751061287e-09	0.0	0.000164446226545	14.9779718114	6.48751061287e-09	6.02959454269	0.02	0.602959454269	0.0	2.04376741356e-07	1.14339443259e-07	0.0
6.5	6.91249495511e-07	10.1358959707	2.72488301684e-11	0.666373290265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30307140374e-05	0.665061001733	9.07894629523e-10	0.666373290265	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9778344689	0.1	-1000.0	0.0	1000.0	0.0	0.0	-2.72488301684e-10	0.0	6.91249495511e-06	14.9778344689	2.72488301684e-10	6.66373290265	0.02	0.666373290265	0.0	0.0	0.0	0.0
6.6	2.06751605056e-08	10.0659508441	8.14980503102e-13	0.736456910148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6131745412e-07	0.734996548262	3.00099011561e-11	0.736456910148	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9776806768	0.1	-1000.0	0.0	1000.0	0.0	0.0	-8.14980503102e-12	0.0	2.06751605056e-07	14.9776806768	8.14980503102e-12	7.36456910148	0.02	0.736456910148	0.0	0.0	0.0	0.0
6.7	4.79198490492e-10	9.98864323957	1.88891901938e-14	0.813918711096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95014304197e-08	0.812292279438	7.68713266809e-13	0.813918711096	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9775081943	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.88891901938e-13	0.0	4.79198490492e-09	14.9775081943	1.88891901938e-13	8.13918711096	0.02	0.813918711096	0.0	0.0	0.0	0.0
6.8	-8.10360096994e-13	9.90318560214	-3.19429968093e-17	0.899548201112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.64478983767e-11	0.897735178083	-1.4367132659e-15	0.899548201112	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9773143991	0.1	-1000.0	0.0	1000.0	8.10360096994e-12	0.0	3.19429968093e-16	0.0	-8.10360096994e-12	14.9773143991	-3.19429968093e-16	8.99548201112	0.02	0.899548201112	0.0	0.0	0.0	0.0
6.9	5.53481737354e-15	9.80873587813	2.18172952647e-19	0.994189595946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75132892411e-13	0.99216656957	1.08452639819e-17	0.994189595946	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9770962898	0.1	-1000.0	0.0	1000.0	0.0	0.0	-2.18172952647e-18	0.0	5.53481737354e-14	14.9770962898	2.18172952647e-18	9.94189595946	0.02	0.994189595946	0.0	0.0	0.0	0.0
7.0	-5.37458499272e-17	9.70435128032	-2.11856868635e-21	1.098788186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.95276524733e-15	1.09652831662	-1.1639291219e-19	1.098788186	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9768503068	0.1	-1000.0	0.0	1000.0	5.37458499272e-16	0.0	2.11856868635e-20	0.0	-5.37458499272e-16	14.9768503068	-2.11856868635e-20	10.98788186	0.02	1.098788186	0.0	0.0	0.0	0.0
7.1	5.91661925324e-19	9.58898710519	2.33222924112e-23	1.21439155779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59254623588e-17	1.21186394162	1.41611975062e-21	1.21439155779	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9765722301	0.1	-1000.0	0.0	1000.0	0.0	0.0	-2.33222924112e-22	0.0	5.91661925324e-18	14.9765722301	2.33222924112e-22	12.1439155779	0.02	1.21439155779	0.0	0.0	0.0	0.0
7.2	-6.57746625218e-21	9.46148888082	-2.59272372773e-25	1.34215751053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.4139978653e-19	1.33932639924	-1.73992181194e-23	1.34215751053	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9762570291	0.1	-1000.0	0.0	1000.0	6.57746625218e-20	0.0	2.59272372773e-24	0.0	-6.57746625218e-20	14.9762570291	-2.59272372773e-24	13.4215751053	0.02	1.34215751053	0.0	0.0	0.0	0.0
7.3	6.83994807397e-23	9.3205808606	2.69618953378e-27	1.48336564994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07307201017e-21	1.48018947563	1.99971747007e-25	1.48336564994	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9758986609	0.1	-1000.0	0.0	1000.0	0.0	0.0	-2.69618953378e-26	0.0	6.83994807397e-22	14.9758986609	2.69618953378e-26	14.8336564994	0.02	1.48336564994	0.0	0.0	0.0	0.0
7.4	-6.27264829388e-25	9.16485332013	-2.47256974705e-29	1.63943020115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.14178452709e-23	1.63586034512	-2.02680275888e-27	1.63943020115	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9754898044	0.1	-1000.0	0.0	1000.0	6.27264829388e-24	0.0	2.47256974705e-28	0.0	-6.27264829388e-24	14.9754898044	-2.47256974705e-28	16.3943020115	0.02	1.63943020115	0.0	0.0	0.0	0.0
7.5	4.82275621947e-27	8.99274853687	1.90104730362e-31	1.81191416855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36921016276e-25	1.80789338807	1.72226727226e-29	1.81191416855	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9750215052	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.90104730362e-30	0.0	4.82275621947e-26	14.9750215052	1.90104730362e-30	18.1191416855	0.02	1.81191416855	0.0	0.0	0.0	0.0
7.6	-2.96469556307e-29	8.80254532154	-1.16863184656e-33	2.00254498397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.96846811442e-27	1.99800537571	-1.17011892122e-31	2.00254498397	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9744826942	0.1	-1000.0	0.0	1000.0	2.96469556307e-28	0.0	1.16863184656e-32	0.0	-2.96469556307e-28	14.9744826942	-1.16863184656e-32	20.0254498397	0.02	2.00254498397	0.0	0.0	0.0	0.0
7.7	1.38791036823e-31	8.59234196011	5.4709032411e-36	2.21323179878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53588368041e-29	2.2080921241	6.05418851063e-34	2.21323179878	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9738595259	0.1	-1000.0	0.0	1000.0	0.0	0.0	-5.4709032411e-35	0.0	1.38791036823e-30	14.9738595259	5.4709032411e-35	22.1323179878	0.02	2.21323179878	0.0	0.0	0.0	0.0
7.8	-4.68196352661e-34	8.36003741595	-1.84554925295e-38	2.44608459188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.72623942109e-32	2.44024670723	-2.2571847956e-36	2.44608459188	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9731344484	0.1	-1000.0	0.0	1000.0	4.68196352661e-33	0.0	1.84554925295e-37	0.0	-4.68196352661e-33	14.9731344484	-1.84554925295e-37	24.4608459188	0.02	2.44608459188	0.0	0.0	0.0	0.0
7.9	1.06886253072e-36	8.10330923697	4.21327170506e-41	2.70343669051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44480109133e-34	2.69678069205	5.69515665727e-39	2.70343669051	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9722848695	0.1	-1000.0	0.0	1000.0	0.0	0.0	-4.21327170506e-40	0.0	1.06886253072e-35	14.9722848695	4.21327170506e-40	27.0343669051	0.02	2.70343669051	0.0	0.0	0.0	0.0
8.0	-1.47994318429e-39	7.81959477204	-5.83368072531e-44	2.98786409983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.21093455506e-37	2.98024160354	-8.7151226045e-42	2.98786409983	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9712812205	0.1	-1000.0	0.0	1000.0	1.47994318429e-38	0.0	5.83368072531e-43	0.0	-1.47994318429e-38	14.9712812205	-5.83368072531e-43	29.8786409983	0.02	2.98786409983	0.0	0.0	0.0	0.0
8.1	1.08472252235e-42	7.50606246052	4.275789056e-47	3.30221504483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79099351638e-40	3.29343963255	7.05978747461e-45	3.30221504483	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9700840139	0.1	-1000.0	0.0	1000.0	0.0	0.0	-4.275789056e-46	0.0	1.08472252235e-41	14.9700840139	4.275789056e-46	33.0221504483	0.02	3.30221504483	0.0	0.0	0.0	0.0
8.2	-3.15763205835e-46	7.15958572201	-1.24468408464e-50	3.64963723268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.76210576363e-44	3.63947052565	-2.27132268912e-48	3.64963723268	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9686393042	0.1	-1000.0	0.0	1000.0	3.15763205835e-45	0.0	1.24468408464e-49	0.0	-3.15763205835e-45	14.9686393042	-1.24468408464e-49	36.4963723268	0.02	3.64963723268	0.0	0.0	0.0	0.0
8.3	5.57772015623e-51	6.77671325856	2.1986410629e-55	4.03360927037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12491718648e-48	4.02173997674	4.43422948676e-53	4.03360927037	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9668713929	0.1	-1000.0	0.0	1000.0	0.0	0.0	-2.1986410629e-54	0.0	5.57772015623e-50	14.9668713929	2.1986410629e-54	40.3360927037	0.02	4.03360927037	0.0	0.0	0.0	0.0
8.4	-3.15161773138e-54	6.35363638898	-1.24231334026e-58	4.45797596895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.02491805489e-52	4.44398716979	-2.76910150838e-56	4.45797596895	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9646706161	0.1	-1000.0	0.0	1000.0	3.15161773138e-53	0.0	1.24231334026e-57	0.0	-3.15161773138e-53	14.9646706161	-1.24231334026e-57	44.5797596895	0.02	4.45797596895	0.0	0.0	0.0	0.0
8.5	4.31159255135e-58	5.88615542127	1.69955540256e-62	4.9269862154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06215785335e-55	4.91030197375	4.18684302037e-60	4.9269862154	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9618718736	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.69955540256e-61	0.0	4.31159255135e-57	14.9618718736	1.69955540256e-61	49.269862154	0.02	4.9269862154	0.0	0.0	0.0	0.0
8.6	7.17096239583e-62	5.36964392034	2.82666966695e-66	5.44533580038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95241491286e-59	5.42512913782	7.69608276666e-64	5.44533580038	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9582145072	0.1	-1000.0	0.0	1000.0	0.0	0.0	-2.82666966695e-65	0.0	7.17096239583e-61	14.9582145072	2.82666966695e-65	54.4533580038	0.02	5.44533580038	0.0	0.0	0.0	0.0
8.7	2.62590916874e-65	4.7990137887	1.03508809361e-69	6.01821511584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.90164312607e-63	5.99323815839	3.11469140558e-67	6.01821511584	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.953261455	0.1	-1000.0	0.0	1000.0	0.0	0.0	-1.03508809361e-68	0.0	2.62590916874e-64	14.953261455	1.03508809361e-68	60.1821511584	0.02	6.01821511584	0.0	0.0	0.0	0.0
8.8	7.57140355549e-69	4.16871369372	2.98451666399e-73	6.65133415882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51799675494e-66	6.61957579744	9.92550881738e-71	6.65133415882	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9462200293	0.1	-1000.0	0.0	1000.0	0.0	0.0	-2.98451666399e-72	0.0	7.57140355549e-68	14.9462200293	2.98451666399e-72	66.5133415882	0.02	6.65133415882	0.0	0.0	0.0	0.0
8.9	1.91227793231e-72	3.47266410282	7.53786971409e-77	7.35104311125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02861876054e-70	7.30894892243	2.77056026176e-74	7.35104311125	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9354869066	0.1	-1000.0	0.0	1000.0	0.0	0.0	-7.53786971409e-76	0.0	1.91227793231e-71	14.9354869066	7.53786971409e-76	73.5104311125	0.02	7.35104311125	0.0	0.0	0.0	0.0
9.0	-6.87592192926e-76	2.70436112664	-2.71036980518e-80	8.12436439254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.7931247644e-73	8.06472204694	-1.10100159679e-77	8.12436439254	0.015	15.0	0.1	0.0	0.0	-1000.0	0.0	1000.0	10.0	15.0	1000.0	14.9172599778	0.1	-1000.0	0.0	1000.0	6.87592192926e-75	0.0	2.71036980518e-79	0.0	-6.87592192926e-75	14.9172599778	-2.71036980518e-79	81.2436439254	0.02	8.12436439254	0.0	0.0	0.0	0.0
