	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
BIOMD0000000001	1	0	1	0	8	9	0	1	0	0	17	17	L2V4	26	35	0	17	0	0	0	0	12	0	R28	2014-09-16	curated
BIOMD0000000002	1	0	0	0	0	0	0	0	0	0	17	17	L2V4	17	34	0	17	0	0	0	0	13	0	R28	2014-09-16	curated
BIOMD0000000003	1	0	0	0	0	0	0	0	0	0	7	7	L2V4	9	5	10	7	2	0	2	0	3	0	R28	2014-09-16	curated
BIOMD0000000004	1	0	0	0	0	0	0	0	0	0	7	7	L2V4	9	5	10	7	2	0	2	0	5	0	R28	2014-09-16	curated
BIOMD0000000005	1	0	0	0	0	0	0	0	0	0	9	9	L2V4	11	0	10	9	2	0	2	0	9	0	R28	2014-09-16	curated
BIOMD0000000006	1	0	0	0	0	0	0	0	0	0	3	3	L2V4	7	5	0	3	4	0	2	2	4	0	R28	2014-09-16	curated
BIOMD0000000007	1	0	2	1	3	6	0	2	0	0	25	25	L2V3	46	49	0	25	15	0	14	1	22	1	R28	2014-09-16	curated
BIOMD0000000008	1	0	0	0	0	0	0	0	0	0	13	13	L2V4	15	5	18	13	2	0	2	0	5	0	R28	2014-09-16	curated
BIOMD0000000009	1	0	0	0	0	0	0	0	0	0	20	20	L2V4	24	1	30	20	4	0	4	0	26	1	R28	2014-09-16	curated
BIOMD0000000010	1	0	0	0	0	0	0	0	0	0	10	10	L2V4	10	0	22	10	0	0	0	0	8	1	R28	2014-09-16	curated
BIOMD0000000011	1	0	0	0	0	0	0	0	0	0	30	30	L2V4	30	0	30	30	0	0	0	0	22	1	R28	2014-09-16	curated
BIOMD0000000012	1	0	0	0	0	0	0	0	0	0	12	12	L2V3	21	16	0	12	9	0	9	0	6	3	R28	2014-09-16	curated
BIOMD0000000013	2	0	0	0	0	0	0	0	0	0	21	21	L2V1	21	1	76	21	0	0	0	0	27	1	R28	2014-09-16	curated
BIOMD0000000014	1	0	0	0	0	0	0	0	0	0	300	300	L2V1	300	0	300	300	0	0	0	0	86	0	R28	2014-09-16	curated
BIOMD0000000015	1	0	0	0	0	0	0	0	0	0	37	37	L2V1	37	0	111	37	0	0	0	0	18	2	R28	2014-09-16	curated
BIOMD0000000016	3	0	0	0	0	0	0	0	0	0	10	10	L2V1	11	0	18	10	1	0	1	0	7	2	R28	2014-09-16	curated
BIOMD0000000017	1	0	0	0	0	0	0	0	0	0	14	14	L2V4	14	0	71	14	0	0	0	0	19	2	R28	2014-09-16	curated
BIOMD0000000018	2	0	0	0	0	0	0	0	0	0	47	47	L2V1	49	1	106	47	2	0	2	0	33	2	R28	2014-09-16	curated
BIOMD0000000019	3	0	0	0	0	0	0	0	0	0	125	125	L2V4	133	90	0	125	8	0	8	0	100	7	R28	2014-09-16	curated
BIOMD0000000020	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	18	27	0	0	18	0	14	4	0	2	R28	2014-09-16	curated
BIOMD0000000021	2	0	0	0	0	0	0	0	0	0	24	24	L2V1	26	4	44	24	2	0	2	0	10	2	R28	2014-09-16	curated
BIOMD0000000022	3	0	0	0	0	0	0	0	0	0	32	32	L2V1	32	0	66	32	0	0	0	0	13	2	R28	2014-09-16	curated
BIOMD0000000023	1	0	0	0	0	0	0	0	0	0	11	11	L2V4	11	0	54	11	0	0	0	0	13	2	R28	2014-09-16	curated
BIOMD0000000024	1	0	0	0	0	0	0	0	0	0	4	4	L2V1	4	0	8	4	0	0	0	0	3	1	R28	2014-09-16	curated
BIOMD0000000025	1	0	0	0	0	0	0	0	0	0	4	4	L2V4	7	10	0	4	3	0	3	0	4	5	R28	2014-09-16	curated
BIOMD0000000026	1	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	16	0	10	0	0	0	0	11	1	R28	2014-09-16	curated
BIOMD0000000027	1	0	0	0	0	0	0	0	0	0	4	4	L2V4	4	9	0	4	0	0	0	0	5	1	R28	2014-09-16	curated
BIOMD0000000028	1	0	0	0	0	0	0	0	0	0	17	17	L2V4	17	27	0	17	0	0	0	0	16	1	R28	2014-09-16	curated
BIOMD0000000029	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	15	0	7	0	0	0	0	6	1	R28	2014-09-16	curated
BIOMD0000000030	1	0	0	0	0	0	0	0	0	0	20	20	L2V1	20	32	0	20	0	0	0	0	18	1	R28	2014-09-16	curated
BIOMD0000000031	1	0	0	0	0	0	0	0	0	0	4	4	L2V4	4	9	0	4	0	0	0	0	6	1	R28	2014-09-16	curated
BIOMD0000000032	2	0	0	0	0	0	0	0	0	0	47	47	L2V4	47	0	47	47	0	0	0	0	37	6	R28	2014-09-16	curated
BIOMD0000000033	1	0	0	0	0	0	0	0	0	0	26	26	L2V1	26	48	0	26	0	0	0	0	32	2	R28	2014-09-16	curated
BIOMD0000000034	2	0	0	0	0	0	0	0	0	0	22	22	L2V1	28	45	0	22	6	0	0	6	9	2	R28	2014-09-16	curated
BIOMD0000000035	1	0	0	0	0	0	0	0	0	0	16	16	L2V3	16	0	16	16	0	0	0	0	10	1	R28	2014-09-16	curated
BIOMD0000000036	2	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	1	10	5	0	0	0	0	3	1	R28	2014-09-16	curated
BIOMD0000000037	1	0	0	0	0	0	0	0	0	0	12	12	L2V1	12	0	12	12	0	0	0	0	12	1	R28	2014-09-16	curated
BIOMD0000000038	1	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	0	20	10	0	0	0	0	17	2	R28	2014-09-16	curated
BIOMD0000000039	3	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	0	11	7	0	0	0	0	5	1	R28	2014-09-16	curated
BIOMD0000000040	1	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	1	5	5	0	0	0	0	5	0	R28	2014-09-16	curated
BIOMD0000000041	2	0	0	0	0	0	0	0	0	0	9	9	L2V1	9	0	25	9	0	0	0	0	10	1	R28	2014-09-16	curated
BIOMD0000000042	1	0	0	0	0	0	0	0	0	0	25	25	L2V4	25	25	0	25	0	0	0	0	15	2	R28	2014-09-16	curated
BIOMD0000000043	3	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	3	10	7	0	0	0	0	5	2	R28	2014-09-16	curated
BIOMD0000000044	3	0	0	0	0	0	0	0	0	0	8	8	L2V4	8	1	16	8	0	0	0	0	4	2	R28	2014-09-16	curated
BIOMD0000000045	4	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	1	14	8	0	0	0	0	4	2	R28	2014-09-16	curated
BIOMD0000000046	1	0	0	0	0	0	0	0	0	0	15	15	L2V1	15	0	15	15	0	0	0	0	16	1	R28	2014-09-16	curated
BIOMD0000000047	2	0	0	0	0	0	0	0	0	0	3	3	L2V1	7	13	4	3	4	0	3	1	2	2	R28	2014-09-16	curated
BIOMD0000000048	1	0	0	0	0	0	0	0	0	0	25	25	L2V1	25	0	50	25	0	0	0	0	23	1	R28	2014-09-16	curated
BIOMD0000000049	2	0	0	0	0	0	0	0	0	0	150	150	L2V1	150	0	234	150	0	0	0	0	99	1	R28	2014-09-16	curated
BIOMD0000000050	1	0	0	0	0	0	0	0	0	0	16	16	L2V4	16	0	16	16	0	0	0	0	14	2	R28	2014-09-16	curated
BIOMD0000000051	2	0	0	0	0	0	0	0	0	0	48	48	L2V1	55	7	135	48	7	0	7	0	18	5	R28	2014-09-16	curated
BIOMD0000000052	1	0	0	0	0	0	0	0	0	0	11	11	L2V1	11	0	11	11	0	0	0	0	11	2	R28	2014-09-16	curated
BIOMD0000000053	1	0	0	0	0	0	0	0	0	0	12	12	L2V3	14	2	29	12	2	0	2	0	6	1	R28	2014-09-16	curated
BIOMD0000000054	1	0	0	0	0	0	0	0	0	0	5	5	L2V1	7	10	0	5	2	0	2	0	3	2	R28	2014-09-16	curated
BIOMD0000000055	1	0	0	0	0	0	0	0	1	0	32	32	L2V4	33	65	2	32	0	0	0	0	13	2	R28	2014-09-16	curated
BIOMD0000000056	1	0	4	0	10	14	0	4	5	0	94	94	L2V1	148	163	1	94	35	0	35	0	54	1	R28	2014-09-16	curated
BIOMD0000000057	1	0	0	0	0	0	0	0	0	0	5	5	L2V1	13	27	6	5	8	0	8	0	6	1	R28	2014-09-16	curated
BIOMD0000000058	1	0	0	0	0	0	0	0	0	0	11	11	L2V1	19	16	13	11	8	0	8	0	4	1	R28	2014-09-16	curated
BIOMD0000000059	2	0	0	0	0	0	0	0	0	0	18	18	L2V1	55	97	0	18	37	0	35	2	6	17	R28	2014-09-16	curated
BIOMD0000000060	1	0	0	0	0	0	0	0	0	0	3	3	L2V3	4	1	10	3	1	0	1	0	4	5	R28	2014-09-16	curated
BIOMD0000000061	2	0	0	0	0	0	0	0	0	0	24	24	L2V1	24	0	69	24	0	0	0	0	25	7	R28	2014-09-16	curated
BIOMD0000000062	1	0	0	0	0	0	0	0	0	0	5	5	L2V4	11	8	10	5	6	0	6	0	4	5	R28	2014-09-16	curated
BIOMD0000000063	2	0	0	0	0	0	0	0	0	0	8	8	L2V4	10	6	55	8	2	0	2	0	9	5	R28	2014-09-16	curated
BIOMD0000000064	2	0	0	0	0	0	0	0	3	0	17	17	L2V1	23	15	70	17	3	0	3	0	26	6	R28	2014-09-16	curated
BIOMD0000000065	1	0	0	0	0	0	0	0	0	0	16	16	L2V4	16	23	0	16	0	0	0	0	9	2	R28	2014-09-16	curated
BIOMD0000000066	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	0	47	7	0	0	0	0	11	7	R28	2014-09-16	curated
BIOMD0000000067	1	0	0	0	0	0	0	0	0	0	13	13	L2V1	13	21	0	13	0	0	0	0	8	0	R28	2014-09-16	curated
BIOMD0000000068	1	0	0	0	0	0	0	0	0	0	3	3	L2V1	3	0	6	3	0	0	0	0	9	4	R28	2014-09-16	curated
BIOMD0000000069	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	9	20	0	7	2	0	2	0	10	0	R28	2014-09-16	curated
BIOMD0000000070	1	0	0	0	0	0	0	0	0	0	38	38	L2V1	38	0	166	38	0	0	0	0	45	6	R28	2014-09-16	curated
BIOMD0000000071	4	0	0	0	0	0	0	0	0	0	14	14	L2V1	27	12	60	14	13	0	13	0	27	6	R28	2014-09-16	curated
BIOMD0000000072	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	0	8	7	0	0	0	0	7	1	R28	2014-09-16	curated
BIOMD0000000073	1	0	0	0	0	0	0	0	4	0	48	48	L2V1	52	0	80	48	0	0	0	0	16	2	R28	2014-09-16	curated
BIOMD0000000074	1	0	0	0	0	0	0	0	4	0	57	57	L2V1	61	0	95	57	0	0	0	0	19	2	R28	2014-09-16	curated
BIOMD0000000075	5	0	0	0	0	0	0	0	0	0	8	8	L2V1	15	24	12	8	7	0	7	0	13	16	R28	2014-09-16	curated
BIOMD0000000076	1	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	18	2	0	0	0	0	3	4	R28	2014-09-16	curated
BIOMD0000000077	1	0	1	0	1	2	0	1	0	0	5	5	L2V4	8	2	8	5	1	0	1	0	8	3	R28	2014-09-16	curated
BIOMD0000000078	1	0	0	0	0	0	0	0	5	0	48	48	L2V1	55	2	79	48	2	0	2	0	16	2	R28	2014-09-16	curated
BIOMD0000000079	1	0	0	0	0	0	0	0	5	0	6	6	L2V4	11	0	11	6	0	0	0	0	3	2	R28	2014-09-16	curated
BIOMD0000000080	1	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	0	10	6	0	0	0	0	10	0	R28	2014-09-16	curated
