time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	dummy_EX_Ac	dummy_EX_Glcxt	dummy_EX_O2	dummy_EX_X	fba__v1	fba__v2	fba__v3	fba__v4	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	vO2_transfer	EX_Ac	EX_Glcxt	EX_O2	EX_X	O2_ref	Y	bounds__Km_EX_Glcxt	bounds__Vmax_EX_Glcxt	bounds__Vmax_EX_O2	bounds__lb_default	bounds__lb_kin_EX_Glcxt	bounds__lb_kin_EX_O2	bounds__ub_default	bounds__zero	dt	fba__lb_default	fba__ub_default	fba__zero	kLa	lb_EX_Ac	lb_EX_Glcxt	lb_EX_O2	lb_EX_X	ub_EX_Ac	ub_EX_Glcxt	ub_EX_O2	ub_EX_X
1.0	6.22230954047	0.831786324905	0.0899999828173	0.558591679503	0.0	0.0	0.0	0.0	0.0	0.0	0.0696593876195	0.0	0.481510120894	-5.83590266523	9.91841743167	0.899999288044	-0.551169508513	0.90000012887	5.83590266523	-9.91841743167	-0.899999288044	0.551169508513	0.21	0.558591679503	0.015	10.0	15.0	-1000.0	-9.82285968067	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-62.2230954047	-8.31786324905	-0.899999828173	-5.58591679503	1000.0	1000.0	1000.0	1000.0
1.1	6.70502242017	4.4408920985e-16	0.0899999954199	0.6053854178	0.0	0.0	0.0	0.0	0.0	0.0	0.0696594294251	0.0	0.398277953546	-4.82712879698	8.31786324905	0.899999828173	-0.467937382971	0.900000034351	4.82712879698	-8.31786324905	-0.899999828173	0.467937382971	0.21	0.6053854178	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-67.0502242017	-4.4408920985e-15	-0.899999954199	-6.053854178	1000.0	1000.0	1000.0	1000.0
1.2	6.60363099676	4.4408920985e-16	0.0899999987792	0.607956846241	0.0	0.0	0.0	0.0	0.0	0.0257142844057	0.0	0.0	0.0	1.01391423412	0.0	0.899999954199	-0.0257142844057	0.900000009156	-1.01391423412	0.0	-0.899999954199	0.0257142844057	0.21	0.607956846241	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-66.0363099676	-4.4408920985e-15	-0.899999987792	-6.07956846241	1000.0	1000.0	1000.0	1000.0
1.3	6.50223956956	4.4408920985e-16	0.0899999996746	0.610528274777	0.0	0.0	0.0	0.0	0.0	0.0257142853655	0.0	0.0	0.0	1.01391427196	0.0	0.899999987792	-0.0257142853655	0.900000002441	-1.01391427196	0.0	-0.899999987792	0.0257142853655	0.21	0.610528274777	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-65.0223956956	-4.4408920985e-15	-0.899999996746	-6.10528274777	1000.0	1000.0	1000.0	1000.0
1.4	6.40084814136	4.4408920985e-16	0.0899999999133	0.613099703339	0.0	0.0	0.0	0.0	0.0	0.0257142856213	0.0	0.0	0.0	1.01391428205	0.0	0.899999996746	-0.0257142856213	0.900000000651	-1.01391428205	0.0	-0.899999996746	0.0257142856213	0.21	0.613099703339	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-64.0084814136	-4.4408920985e-15	-0.899999999133	-6.13099703339	1000.0	1000.0	1000.0	1000.0
1.5	6.29945671288	4.4408920985e-16	0.0899999999769	0.615671131908	0.0	0.0	0.0	0.0	0.0	0.0257142856895	0.0	0.0	0.0	1.01391428474	0.0	0.899999999133	-0.0257142856895	0.900000000173	-1.01391428474	0.0	-0.899999999133	0.0257142856895	0.21	0.615671131908	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-62.9945671288	-4.4408920985e-15	-0.899999999769	-6.15671131908	1000.0	1000.0	1000.0	1000.0
1.6	6.19806528434	4.4408920985e-16	0.0899999999938	0.618242560479	0.0	0.0	0.0	0.0	0.0	0.0257142857077	0.0	0.0	0.0	1.01391428545	0.0	0.899999999769	-0.0257142857077	0.900000000046	-1.01391428545	0.0	-0.899999999769	0.0257142857077	0.21	0.618242560479	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-61.9806528434	-4.4408920985e-15	-0.899999999938	-6.18242560479	1000.0	1000.0	1000.0	1000.0
1.7	6.09667385577	4.4408920985e-16	0.0899999999984	0.62081398905	0.0	0.0	0.0	0.0	0.0	0.0257142857125	0.0	0.0	0.0	1.01391428564	0.0	0.899999999938	-0.0257142857125	0.900000000012	-1.01391428564	0.0	-0.899999999938	0.0257142857125	0.21	0.62081398905	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-60.9667385577	-4.4408920985e-15	-0.899999999984	-6.2081398905	1000.0	1000.0	1000.0	1000.0
1.8	5.9952824272	4.4408920985e-16	0.0899999999996	0.623385417622	0.0	0.0	0.0	0.0	0.0	0.0257142857138	0.0	0.0	0.0	1.0139142857	0.0	0.899999999984	-0.0257142857138	0.900000000003	-1.0139142857	0.0	-0.899999999984	0.0257142857138	0.21	0.623385417622	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-59.952824272	-4.4408920985e-15	-0.899999999996	-6.23385417622	1000.0	1000.0	1000.0	1000.0
1.9	5.89389099863	4.4408920985e-16	0.0899999999999	0.625956846193	0.0	0.0	0.0	0.0	0.0	0.0257142857142	0.0	0.0	0.0	1.01391428571	0.0	0.899999999996	-0.0257142857142	0.900000000001	-1.01391428571	0.0	-0.899999999996	0.0257142857142	0.21	0.625956846193	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-58.9389099863	-4.4408920985e-15	-0.899999999999	-6.25956846193	1000.0	1000.0	1000.0	1000.0
2.0	5.79249957006	4.4408920985e-16	0.09	0.628528274764	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.899999999999	-0.0257142857143	0.9	-1.01391428571	0.0	-0.899999999999	0.0257142857143	0.21	0.628528274764	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-57.9249957006	-4.4408920985e-15	-0.9	-6.28528274764	1000.0	1000.0	1000.0	1000.0
2.1	5.69110814149	4.4408920985e-16	0.09	0.631099703336	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.631099703336	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-56.9110814149	-4.4408920985e-15	-0.9	-6.31099703336	1000.0	1000.0	1000.0	1000.0
2.2	5.58971671292	4.4408920985e-16	0.09	0.633671131907	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.633671131907	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-55.8971671292	-4.4408920985e-15	-0.9	-6.33671131907	1000.0	1000.0	1000.0	1000.0
2.3	5.48832528435	4.4408920985e-16	0.09	0.636242560479	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.636242560479	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-54.8832528435	-4.4408920985e-15	-0.9	-6.36242560479	1000.0	1000.0	1000.0	1000.0
2.4	5.38693385578	4.4408920985e-16	0.09	0.63881398905	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.63881398905	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-53.8693385578	-4.4408920985e-15	-0.9	-6.3881398905	1000.0	1000.0	1000.0	1000.0
2.5	5.28554242721	4.4408920985e-16	0.09	0.641385417622	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.641385417622	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-52.8554242721	-4.4408920985e-15	-0.9	-6.41385417622	1000.0	1000.0	1000.0	1000.0
2.6	5.18415099863	4.4408920985e-16	0.09	0.643956846193	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.643956846193	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-51.8415099863	-4.4408920985e-15	-0.9	-6.43956846193	1000.0	1000.0	1000.0	1000.0
2.7	5.08275957006	4.4408920985e-16	0.09	0.646528274764	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.646528274764	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-50.8275957006	-4.4408920985e-15	-0.9	-6.46528274764	1000.0	1000.0	1000.0	1000.0
2.8	4.98136814149	4.4408920985e-16	0.09	0.649099703336	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.649099703336	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-49.8136814149	-4.4408920985e-15	-0.9	-6.49099703336	1000.0	1000.0	1000.0	1000.0
2.9	4.87997671292	4.4408920985e-16	0.09	0.651671131907	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.651671131907	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-48.7997671292	-4.4408920985e-15	-0.9	-6.51671131907	1000.0	1000.0	1000.0	1000.0
3.0	4.77858528435	4.4408920985e-16	0.09	0.654242560479	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.654242560479	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-47.7858528435	-4.4408920985e-15	-0.9	-6.54242560479	1000.0	1000.0	1000.0	1000.0
3.1	4.67719385578	4.4408920985e-16	0.09	0.65681398905	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.65681398905	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-46.7719385578	-4.4408920985e-15	-0.9	-6.5681398905	1000.0	1000.0	1000.0	1000.0
3.2	4.57580242721	4.4408920985e-16	0.09	0.659385417622	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.659385417622	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-45.7580242721	-4.4408920985e-15	-0.9	-6.59385417622	1000.0	1000.0	1000.0	1000.0
3.3	4.47441099863	4.4408920985e-16	0.09	0.661956846193	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.661956846193	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-44.7441099863	-4.4408920985e-15	-0.9	-6.61956846193	1000.0	1000.0	1000.0	1000.0
3.4	4.37301957006	4.4408920985e-16	0.09	0.664528274764	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.664528274764	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-43.7301957006	-4.4408920985e-15	-0.9	-6.64528274764	1000.0	1000.0	1000.0	1000.0
3.5	4.27162814149	4.4408920985e-16	0.09	0.667099703336	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.667099703336	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-42.7162814149	-4.4408920985e-15	-0.9	-6.67099703336	1000.0	1000.0	1000.0	1000.0
3.6	4.17023671292	4.4408920985e-16	0.09	0.669671131907	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.669671131907	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-41.7023671292	-4.4408920985e-15	-0.9	-6.69671131907	1000.0	1000.0	1000.0	1000.0
3.7	4.06884528435	4.4408920985e-16	0.09	0.672242560479	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.672242560479	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-40.6884528435	-4.4408920985e-15	-0.9	-6.72242560479	1000.0	1000.0	1000.0	1000.0
3.8	3.96745385578	4.4408920985e-16	0.09	0.67481398905	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.67481398905	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-39.6745385578	-4.4408920985e-15	-0.9	-6.7481398905	1000.0	1000.0	1000.0	1000.0
3.9	3.86606242721	4.4408920985e-16	0.09	0.677385417622	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.677385417622	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-38.6606242721	-4.4408920985e-15	-0.9	-6.77385417622	1000.0	1000.0	1000.0	1000.0
4.0	3.76467099863	4.4408920985e-16	0.09	0.679956846193	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.679956846193	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-37.6467099863	-4.4408920985e-15	-0.9	-6.79956846193	1000.0	1000.0	1000.0	1000.0
4.1	3.66327957006	4.4408920985e-16	0.09	0.682528274764	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.682528274764	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-36.6327957006	-4.4408920985e-15	-0.9	-6.82528274764	1000.0	1000.0	1000.0	1000.0
4.2	3.56188814149	4.4408920985e-16	0.09	0.685099703336	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.685099703336	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-35.6188814149	-4.4408920985e-15	-0.9	-6.85099703336	1000.0	1000.0	1000.0	1000.0
4.3	3.46049671292	4.4408920985e-16	0.09	0.687671131907	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.687671131907	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-34.6049671292	-4.4408920985e-15	-0.9	-6.87671131907	1000.0	1000.0	1000.0	1000.0
4.4	3.35910528435	4.4408920985e-16	0.09	0.690242560479	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.690242560479	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-33.5910528435	-4.4408920985e-15	-0.9	-6.90242560479	1000.0	1000.0	1000.0	1000.0
4.5	3.25771385578	4.4408920985e-16	0.09	0.69281398905	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.69281398905	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-32.5771385578	-4.4408920985e-15	-0.9	-6.9281398905	1000.0	1000.0	1000.0	1000.0
4.6	3.15632242721	4.4408920985e-16	0.09	0.695385417622	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.695385417622	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-31.5632242721	-4.4408920985e-15	-0.9	-6.95385417622	1000.0	1000.0	1000.0	1000.0
4.7	3.05493099863	4.4408920985e-16	0.09	0.697956846193	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.697956846193	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-30.5493099863	-4.4408920985e-15	-0.9	-6.97956846193	1000.0	1000.0	1000.0	1000.0
4.8	2.95353957006	4.4408920985e-16	0.09	0.700528274764	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.700528274764	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-29.5353957006	-4.4408920985e-15	-0.9	-7.00528274764	1000.0	1000.0	1000.0	1000.0
4.9	2.85214814149	4.4408920985e-16	0.09	0.703099703336	0.0	0.0	0.0	0.0	0.0	0.0257142857143	0.0	0.0	0.0	1.01391428571	0.0	0.9	-0.0257142857143	0.9	-1.01391428571	0.0	-0.9	0.0257142857143	0.21	0.703099703336	0.015	10.0	15.0	-1000.0	-2.96059473233e-13	-15.0	1000.0	0.0	0.1	-1000.0	1000.0	0.0	7.5	-28.5214814149	-4.4408920985e-15	-0.9	-7.03099703336	1000.0	1000.0	1000.0	1000.0
