	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
MODEL1302010002	1	0	0	0	0	0	0	0	0	0	1930	1930	L2V4	1930	0	1930	1930	0	0	0	0	1785	0	R29	2015-04-16	non_curated
MODEL1302010003	1	0	0	0	0	0	0	0	0	0	1772	1772	L2V4	1772	0	1772	1772	0	0	0	0	1666	0	R29	2015-04-16	non_curated
MODEL1302010004	1	0	0	0	0	0	0	0	0	0	1703	1703	L2V4	1703	0	1703	1703	0	0	0	0	1639	0	R29	2015-04-16	non_curated
MODEL1302010005	1	0	0	0	0	0	0	0	0	0	2226	2226	L2V4	2226	0	2226	2226	0	0	0	0	2049	0	R29	2015-04-16	non_curated
MODEL1302010006	1	0	0	0	0	0	0	0	0	0	2080	2080	L2V4	2080	0	2080	2080	0	0	0	0	1929	0	R29	2015-04-16	non_curated
MODEL1302010007	1	0	0	0	0	0	0	0	0	0	2139	2139	L2V4	2139	0	2139	2139	0	0	0	0	1970	0	R29	2015-04-16	non_curated
MODEL1302010008	1	0	0	0	0	0	0	0	0	0	2453	2453	L2V4	2453	0	2453	2453	0	0	0	0	2242	0	R29	2015-04-16	non_curated
MODEL1302010009	1	0	0	0	0	0	0	0	0	0	2152	2152	L2V4	2152	0	2152	2152	0	0	0	0	2003	0	R29	2015-04-16	non_curated
MODEL1302010010	1	0	0	0	0	0	0	0	0	0	2242	2242	L2V4	2242	0	2242	2242	0	0	0	0	2065	0	R29	2015-04-16	non_curated
MODEL1302010011	1	0	0	0	0	0	0	0	0	0	1760	1760	L2V4	1760	0	1760	1760	0	0	0	0	1668	0	R29	2015-04-16	non_curated
MODEL1302010012	1	0	0	0	0	0	0	0	0	0	2118	2118	L2V4	2118	0	2118	2118	0	0	0	0	1950	0	R29	2015-04-16	non_curated
MODEL1302010013	1	0	0	0	0	0	0	0	0	0	1797	1797	L2V4	1797	0	1797	1797	0	0	0	0	1695	0	R29	2015-04-16	non_curated
MODEL1302010014	1	0	0	0	0	0	0	0	0	0	2346	2346	L2V4	2346	0	2346	2346	0	0	0	0	2170	0	R29	2015-04-16	non_curated
MODEL1302010015	1	0	0	0	0	0	0	0	0	0	2401	2401	L2V4	2401	0	2401	2401	0	0	0	0	2206	0	R29	2015-04-16	non_curated
MODEL1302010016	1	0	0	0	0	0	0	0	0	0	2068	2068	L2V4	2068	0	2068	2068	0	0	0	0	1928	0	R29	2015-04-16	non_curated
MODEL1302010017	1	0	0	0	0	0	0	0	0	0	2249	2249	L2V4	2249	0	2249	2249	0	0	0	0	2068	0	R29	2015-04-16	non_curated
MODEL1302010018	1	0	0	0	0	0	0	0	0	0	2124	2124	L2V4	2124	0	2124	2124	0	0	0	0	1980	0	R29	2015-04-16	non_curated
MODEL1302010019	1	0	0	0	0	0	0	0	0	0	2145	2145	L2V4	2145	0	2145	2145	0	0	0	0	1985	0	R29	2015-04-16	non_curated
MODEL1302010020	1	0	0	0	0	0	0	0	0	0	2273	2273	L2V4	2273	0	2273	2273	0	0	0	0	2104	0	R29	2015-04-16	non_curated
MODEL1302010021	1	0	0	0	0	0	0	0	0	0	1609	1609	L2V4	1609	0	1609	1609	0	0	0	0	1548	0	R29	2015-04-16	non_curated
MODEL1302010022	1	0	0	0	0	0	0	0	0	0	1948	1948	L2V4	1948	0	1948	1948	0	0	0	0	1788	0	R29	2015-04-16	non_curated
MODEL1302010023	1	0	0	0	0	0	0	0	0	0	1965	1965	L2V4	1965	0	1965	1965	0	0	0	0	1856	0	R29	2015-04-16	non_curated
MODEL1302010024	1	0	0	0	0	0	0	0	0	0	2330	2330	L2V4	2330	0	2330	2330	0	0	0	0	2134	0	R29	2015-04-16	non_curated
MODEL1302010025	1	0	0	0	0	0	0	0	0	0	2107	2107	L2V4	2107	0	2107	2107	0	0	0	0	1964	0	R29	2015-04-16	non_curated
MODEL1302010026	1	0	0	0	0	0	0	0	0	0	2182	2182	L2V4	2182	0	2182	2182	0	0	0	0	2014	0	R29	2015-04-16	non_curated
MODEL1302010027	1	0	0	0	0	0	0	0	0	0	2173	2173	L2V4	2173	0	2173	2173	0	0	0	0	2006	0	R29	2015-04-16	non_curated
MODEL1302010028	1	0	0	0	0	0	0	0	0	0	1616	1616	L2V4	1616	0	1616	1616	0	0	0	0	1564	0	R29	2015-04-16	non_curated
MODEL1302010029	1	0	0	0	0	0	0	0	0	0	1694	1694	L2V4	1694	0	1694	1694	0	0	0	0	1613	0	R29	2015-04-16	non_curated
MODEL1302010030	1	0	0	0	0	0	0	0	0	0	536	536	L2V4	536	0	536	536	0	0	0	0	696	0	R29	2015-04-16	non_curated
MODEL1302010031	1	0	0	0	0	0	0	0	0	0	2363	2363	L2V4	2363	0	2363	2363	0	0	0	0	2174	0	R29	2015-04-16	non_curated
MODEL1302010032	1	0	0	0	0	0	0	0	0	0	2047	2047	L2V4	2047	0	2047	2047	0	0	0	0	1901	0	R29	2015-04-16	non_curated
MODEL1302010033	1	0	0	0	0	0	0	0	0	0	1604	1604	L2V4	1604	0	1604	1604	0	0	0	0	1552	0	R29	2015-04-16	non_curated
MODEL1302010034	1	0	0	0	0	0	0	0	0	0	2040	2040	L2V4	2040	0	2040	2040	0	0	0	0	1892	0	R29	2015-04-16	non_curated
MODEL1302010035	1	0	0	0	0	0	0	0	0	0	1789	1789	L2V4	1789	0	1789	1789	0	0	0	0	1694	0	R29	2015-04-16	non_curated
MODEL1302010036	1	0	0	0	0	0	0	0	0	0	2015	2015	L2V4	2015	0	2015	2015	0	0	0	0	1879	0	R29	2015-04-16	non_curated
MODEL1302010037	1	0	0	0	0	0	0	0	0	0	1621	1621	L2V4	1621	0	1621	1621	0	0	0	0	1571	0	R29	2015-04-16	non_curated
MODEL1302010038	1	0	0	0	0	0	0	0	0	0	1686	1686	L2V4	1686	0	1686	1686	0	0	0	0	1609	0	R29	2015-04-16	non_curated
MODEL1302010039	1	0	0	0	0	0	0	0	0	0	1978	1978	L2V4	1978	0	1978	1978	0	0	0	0	1843	0	R29	2015-04-16	non_curated
MODEL1302010040	1	0	0	0	0	0	0	0	0	0	2189	2189	L2V4	2189	0	2189	2189	0	0	0	0	2031	0	R29	2015-04-16	non_curated
MODEL1302010041	1	0	0	0	0	0	0	0	0	0	2162	2162	L2V4	2162	0	2162	2162	0	0	0	0	2001	0	R29	2015-04-16	non_curated
MODEL1302010042	1	0	0	0	0	0	0	0	0	0	1979	1979	L2V4	1979	0	1979	1979	0	0	0	0	1852	0	R29	2015-04-16	non_curated
MODEL1302010043	1	0	0	0	0	0	0	0	0	0	1952	1952	L2V4	1952	0	1952	1952	0	0	0	0	1841	0	R29	2015-04-16	non_curated
MODEL1302010044	1	0	0	0	0	0	0	0	0	0	2069	2069	L2V4	2069	0	2069	2069	0	0	0	0	1917	0	R29	2015-04-16	non_curated
MODEL1302010045	1	0	0	0	0	0	0	0	0	0	1946	1946	L2V4	1946	0	1946	1946	0	0	0	0	1828	0	R29	2015-04-16	non_curated
MODEL1302010046	1	0	0	0	0	0	0	0	0	0	1931	1931	L2V4	1931	0	1931	1931	0	0	0	0	1794	0	R29	2015-04-16	non_curated
MODEL1302010047	1	0	0	0	0	0	0	0	0	0	2200	2200	L2V4	2200	0	2200	2200	0	0	0	0	2018	0	R29	2015-04-16	non_curated
MODEL1302010048	1	0	0	0	0	0	0	0	0	0	1670	1670	L2V4	1670	0	1670	1670	0	0	0	0	1617	0	R29	2015-04-16	non_curated
MODEL1302180001	1	0	0	0	0	0	0	0	1	0	19	19	L3V1	20	34	0	19	0	0	0	0	19	0	R29	2015-04-16	non_curated
MODEL1302180002	1	0	0	0	0	0	0	0	1	0	20	20	L3V1	21	36	0	20	0	0	0	0	20	0	R29	2015-04-16	non_curated
MODEL1302200000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	140	0	0	0	0	109	0	R29	2015-04-16	non_curated
MODEL1303010000	1	0	0	0	0	0	0	0	0	0	59	59	L2V1	59	106	0	59	0	0	0	0	74	0	R29	2015-04-16	non_curated
MODEL1303060000	1	0	0	0	0	0	0	0	0	0	6	6	L2V4	6	19	0	6	0	0	0	0	6	0	R29	2015-04-16	non_curated
MODEL1303130001	1	0	0	0	0	0	0	0	1	0	14	14	L2V4	15	13	0	14	0	0	0	0	6	1	R29	2015-04-16	non_curated
MODEL1303140000	2	0	0	0	0	0	0	0	1	0	12	12	L2V4	13	0	12	12	0	0	0	0	5	3	R29	2015-04-16	non_curated
MODEL1303140001	3	0	0	0	0	0	0	0	0	0	62	0	L2V1	0	0	248	62	0	0	0	0	45	1	R29	2015-04-16	non_curated
MODEL1303260000	2	0	0	0	0	0	0	0	10	31	19	19	L2V4	65	7	86	19	5	0	5	0	46	6	R29	2015-04-16	non_curated
MODEL1303260001	2	0	0	0	0	0	0	0	10	31	19	19	L2V4	65	7	88	19	5	0	5	0	46	6	R29	2015-04-16	non_curated
MODEL1303260002	2	0	0	0	0	0	0	0	10	31	21	21	L2V4	67	8	97	21	5	0	5	0	46	6	R29	2015-04-16	non_curated
MODEL1303260003	2	0	0	0	0	0	0	0	11	31	21	21	L2V4	68	8	98	21	5	0	5	0	46	6	R29	2015-04-16	non_curated
MODEL1303260004	2	0	0	0	0	0	0	0	12	36	22	22	L2V4	75	8	103	22	5	0	5	0	51	6	R29	2015-04-16	non_curated
MODEL1303260005	2	0	0	0	0	0	0	0	13	36	22	22	L2V4	76	8	103	22	5	0	5	0	51	6	R29	2015-04-16	non_curated
MODEL1303260006	2	0	0	0	0	0	0	0	16	42	25	25	L2V4	89	10	118	25	6	0	6	0	60	6	R29	2015-04-16	non_curated
MODEL1303260007	2	0	0	0	0	0	0	0	16	43	26	26	L2V4	91	10	119	26	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260008	2	0	0	0	0	0	0	0	16	43	28	28	L2V4	93	10	122	28	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260009	2	0	0	0	0	0	0	0	16	43	30	30	L2V4	95	11	131	30	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260010	2	0	0	0	0	0	0	0	16	43	30	30	L2V4	95	11	131	30	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260011	2	0	0	0	0	0	0	0	16	43	30	30	L2V4	95	11	131	30	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260012	2	0	0	0	0	0	0	0	16	43	31	31	L2V4	96	12	133	31	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260013	2	0	0	0	0	0	0	0	17	43	31	31	L2V4	97	12	134	31	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260014	2	0	0	0	0	0	0	0	17	43	32	32	L2V4	98	13	142	32	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260015	2	0	0	0	0	0	0	0	17	43	32	32	L2V4	98	13	142	32	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260016	2	0	0	0	0	0	0	0	18	43	33	33	L2V4	100	14	152	33	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260017	2	0	0	0	0	0	0	0	19	43	33	33	L2V4	101	13	155	33	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1303260018	2	0	0	0	0	0	0	0	19	43	33	33	L2V4	101	13	155	33	6	0	6	0	61	6	R29	2015-04-16	non_curated
MODEL1304120000	1	0	0	0	0	0	0	0	0	0	569	569	L2V1	569	0	569	569	0	0	0	0	611	0	R29	2015-04-16	non_curated
MODEL1304190001	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	4	18	0	0	4	0	0	4	4	0	R29	2015-04-16	non_curated
MODEL1304240000	3	0	0	0	0	0	0	0	0	0	1650	0	L2V1	0	0	6600	1650	0	0	0	0	1764	1	R29	2015-04-16	non_curated
MODEL1304300000	1	0	0	0	0	0	0	0	0	0	4	4	L2V4	4	0	8	4	0	0	0	0	8	3	R29	2015-04-16	non_curated
MODEL1305010000	8	0	0	0	0	0	0	0	0	0	66	66	L2V4	66	0	66	66	0	0	0	0	71	0	R29	2015-04-16	non_curated
MODEL1305060000	4	0	0	0	0	0	0	0	69	2	73	73	L2V4	161	177	37	73	17	0	13	4	53	2	R29	2015-04-16	non_curated
MODEL1305240000	1	0	0	0	0	0	0	0	0	0	0	0	L3V1	0	0	0	0	0	0	0	0	0	0	R29	2015-04-16	non_curated
MODEL1308080002	1	0	0	0	0	0	0	0	0	0	0	0	L3V1	0	0	0	25	0	0	0	0	17	0	R29	2015-04-16	non_curated
MODEL1308080003	1	0	0	0	0	0	0	0	0	0	52	52	L2V4	52	30	0	52	0	0	0	0	14	0	R29	2015-04-16	non_curated
MODEL1308180000	2	0	0	0	0	0	0	0	0	0	1488	0	L2V1	0	0	2581	1488	0	0	0	0	1681	0	R29	2015-04-16	non_curated
MODEL1310110000	8	0	0	0	0	0	0	0	0	0	2066	0	L2V4	0	0	8264	2066	0	0	0	0	3647	1	R29	2015-04-16	non_curated
MODEL1310110001	8	0	0	0	0	0	0	0	0	0	3015	0	L2V4	0	0	12060	3015	0	0	0	0	4689	1	R29	2015-04-16	non_curated
MODEL1310110002	8	0	0	0	0	0	0	0	0	0	2065	0	L2V4	0	0	8260	2065	0	0	0	0	2840	1	R29	2015-04-16	non_curated
MODEL1310110003	8	0	0	0	0	0	0	0	0	0	1972	0	L2V4	0	0	7888	1972	0	0	0	0	2728	1	R29	2015-04-16	non_curated
MODEL1310110004	8	0	0	0	0	0	0	0	0	0	2773	0	L2V4	0	0	11092	2773	0	0	0	0	4425	1	R29	2015-04-16	non_curated
MODEL1310110005	7	0	0	0	0	0	0	0	0	0	1577	0	L2V4	0	0	6308	1577	0	0	0	0	2025	1	R29	2015-04-16	non_curated
MODEL1310110006	8	0	0	0	0	0	0	0	0	0	2793	0	L2V4	0	0	11172	2793	0	0	0	0	3751	1	R29	2015-04-16	non_curated
MODEL1310110007	8	0	0	0	0	0	0	0	0	0	2217	0	L2V4	0	0	8868	2217	0	0	0	0	2958	1	R29	2015-04-16	non_curated
MODEL1310110008	8	0	0	0	0	0	0	0	0	0	2881	0	L2V4	0	0	11524	2881	0	0	0	0	4474	1	R29	2015-04-16	non_curated
MODEL1310110009	8	0	0	0	0	0	0	0	0	0	2754	0	L2V4	0	0	11016	2754	0	0	0	0	4334	1	R29	2015-04-16	non_curated
MODEL1310110010	8	0	0	0	0	0	0	0	0	0	2114	0	L2V4	0	0	8456	2114	0	0	0	0	2768	1	R29	2015-04-16	non_curated
MODEL1310110011	8	0	0	0	0	0	0	0	0	0	2337	0	L2V4	0	0	9348	2337	0	0	0	0	3084	1	R29	2015-04-16	non_curated
MODEL1310110012	8	0	0	0	0	0	0	0	0	0	3144	0	L2V4	0	0	12576	3144	0	0	0	0	4792	1	R29	2015-04-16	non_curated
MODEL1310110013	8	0	0	0	0	0	0	0	0	0	2412	0	L2V4	0	0	9648	2412	0	0	0	0	4041	1	R29	2015-04-16	non_curated
MODEL1310110014	8	0	0	0	0	0	0	0	0	0	3041	0	L2V4	0	0	12164	3041	0	0	0	0	3972	1	R29	2015-04-16	non_curated
MODEL1310110015	8	0	0	0	0	0	0	0	0	0	2627	0	L2V4	0	0	10508	2627	0	0	0	0	4261	1	R29	2015-04-16	non_curated
MODEL1310110016	8	0	0	0	0	0	0	0	0	0	2054	0	L2V4	0	0	8216	2054	0	0	0	0	3564	1	R29	2015-04-16	non_curated
MODEL1310110017	8	0	0	0	0	0	0	0	0	0	1505	0	L2V4	0	0	6020	1505	0	0	0	0	1981	1	R29	2015-04-16	non_curated
MODEL1310110018	8	0	0	0	0	0	0	0	0	0	2670	0	L2V4	0	0	10680	2670	0	0	0	0	3652	1	R29	2015-04-16	non_curated
MODEL1310110019	8	0	0	0	0	0	0	0	0	0	1680	0	L2V4	0	0	6720	1680	0	0	0	0	2288	1	R29	2015-04-16	non_curated
MODEL1310110020	8	0	0	0	0	0	0	0	0	0	3179	0	L2V4	0	0	12716	3179	0	0	0	0	4768	1	R29	2015-04-16	non_curated
MODEL1310110021	8	0	0	0	0	0	0	0	0	0	2126	0	L2V4	0	0	8504	2126	0	0	0	0	2741	1	R29	2015-04-16	non_curated
MODEL1310110022	8	0	0	0	0	0	0	0	0	0	1680	0	L2V4	0	0	6720	1680	0	0	0	0	2177	1	R29	2015-04-16	non_curated
MODEL1310110023	8	0	0	0	0	0	0	0	0	0	2485	0	L2V4	0	0	9940	2485	0	0	0	0	3484	1	R29	2015-04-16	non_curated
MODEL1310110024	8	0	0	0	0	0	0	0	0	0	2821	0	L2V4	0	0	11284	2821	0	0	0	0	4434	1	R29	2015-04-16	non_curated
MODEL1310110025	8	0	0	0	0	0	0	0	0	0	1806	0	L2V4	0	0	7224	1806	0	0	0	0	2481	1	R29	2015-04-16	non_curated
MODEL1310110026	8	0	0	0	0	0	0	0	0	0	2402	0	L2V4	0	0	9608	2402	0	0	0	0	4088	1	R29	2015-04-16	non_curated
MODEL1310110027	8	0	0	0	0	0	0	0	0	0	2124	0	L2V4	0	0	8496	2124	0	0	0	0	2975	1	R29	2015-04-16	non_curated
MODEL1310110028	8	0	0	0	0	0	0	0	0	0	2776	0	L2V4	0	0	11104	2776	0	0	0	0	4394	1	R29	2015-04-16	non_curated
MODEL1310110029	8	0	0	0	0	0	0	0	0	0	1649	0	L2V4	0	0	6596	1649	0	0	0	0	2198	1	R29	2015-04-16	non_curated
MODEL1310110030	8	0	0	0	0	0	0	0	0	0	2274	0	L2V4	0	0	9096	2274	0	0	0	0	3912	1	R29	2015-04-16	non_curated
MODEL1310110031	8	0	0	0	0	0	0	0	0	0	2888	0	L2V4	0	0	11552	2888	0	0	0	0	4463	1	R29	2015-04-16	non_curated
MODEL1310110032	8	0	0	0	0	0	0	0	0	0	1962	0	L2V4	0	0	7848	1962	0	0	0	0	2630	1	R29	2015-04-16	non_curated
MODEL1310110033	8	0	0	0	0	0	0	0	0	0	2169	0	L2V4	0	0	8676	2169	0	0	0	0	3698	1	R29	2015-04-16	non_curated
MODEL1310110034	8	0	0	0	0	0	0	0	0	0	2304	0	L2V4	0	0	9216	2304	0	0	0	0	3840	1	R29	2015-04-16	non_curated
MODEL1310110035	8	0	0	0	0	0	0	0	0	0	2874	0	L2V4	0	0	11496	2874	0	0	0	0	4472	1	R29	2015-04-16	non_curated
MODEL1310110036	8	0	0	0	0	0	0	0	0	0	1924	0	L2V4	0	0	7696	1924	0	0	0	0	2478	1	R29	2015-04-16	non_curated
MODEL1310110037	8	0	0	0	0	0	0	0	0	0	1726	0	L2V4	0	0	6904	1726	0	0	0	0	2389	1	R29	2015-04-16	non_curated
MODEL1310110038	8	0	0	0	0	0	0	0	0	0	2844	0	L2V4	0	0	11376	2844	0	0	0	0	4466	1	R29	2015-04-16	non_curated
MODEL1310110039	8	0	0	0	0	0	0	0	0	0	2770	0	L2V4	0	0	11080	2770	0	0	0	0	4358	1	R29	2015-04-16	non_curated
MODEL1310110040	8	0	0	0	0	0	0	0	0	0	2606	0	L2V4	0	0	10424	2606	0	0	0	0	4213	1	R29	2015-04-16	non_curated
MODEL1310110041	8	0	0	0	0	0	0	0	0	0	2076	0	L2V4	0	0	8304	2076	0	0	0	0	2790	1	R29	2015-04-16	non_curated
MODEL1310110042	8	0	0	0	0	0	0	0	0	0	3073	0	L2V4	0	0	12292	3073	0	0	0	0	4736	1	R29	2015-04-16	non_curated
MODEL1310110043	8	0	0	0	0	0	0	0	0	0	3143	0	L2V4	0	0	12572	3143	0	0	0	0	4755	1	R29	2015-04-16	non_curated
MODEL1310110044	8	0	0	0	0	0	0	0	0	0	1774	0	L2V4	0	0	7096	1774	0	0	0	0	2331	1	R29	2015-04-16	non_curated
MODEL1310110045	8	0	0	0	0	0	0	0	0	0	2197	0	L2V4	0	0	8788	2197	0	0	0	0	3028	1	R29	2015-04-16	non_curated
MODEL1310110046	8	0	0	0	0	0	0	0	0	0	2930	0	L2V4	0	0	11720	2930	0	0	0	0	4587	1	R29	2015-04-16	non_curated
MODEL1310110047	8	0	0	0	0	0	0	0	0	0	3176	0	L2V4	0	0	12704	3176	0	0	0	0	4201	1	R29	2015-04-16	non_curated
MODEL1310110048	8	0	0	0	0	0	0	0	0	0	2192	0	L2V4	0	0	8768	2192	0	0	0	0	3026	1	R29	2015-04-16	non_curated
MODEL1310110049	8	0	0	0	0	0	0	0	0	0	2311	0	L2V4	0	0	9244	2311	0	0	0	0	3873	1	R29	2015-04-16	non_curated
MODEL1310110050	8	0	0	0	0	0	0	0	0	0	2433	0	L2V4	0	0	9732	2433	0	0	0	0	3997	1	R29	2015-04-16	non_curated
MODEL1310110051	8	0	0	0	0	0	0	0	0	0	2810	0	L2V4	0	0	11240	2810	0	0	0	0	3777	1	R29	2015-04-16	non_curated
MODEL1310110052	8	0	0	0	0	0	0	0	0	0	2776	0	L2V4	0	0	11104	2776	0	0	0	0	4371	1	R29	2015-04-16	non_curated
MODEL1310110053	8	0	0	0	0	0	0	0	0	0	1776	0	L2V4	0	0	7104	1776	0	0	0	0	2437	1	R29	2015-04-16	non_curated
MODEL1310110054	8	0	0	0	0	0	0	0	0	0	2616	0	L2V4	0	0	10464	2616	0	0	0	0	4324	1	R29	2015-04-16	non_curated
MODEL1310110055	8	0	0	0	0	0	0	0	0	0	2710	0	L2V4	0	0	10840	2710	0	0	0	0	4347	1	R29	2015-04-16	non_curated
MODEL1310110056	8	0	0	0	0	0	0	0	0	0	2693	0	L2V4	0	0	10772	2693	0	0	0	0	3548	1	R29	2015-04-16	non_curated
MODEL1310110057	8	0	0	0	0	0	0	0	0	0	2976	0	L2V4	0	0	11904	2976	0	0	0	0	4591	1	R29	2015-04-16	non_curated
MODEL1310110058	8	0	0	0	0	0	0	0	0	0	2573	0	L2V4	0	0	10292	2573	0	0	0	0	4105	1	R29	2015-04-16	non_curated
MODEL1310110059	8	0	0	0	0	0	0	0	0	0	2988	0	L2V4	0	0	11952	2988	0	0	0	0	4670	1	R29	2015-04-16	non_curated
MODEL1310110060	8	0	0	0	0	0	0	0	0	0	2091	0	L2V4	0	0	8364	2091	0	0	0	0	2904	1	R29	2015-04-16	non_curated
MODEL1310110061	8	0	0	0	0	0	0	0	0	0	2088	0	L2V4	0	0	8352	2088	0	0	0	0	2688	1	R29	2015-04-16	non_curated
MODEL1310110062	8	0	0	0	0	0	0	0	0	0	2649	0	L2V4	0	0	10596	2649	0	0	0	0	4149	1	R29	2015-04-16	non_curated
MODEL1310110063	8	0	0	0	0	0	0	0	0	0	2827	0	L2V4	0	0	11308	2827	0	0	0	0	4468	1	R29	2015-04-16	non_curated
MODEL1310110064	8	0	0	0	0	0	0	0	0	0	1777	0	L2V4	0	0	7108	1777	0	0	0	0	2451	1	R29	2015-04-16	non_curated
MODEL1310160000	1	0	0	0	0	0	0	0	41	0	42	42	L2V4	83	42	63	42	0	0	0	0	56	0	R29	2015-04-16	non_curated
MODEL1310300000	2	0	0	0	0	0	0	0	0	0	754	0	L2V1	0	0	3016	754	0	0	0	0	650	1	R29	2015-04-16	non_curated
MODEL1311070000	2	0	0	0	0	0	0	0	0	0	411	0	L2V1	0	0	1654	411	0	0	0	0	413	1	R29	2015-04-16	non_curated
MODEL1311110000	9	0	0	0	0	0	0	0	0	0	8089	0	L2V4	0	0	32356	8089	0	0	0	0	9204	1	R29	2015-04-16	non_curated
MODEL1311110001	9	0	0	0	0	0	0	0	0	0	71551	0	L2V4	0	0	286204	71551	0	0	0	0	19437	1	R29	2015-04-16	non_curated
MODEL1401240000	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	630	0	0	0	0	523	0	R29	2015-04-16	non_curated
MODEL1401290000	6	0	0	0	0	0	0	0	0	0	1008	0	L2V1	0	0	4032	1008	0	0	0	0	860	1	R29	2015-04-16	non_curated
MODEL1402200000	9	0	0	0	0	0	0	0	0	0	8106	0	L2V3	0	0	32424	8106	0	0	0	0	9717	1	R29	2015-04-16	non_curated
MODEL1402200001	9	0	0	0	0	0	0	0	0	0	6101	0	L2V3	0	0	24404	6101	0	0	0	0	6359	1	R29	2015-04-16	non_curated
MODEL1402200002	9	0	0	0	0	0	0	0	0	0	8181	0	L2V3	0	0	32724	8181	0	0	0	0	9772	1	R29	2015-04-16	non_curated
MODEL1402200003	9	0	0	0	0	0	0	0	0	0	7930	0	L2V3	0	0	31720	7930	0	0	0	0	8008	1	R29	2015-04-16	non_curated
MODEL1403040000	1	0	0	0	0	0	0	0	0	0	0	0	L3V1	0	0	0	48	0	0	0	0	42	0	R29	2015-04-16	non_curated
MODEL1403120000	1	0	0	0	0	0	0	0	0	0	0	0	L3V1	0	0	0	88	0	0	0	0	65	0	R29	2015-04-16	non_curated
MODEL1403250000	2	0	0	0	0	0	0	0	48	0	37	37	L2V4	87	140	62	37	2	0	2	0	55	2	R29	2015-04-16	non_curated
MODEL1403250001	1	0	0	0	0	0	0	0	14	0	17	17	L2V4	31	88	0	17	0	0	0	0	13	2	R29	2015-04-16	non_curated
MODEL1403250002	1	0	0	0	0	0	0	0	9	0	12	12	L2V4	21	50	0	12	0	0	0	0	8	2	R29	2015-04-16	non_curated
MODEL1405070000	6	0	0	0	0	0	0	0	0	0	34	34	L2V1	71	120	0	34	37	0	33	4	32	0	R29	2015-04-16	non_curated
MODEL1406230000	1	0	0	0	0	0	0	0	0	0	32	32	L2V4	44	60	0	32	12	0	12	0	40	5	R29	2015-04-16	non_curated
MODEL1407050000	3	0	0	0	0	0	0	0	0	0	1217	0	L2V3	0	0	4868	1217	0	0	0	0	1757	1	R29	2015-04-16	non_curated
MODEL1407230001	1	0	0	0	0	0	0	0	0	0	0	0	L3V1	0	0	0	0	0	0	0	0	0	0	R29	2015-04-16	non_curated
MODEL1407250000	3	0	0	0	0	0	0	0	0	0	1074	0	L2V1	0	0	4296	1074	0	0	0	0	923	1	R29	2015-04-16	non_curated
MODEL1407310000	2	0	0	0	0	0	0	0	0	0	21	21	L2V1	21	0	41	902	0	0	0	0	915	0	R29	2015-04-16	non_curated
MODEL1408060000	1	0	0	0	0	0	0	0	14	0	37	37	L2V4	51	29	0	37	0	0	0	0	30	2	R29	2015-04-16	non_curated
MODEL1409050000	2	0	0	0	0	0	0	0	16	0	17	17	L2V4	33	0	87	17	0	0	0	0	21	1	R29	2015-04-16	non_curated
MODEL1409050001	2	0	0	0	0	0	0	0	15	0	17	17	L2V4	32	0	87	17	0	0	0	0	21	1	R29	2015-04-16	non_curated
MODEL1409170000	4	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	24	0	0	0	0	41	5	R29	2015-04-16	non_curated
MODEL1409170003	3	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	57	0	0	0	0	69	5	R29	2015-04-16	non_curated
MODEL1409230001	1	0	0	0	0	0	0	0	3	0	4	4	L2V4	7	7	0	4	0	0	0	0	9	3	R29	2015-04-16	non_curated
MODEL1409240001	1	0	1	0	1	2	0	1	0	0	0	0	L2V4	9	17	0	0	7	0	0	7	7	3	R29	2015-04-16	non_curated
MODEL1409240002	2	0	0	0	0	0	0	0	2	0	6	6	L2V4	10	14	0	6	2	0	2	0	8	3	R29	2015-04-16	non_curated
MODEL1409240003	2	0	0	0	0	0	0	0	0	0	0	0	L2V4	55	126	0	0	55	0	35	20	23	2	R29	2015-04-16	non_curated
MODEL1409240004	3	0	0	0	0	0	0	0	0	0	1219	0	L2V3	0	0	4876	1219	0	0	0	0	1756	1	R29	2015-04-16	non_curated
