	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
MODEL1006230094	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	17	0	0	5	0	1	4	0	3	R18	2010-09-30	non_curated
MODEL1006230095	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	26	68	0	0	26	0	19	7	0	13	R18	2010-09-30	non_curated
MODEL1006230096	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	26	68	0	0	26	0	19	7	0	13	R18	2010-09-30	non_curated
MODEL1006230097	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	18	37	0	0	18	0	2	16	0	3	R18	2010-09-30	non_curated
MODEL1006230098	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	4	16	0	0	4	0	1	3	0	12	R18	2010-09-30	non_curated
MODEL1006230099	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	17	52	0	0	17	0	10	7	0	22	R18	2010-09-30	non_curated
MODEL1006230100	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	545	546	0	0	545	0	513	32	0	12	R18	2010-09-30	non_curated
MODEL1006230101	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	134	191	0	0	134	0	105	29	0	19	R18	2010-09-30	non_curated
MODEL1006230102	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	17	52	0	0	17	0	10	7	0	22	R18	2010-09-30	non_curated
MODEL1006230103	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	11	0	0	5	0	4	1	0	6	R18	2010-09-30	non_curated
MODEL1006230104	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	116	218	0	0	116	0	87	29	0	20	R18	2010-09-30	non_curated
MODEL1006230105	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	21	64	0	0	21	0	17	4	0	15	R18	2010-09-30	non_curated
MODEL1006230106	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	12	47	0	0	12	0	5	7	0	20	R18	2010-09-30	non_curated
MODEL1006230107	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	7	20	0	0	7	0	4	3	0	6	R18	2010-09-30	non_curated
MODEL1006230108	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	197	328	0	0	197	0	156	41	0	36	R18	2010-09-30	non_curated
MODEL1006230109	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	14	36	0	0	14	0	8	6	0	12	R18	2010-09-30	non_curated
MODEL1006230110	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	8	22	0	0	8	0	5	3	0	10	R18	2010-09-30	non_curated
MODEL1006230111	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	12	0	0	5	0	1	4	0	3	R18	2010-09-30	non_curated
MODEL1006230112	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	545	546	0	0	545	0	513	32	0	12	R18	2010-09-30	non_curated
MODEL1006230113	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	133	237	0	0	133	0	103	30	0	16	R18	2010-09-30	non_curated
MODEL1006230114	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	41	89	0	0	41	0	34	7	0	14	R18	2010-09-30	non_curated
MODEL1006230115	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	8	26	0	0	8	0	5	3	0	11	R18	2010-09-30	non_curated
MODEL1006230116	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	17	35	0	0	17	0	16	1	0	6	R18	2010-09-30	non_curated
MODEL1006230117	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	53	108	0	0	53	0	38	15	0	7	R18	2010-09-30	non_curated
MODEL1006230118	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	159	280	0	0	159	0	128	31	0	18	R18	2010-09-30	non_curated
MODEL1006230119	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	7	25	0	0	7	0	6	1	0	5	R18	2010-09-30	non_curated
MODEL1006230120	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	8	27	0	0	8	0	7	1	0	5	R18	2010-09-30	non_curated
MODEL1006230121	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	73	132	0	0	73	0	62	11	0	19	R18	2010-09-30	non_curated
MODEL1007060000	4	0	0	0	0	0	0	0	0	0	1001	0	L2V4	0	0	4004	1001	0	0	0	0	1025	4	R18	2010-09-30	non_curated
MODEL1007200000	4	0	0	0	0	0	0	0	2	2	35	35	L2V4	41	108	0	35	2	0	2	0	33	7	R18	2010-09-30	non_curated
MODEL1008060000	1	0	1	0	2	3	0	1	0	1	5	5	L2V4	10	9	0	5	1	0	1	0	3	5	R18	2010-09-30	non_curated
MODEL1008060001	1	0	0	0	0	0	0	0	0	1	8	8	L2V4	10	8	0	8	1	0	1	0	4	5	R18	2010-09-30	non_curated
MODEL1008060002	1	0	0	0	0	0	0	0	0	1	10	10	L2V4	12	10	0	10	1	0	1	0	5	5	R18	2010-09-30	non_curated
MODEL1008110000	2	0	0	0	0	0	0	0	0	0	70	70	L2V4	75	82	0	70	5	0	5	0	24	2	R18	2010-09-30	non_curated
MODEL1008240001	1	0	0	0	0	0	0	0	0	0	53	53	L2V4	53	0	212	53	0	0	0	0	50	0	R18	2010-09-30	non_curated
MODEL1009150000	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	2539	0	0	0	0	1420	0	R18	2010-09-30	non_curated
MODEL1009150002	7	0	0	0	0	0	0	0	0	0	1826	0	L2V4	0	0	7304	1826	0	0	0	0	1604	4	R18	2010-09-30	non_curated
MODEL1009220000	2	0	0	0	0	0	0	0	12	0	21	21	L2V4	33	0	110	21	0	0	0	0	28	7	R18	2010-09-30	non_curated
MODEL1009230000	1	0	0	0	0	0	0	0	0	1	5	5	L2V4	7	6	0	5	1	0	1	0	3	5	R18	2010-09-30	non_curated
MODEL1150151512	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	114	186	0	0	114	0	73	41	0	21	R18	2010-09-30	non_curated
MODEL1172200168	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	3	14	0	0	3	0	0	3	0	11	R18	2010-09-30	non_curated
MODEL1172425728	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	64	109	0	0	64	0	35	29	0	7	R18	2010-09-30	non_curated
MODEL1172501439	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	18	35	0	0	18	0	1	17	0	7	R18	2010-09-30	non_curated
MODEL1172940336	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	14	26	0	0	14	0	9	5	0	2	R18	2010-09-30	non_curated
MODEL1173105855	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	13	28	0	0	13	0	9	4	0	4	R18	2010-09-30	non_curated
MODEL1949107276	3	0	0	0	0	0	0	0	0	0	0	0	L2V3	0	0	0	996	0	0	0	0	828	0	R18	2010-09-30	non_curated
MODEL2021729243	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	2824	0	0	0	0	2715	0	R18	2010-09-30	non_curated
MODEL2021747594	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	2824	0	0	0	0	2715	0	R18	2010-09-30	non_curated
MODEL2426780967	1	0	0	0	0	0	0	0	0	0	19	19	L2V1	19	0	88	19	0	0	0	0	25	0	R18	2010-09-30	non_curated
MODEL2427021978	1	0	0	0	0	0	0	0	0	0	19	19	L2V1	19	0	88	19	0	0	0	0	24	0	R18	2010-09-30	non_curated
MODEL2463576061	7	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	222	0	0	0	0	330	0	R18	2010-09-30	non_curated
MODEL2463683119	9	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	469	0	0	0	0	680	0	R18	2010-09-30	non_curated
MODEL2504064544	1	0	4	0	5	9	0	4	0	0	51	51	L2V1	67	80	0	51	7	0	7	0	19	2	R18	2010-09-30	non_curated
MODEL2784700357	3	0	0	0	0	0	0	0	0	0	186	186	L2V3	186	1	744	186	0	0	0	0	209	1	R18	2010-09-30	non_curated
MODEL2937159804	1	0	0	0	0	0	0	0	0	0	14	14	L2V3	14	14	0	14	0	0	0	0	9	0	R18	2010-09-30	non_curated
MODEL3023609334	3	0	0	0	0	0	0	0	0	0	2382	0	L2V1	0	0	11910	2382	0	0	0	0	1972	1	R18	2010-09-30	non_curated
MODEL3023641273	3	0	0	0	0	0	0	0	0	0	2382	0	L2V1	0	0	11910	2382	0	0	0	0	1972	1	R18	2010-09-30	non_curated
MODEL3618435756	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	1406	0	0	0	0	1297	0	R18	2010-09-30	non_curated
MODEL3618487388	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	232	0	0	0	0	255	0	R18	2010-09-30	non_curated
MODEL3631586579	1	0	0	0	0	0	0	0	0	0	850	850	L2V3	850	0	1661	850	0	0	0	0	436	0	R18	2010-09-30	non_curated
MODEL3632127506	2	0	0	0	0	0	0	0	0	0	1750	1750	L2V3	1750	0	3422	1750	0	0	0	0	872	0	R18	2010-09-30	non_curated
MODEL3883569319	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	30965	0	0	0	0	36263	0	R18	2010-09-30	non_curated
MODEL3897771820	1	0	1	1	1	3	0	1	6	0	39	39	L2V1	78	106	0	39	30	0	30	0	30	3	R18	2010-09-30	non_curated
MODEL4028801312	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	3	7	0	0	3	0	1	2	0	3	R18	2010-09-30	non_curated
MODEL4132046015	5	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	534	0	0	0	0	408	0	R18	2010-09-30	non_curated
MODEL4151491057	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	62	113	0	0	62	0	43	19	0	20	R18	2010-09-30	non_curated
MODEL4665428627	2	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	98	0	0	0	0	61	0	R18	2010-09-30	non_curated
MODEL4780181279	1	0	0	0	0	0	0	0	0	0	11	11	L2V1	11	0	19	11	0	0	0	0	17	3	R18	2010-09-30	non_curated
MODEL4780441670	2	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	0	11	6	0	0	0	0	8	3	R18	2010-09-30	non_curated
MODEL4780784080	2	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	0	16	10	0	0	0	0	14	3	R18	2010-09-30	non_curated
MODEL4816599063	1	0	0	0	0	0	0	0	0	0	8	8	L2V3	9	17	0	8	1	0	1	0	12	3	R18	2010-09-30	non_curated
MODEL4821294342	2	0	0	0	0	0	0	0	0	0	9	9	L2V1	9	0	18	9	0	0	0	0	12	4	R18	2010-09-30	non_curated
MODEL4968912141	2	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	0	10	5	0	0	0	0	8	3	R18	2010-09-30	non_curated
MODEL4992089662	3	0	0	0	0	0	0	0	0	0	36	36	L2V4	39	10	96	36	3	0	3	0	47	13	R18	2010-09-30	non_curated
MODEL5662324959	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R18	2010-09-30	non_curated
MODEL5662377562	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R18	2010-09-30	non_curated
MODEL5662398146	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R18	2010-09-30	non_curated
MODEL5662425708	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R18	2010-09-30	non_curated
MODEL5950552398	1	0	0	0	0	0	0	0	0	0	53	53	L2V4	53	234	0	53	0	0	0	0	61	0	R18	2010-09-30	non_curated
MODEL5951818256	1	0	0	0	0	0	0	0	0	0	31	31	L2V4	41	54	0	31	10	0	10	0	24	0	R18	2010-09-30	non_curated
MODEL5952308332	1	0	0	0	0	0	0	0	0	0	11	11	L2V4	11	18	0	11	0	0	0	0	12	0	R18	2010-09-30	non_curated
MODEL5954483266	1	0	0	0	0	0	0	0	0	0	4	4	L2V4	6	12	0	4	2	0	2	0	3	0	R18	2010-09-30	non_curated
MODEL5974712823	2	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	5	0	6	0	0	0	0	10	5	R18	2010-09-30	non_curated
MODEL5989624192	1	0	3	0	3	6	0	3	0	0	37	37	L2V3	43	36	0	37	0	0	0	0	23	1	R18	2010-09-30	non_curated
MODEL6185511733	1	0	0	0	0	0	0	0	0	0	12	12	L2V3	12	12	0	12	0	0	0	0	9	0	R18	2010-09-30	non_curated
MODEL6185746832	1	0	0	0	0	0	0	0	0	0	18	18	L2V3	18	18	0	18	0	0	0	0	14	0	R18	2010-09-30	non_curated
MODEL6399676120	8	0	0	0	0	0	0	0	0	0	0	0	L2V3	0	0	0	3742	0	0	0	0	3188	0	R18	2010-09-30	non_curated
MODEL6623617994	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	16	0	85	16	0	0	0	0	22	0	R18	2010-09-30	non_curated
MODEL6623628741	1	0	0	0	0	0	0	0	0	0	4	4	L2V1	4	0	16	4	0	0	0	0	10	0	R18	2010-09-30	non_curated
MODEL6624091635	1	0	0	0	0	0	0	0	0	0	29	29	L2V1	29	0	151	29	0	0	0	0	34	0	R18	2010-09-30	non_curated
MODEL6624199343	1	0	0	0	0	0	0	0	0	0	3	3	L2V1	3	0	13	3	0	0	0	0	5	0	R18	2010-09-30	non_curated
MODEL6655501972	1	0	0	0	0	0	0	0	0	0	14	14	L2V3	14	43	0	14	0	0	0	0	19	0	R18	2010-09-30	non_curated
MODEL6762427183	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	23	37	0	0	23	0	18	5	0	10	R18	2010-09-30	non_curated
MODEL6929313478	2	0	0	0	0	0	0	0	0	0	32	32	L2V3	34	5	46	32	2	0	2	0	28	4	R18	2010-09-30	non_curated
MODEL6960055446	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	48	87	0	0	48	0	33	15	0	4	R18	2010-09-30	non_curated
MODEL6962035527	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	89	168	0	0	89	0	74	15	0	12	R18	2010-09-30	non_curated
MODEL6963432821	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	26	45	0	0	26	0	19	7	0	9	R18	2010-09-30	non_curated
MODEL7434234848	3	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	264	0	0	0	0	255	0	R18	2010-09-30	non_curated
MODEL7519354389	1	0	0	0	0	0	0	0	0	0	56	56	L2V3	62	87	0	56	6	0	4	2	50	1	R18	2010-09-30	non_curated
MODEL7743212613	2	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	41	0	8	0	0	0	0	10	0	R18	2010-09-30	non_curated
MODEL7743315447	2	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	40	0	10	0	0	0	0	12	0	R18	2010-09-30	non_curated
MODEL7743358405	2	0	0	0	0	0	0	0	0	0	12	12	L2V1	12	37	0	12	0	0	0	0	14	0	R18	2010-09-30	non_curated
MODEL7743444866	2	0	1	1	1	3	0	1	0	0	24	24	L2V1	27	100	0	24	0	0	0	0	24	0	R18	2010-09-30	non_curated
MODEL7743528808	2	0	1	1	1	3	0	1	0	0	29	29	L2V1	32	100	0	29	0	0	0	0	29	0	R18	2010-09-30	non_curated
MODEL7743576806	2	0	1	1	1	3	0	1	0	0	33	33	L2V1	36	100	0	33	0	0	0	0	34	0	R18	2010-09-30	non_curated
MODEL7743608569	2	0	1	1	1	3	0	1	0	0	41	41	L2V1	44	95	0	41	0	0	0	0	43	0	R18	2010-09-30	non_curated
MODEL7743631122	2	0	1	1	1	3	0	1	0	0	53	53	L2V1	56	90	0	53	0	0	0	0	54	0	R18	2010-09-30	non_curated
MODEL7814665196	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	102	188	0	0	102	0	67	35	0	23	R18	2010-09-30	non_curated
MODEL7817907010	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	38	100	0	0	38	0	29	9	0	15	R18	2010-09-30	non_curated
MODEL7888000034	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	37	70	0	0	37	0	20	17	0	4	R18	2010-09-30	non_curated
MODEL7889395724	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	26	48	0	0	26	0	18	8	0	13	R18	2010-09-30	non_curated
MODEL7889980156	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	94	166	0	0	94	0	83	11	0	20	R18	2010-09-30	non_curated
MODEL7891585309	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	16	49	0	0	16	0	12	4	0	6	R18	2010-09-30	non_curated
MODEL7893871775	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	138	250	0	0	138	0	116	22	0	20	R18	2010-09-30	non_curated
MODEL7896869925	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	9	31	0	0	9	0	4	5	0	8	R18	2010-09-30	non_curated
MODEL7898438988	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	5	12	0	0	5	0	2	3	0	6	R18	2010-09-30	non_curated
MODEL7907879432	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	27	56	0	0	27	0	20	7	0	9	R18	2010-09-30	non_curated
MODEL7908934508	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	11	22	0	0	11	0	7	4	0	7	R18	2010-09-30	non_curated
MODEL7909395757	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	21	35	0	0	21	0	18	3	0	1	R18	2010-09-30	non_curated
MODEL7909987998	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	3	16	0	0	3	0	0	3	0	2	R18	2010-09-30	non_curated
MODEL7910499126	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	90	170	0	0	90	0	71	19	0	24	R18	2010-09-30	non_curated
MODEL7914464799	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	195	371	0	0	195	0	150	45	0	29	R18	2010-09-30	non_curated
MODEL7914759868	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	105	217	0	0	105	0	74	31	0	20	R18	2010-09-30	non_curated
MODEL7980735163	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	47	150	0	0	47	0	31	16	0	9	R18	2010-09-30	non_curated
MODEL8102792069	1	0	0	0	0	0	0	0	0	0	6	6	L2V4	7	8	0	6	1	0	1	0	4	7	R18	2010-09-30	non_curated
MODEL8236441887	1	0	0	0	0	0	0	0	0	0	28	28	L2V4	28	66	0	28	0	0	0	0	26	2	R18	2010-09-30	non_curated
MODEL8236480549	1	0	0	0	0	0	0	0	0	0	29	29	L2V4	29	58	0	29	0	0	0	0	32	2	R18	2010-09-30	non_curated
MODEL8236520494	1	0	0	0	0	0	0	0	0	0	10	10	L2V4	10	19	0	10	0	0	0	0	12	2	R18	2010-09-30	non_curated
MODEL8262229752	1	0	0	0	0	0	0	0	0	0	25	25	L2V1	25	25	0	25	0	0	0	0	21	2	R18	2010-09-30	non_curated
MODEL8268650277	1	0	0	0	0	0	0	0	0	0	8	8	L2V4	9	8	0	8	1	0	1	0	4	8	R18	2010-09-30	non_curated
MODEL8305195207	1	0	0	0	0	0	0	0	0	0	8	8	L2V3	8	12	0	8	0	0	0	0	12	0	R18	2010-09-30	non_curated
MODEL8306248909	1	0	0	0	0	0	0	0	0	0	8	8	L2V3	8	16	0	8	0	0	0	0	5	0	R18	2010-09-30	non_curated
MODEL8459127548	2	0	0	0	0	0	0	0	0	0	34	34	L2V4	34	37	0	34	0	0	0	0	30	6	R18	2010-09-30	non_curated
MODEL8478881246	1	0	0	0	0	0	0	0	0	0	69	69	L2V1	69	3	98	69	0	0	0	0	32	5	R18	2010-09-30	non_curated
MODEL8568434338	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	219	0	0	0	0	225	0	R18	2010-09-30	non_curated
MODEL8683876463	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	87	153	0	0	87	0	65	22	0	17	R18	2010-09-30	non_curated
MODEL8684444027	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	63	153	0	0	63	0	30	33	0	11	R18	2010-09-30	non_curated
MODEL8685104549	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	94	188	0	0	94	0	68	26	0	17	R18	2010-09-30	non_curated
MODEL8686121468	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	16	27	0	0	16	0	12	4	0	7	R18	2010-09-30	non_curated
MODEL8687196544	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	25	47	0	0	25	0	20	5	0	7	R18	2010-09-30	non_curated
MODEL8687732743	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	8	27	0	0	8	0	2	6	0	6	R18	2010-09-30	non_curated
MODEL8938094216	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	18	16	0	16	2	0	2	0	15	1	R18	2010-09-30	non_curated
MODEL9070467164	3	0	0	0	0	0	0	0	0	0	99	99	L2V1	102	0	169	99	3	0	3	0	94	4	R18	2010-09-30	non_curated
MODEL9071122126	2	0	0	0	0	0	0	0	0	0	65	65	L2V1	66	0	108	65	1	0	1	0	64	3	R18	2010-09-30	non_curated
MODEL9071773985	2	0	0	0	0	0	0	0	0	0	82	82	L2V1	83	0	139	82	1	0	1	0	73	4	R18	2010-09-30	non_curated
MODEL9077438479	2	0	0	0	0	0	0	0	0	0	23	23	L2V1	23	0	43	23	0	0	0	0	29	5	R18	2010-09-30	non_curated
MODEL9079179924	2	0	0	0	0	0	0	0	0	0	81	81	L2V1	82	0	136	81	1	0	1	0	81	3	R18	2010-09-30	non_curated
MODEL9079740062	2	0	0	0	0	0	0	0	0	0	23	23	L2V1	23	0	43	23	0	0	0	0	29	5	R18	2010-09-30	non_curated
MODEL9080388197	2	0	0	0	0	0	0	0	0	0	10	10	L2V1	11	0	20	10	1	0	1	0	15	3	R18	2010-09-30	non_curated
MODEL9080747936	2	0	0	0	0	0	0	0	0	0	51	51	L2V1	54	0	84	51	3	0	3	0	50	19	R18	2010-09-30	non_curated
MODEL9081220742	3	0	0	0	0	0	0	0	0	0	196	196	L2V1	200	0	337	196	4	0	4	0	188	5	R18	2010-09-30	non_curated
MODEL9085850385	2	0	0	0	0	0	0	0	0	0	58	58	L2V1	58	0	94	58	0	0	0	0	59	3	R18	2010-09-30	non_curated
MODEL9086207764	4	0	0	0	0	0	0	0	0	0	362	362	L2V1	384	0	570	362	22	0	22	0	284	5	R18	2010-09-30	non_curated
MODEL9086518048	4	0	0	0	0	0	0	0	0	0	367	367	L2V1	389	0	580	367	22	0	22	0	286	5	R18	2010-09-30	non_curated
MODEL9086628127	4	0	0	0	0	0	0	0	0	0	17	17	L2V1	17	0	28	17	0	0	0	0	16	3	R18	2010-09-30	non_curated
MODEL9086926384	3	0	0	0	0	0	0	0	0	0	90	90	L2V1	99	0	148	90	9	0	9	0	85	4	R18	2010-09-30	non_curated
MODEL9086953089	4	0	0	0	0	0	0	0	0	0	117	117	L2V1	126	0	196	117	9	0	9	0	114	5	R18	2010-09-30	non_curated
MODEL9087255381	4	0	0	0	0	0	0	0	0	0	371	371	L2V1	393	0	586	371	22	0	22	0	289	5	R18	2010-09-30	non_curated
MODEL9087474843	4	0	0	0	0	0	0	0	0	0	371	371	L2V1	393	0	586	371	22	0	22	0	290	5	R18	2010-09-30	non_curated
MODEL9087766308	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R18	2010-09-30	non_curated
MODEL9087988095	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R18	2010-09-30	non_curated
MODEL9088169066	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R18	2010-09-30	non_curated
MODEL9088294310	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R18	2010-09-30	non_curated
MODEL9089491423	3	0	0	0	0	0	0	0	0	0	204	204	L2V1	208	0	349	204	4	0	4	0	196	5	R18	2010-09-30	non_curated
MODEL9089538076	3	0	0	0	0	0	0	0	0	0	206	206	L2V1	210	0	353	206	4	0	4	0	200	5	R18	2010-09-30	non_curated
MODEL9089914876	3	0	0	0	0	0	0	0	0	0	202	202	L2V1	206	0	347	202	4	0	4	0	192	5	R18	2010-09-30	non_curated
MODEL9147091146	2	0	0	0	0	0	0	0	0	0	79	79	L2V1	80	0	132	79	1	0	1	0	77	4	R18	2010-09-30	non_curated
MODEL9147232940	2	0	0	0	0	0	0	0	0	0	63	63	L2V1	64	0	104	63	1	0	1	0	64	3	R18	2010-09-30	non_curated
MODEL9147975215	2	0	0	0	0	0	0	0	0	0	29	29	L2V1	29	0	47	29	0	0	0	0	37	3	R18	2010-09-30	non_curated
MODEL9200487367	1	0	0	0	0	0	0	0	0	0	8	8	L2V1	13	9	8	8	5	0	4	1	5	0	R18	2010-09-30	non_curated
MODEL9808533471	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	41	74	0	0	41	0	31	10	0	10	R18	2010-09-30	non_curated
MODEL9810152478	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	100	177	0	0	100	0	70	30	0	16	R18	2010-09-30	non_curated
MODEL9811206584	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	8	22	0	0	8	0	4	4	0	7	R18	2010-09-30	non_curated
MODEL9852292468	1	0	0	0	0	0	0	0	0	0	66	66	L2V1	66	111	0	66	0	0	0	0	73	1	R18	2010-09-30	non_curated
