	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
BIOMD0000000058	1	0	0	0	0	0	0	0	0	0	11	11	L2V1	19	16	13	11	8	0	8	0	4	1	R14	2009-06-16	curated
BIOMD0000000059	2	0	0	0	0	0	0	0	0	0	18	18	L2V1	55	97	0	18	37	0	35	2	6	16	R14	2009-06-16	curated
BIOMD0000000060	1	0	0	0	0	0	0	0	0	0	3	3	L2V3	4	1	10	3	1	0	1	0	4	5	R14	2009-06-16	curated
BIOMD0000000061	2	0	0	0	0	0	0	0	0	0	24	24	L2V1	24	0	69	24	0	0	0	0	25	7	R14	2009-06-16	curated
BIOMD0000000062	1	0	0	0	0	0	0	0	0	0	5	5	L2V1	6	4	10	5	1	0	1	0	3	5	R14	2009-06-16	curated
BIOMD0000000063	2	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	0	55	8	0	0	0	0	9	5	R14	2009-06-16	curated
BIOMD0000000064	2	0	0	0	0	0	0	0	3	0	17	17	L2V1	23	15	70	17	3	0	3	0	26	6	R14	2009-06-16	curated
BIOMD0000000065	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	16	23	0	16	0	0	0	0	9	2	R14	2009-06-16	curated
BIOMD0000000066	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	0	47	7	0	0	0	0	11	7	R14	2009-06-16	curated
BIOMD0000000067	1	0	0	0	0	0	0	0	0	0	13	13	L2V1	13	21	0	13	0	0	0	0	8	0	R14	2009-06-16	curated
BIOMD0000000068	1	0	0	0	0	0	0	0	0	0	3	3	L2V1	3	0	6	3	0	0	0	0	9	4	R14	2009-06-16	curated
BIOMD0000000069	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	9	20	0	7	2	0	2	0	10	0	R14	2009-06-16	curated
BIOMD0000000070	1	0	0	0	0	0	0	0	0	0	38	38	L2V1	38	0	166	38	0	0	0	0	45	6	R14	2009-06-16	curated
BIOMD0000000071	4	0	0	0	0	0	0	0	0	0	14	14	L2V1	27	12	60	14	13	0	13	0	27	6	R14	2009-06-16	curated
BIOMD0000000072	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	0	8	7	0	0	0	0	7	1	R14	2009-06-16	curated
BIOMD0000000073	1	0	0	0	0	0	0	0	4	0	48	48	L2V1	52	0	80	48	0	0	0	0	16	2	R14	2009-06-16	curated
BIOMD0000000074	1	0	0	0	0	0	0	0	4	0	57	57	L2V1	61	0	95	57	0	0	0	0	19	2	R14	2009-06-16	curated
BIOMD0000000075	5	0	0	0	0	0	0	0	0	0	8	8	L2V1	15	24	12	8	7	0	7	0	13	16	R14	2009-06-16	curated
BIOMD0000000076	1	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	18	2	0	0	0	0	3	4	R14	2009-06-16	curated
BIOMD0000000077	1	0	1	0	1	2	0	1	0	0	5	5	L2V1	8	2	8	5	1	0	1	0	8	3	R14	2009-06-16	curated
BIOMD0000000078	1	0	0	0	0	0	0	0	5	0	48	48	L2V1	55	2	79	48	2	0	2	0	16	2	R14	2009-06-16	curated
BIOMD0000000079	1	0	0	0	0	0	0	0	5	0	6	6	L2V1	11	0	11	6	0	0	0	0	3	0	R14	2009-06-16	curated
BIOMD0000000080	1	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	0	10	6	0	0	0	0	10	0	R14	2009-06-16	curated
BIOMD0000000081	3	0	2	0	2	4	0	2	0	0	15	15	L2V1	28	11	23	15	9	0	9	0	23	10	R14	2009-06-16	curated
BIOMD0000000082	1	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	0	10	6	0	0	0	0	10	0	R14	2009-06-16	curated
BIOMD0000000083	1	0	0	0	0	0	0	0	5	0	57	57	L2V1	64	2	94	57	2	0	2	0	19	2	R14	2009-06-16	curated
BIOMD0000000084	1	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	0	18	8	0	0	0	0	8	1	R14	2009-06-16	curated
BIOMD0000000085	1	0	0	0	0	0	0	0	0	0	17	17	L2V1	19	2	34	17	2	0	2	0	17	0	R14	2009-06-16	curated
BIOMD0000000086	1	0	0	0	0	0	0	0	0	0	24	24	L2V1	26	2	48	24	2	0	2	0	17	0	R14	2009-06-16	curated
BIOMD0000000087	2	0	9	0	30	39	0	9	0	0	43	43	L2V1	82	1	43	43	0	0	0	0	55	1	R14	2009-06-16	curated
BIOMD0000000088	3	0	1	0	1	2	0	1	0	0	110	110	L2V1	112	0	197	110	0	0	0	0	105	6	R14	2009-06-16	curated
BIOMD0000000089	1	0	0	0	0	0	0	0	1	0	36	36	L2V1	37	78	0	36	0	0	0	0	16	2	R14	2009-06-16	curated
BIOMD0000000090	3	0	0	0	0	0	0	0	0	0	21	21	L2V1	25	28	0	21	4	0	4	0	26	0	R14	2009-06-16	curated
BIOMD0000000091	1	0	0	0	0	0	0	0	0	0	23	23	L2V1	23	21	0	23	0	0	0	0	16	1	R14	2009-06-16	curated
BIOMD0000000092	1	0	0	0	0	0	0	0	0	0	3	3	L2V1	3	0	4	3	0	0	0	0	4	2	R14	2009-06-16	curated
BIOMD0000000093	2	0	0	0	0	0	0	0	0	0	46	46	L2V1	46	0	72	46	0	0	0	0	34	5	R14	2009-06-16	curated
BIOMD0000000094	2	0	0	0	0	0	0	0	0	0	45	45	L2V1	45	0	70	45	0	0	0	0	34	5	R14	2009-06-16	curated
BIOMD0000000095	2	0	1	0	1	2	0	1	0	0	46	46	L2V1	48	91	0	46	0	0	0	0	19	5	R14	2009-06-16	curated
BIOMD0000000096	2	0	2	0	3	5	0	2	0	0	46	46	L2V1	51	94	0	46	0	0	0	0	19	5	R14	2009-06-16	curated
BIOMD0000000097	2	0	2	0	3	5	0	2	0	0	46	46	L2V1	51	93	0	46	0	0	0	0	19	5	R14	2009-06-16	curated
BIOMD0000000098	2	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	13	0	6	0	0	0	0	2	4	R14	2009-06-16	curated
BIOMD0000000099	2	0	0	0	0	0	0	0	0	0	14	14	L2V1	14	14	0	14	0	0	0	0	7	2	R14	2009-06-16	curated
BIOMD0000000100	3	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	30	0	10	0	0	0	0	5	5	R14	2009-06-16	curated
BIOMD0000000101	2	0	1	0	1	2	0	1	0	0	13	13	L2V1	15	9	0	13	0	0	0	0	6	3	R14	2009-06-16	curated
BIOMD0000000102	1	0	0	0	0	0	0	0	0	0	28	28	L2V1	28	41	0	28	0	0	0	0	13	5	R14	2009-06-16	curated
BIOMD0000000103	1	0	0	0	0	0	0	0	0	0	42	42	L2V1	42	49	0	42	0	0	0	0	17	5	R14	2009-06-16	curated
BIOMD0000000104	1	0	1	0	1	2	0	1	0	0	2	2	L2V1	5	0	2	2	1	0	1	0	6	0	R14	2009-06-16	curated
BIOMD0000000105	1	0	0	0	0	0	0	0	0	0	94	94	L2V1	94	17	0	94	0	0	0	0	39	1	R14	2009-06-16	curated
BIOMD0000000106	1	0	0	0	0	0	0	0	0	0	32	32	L2V1	32	54	0	32	0	0	0	0	25	2	R14	2009-06-16	curated
BIOMD0000000107	1	0	0	0	0	0	0	0	0	0	23	23	L2V1	33	36	0	23	10	0	10	0	14	2	R14	2009-06-16	curated
BIOMD0000000108	1	0	0	0	0	0	0	0	0	0	17	17	L2V1	19	18	0	17	2	0	2	0	9	0	R14	2009-06-16	curated
BIOMD0000000109	1	0	1	0	1	2	0	1	0	0	138	138	L2V1	152	61	0	138	12	0	12	0	57	2	R14	2009-06-16	curated
BIOMD0000000110	1	0	0	0	0	0	0	0	0	0	22	22	L2V3	24	30	0	22	2	0	2	0	15	2	R14	2009-06-16	curated
BIOMD0000000111	1	0	2	0	3	5	0	2	0	0	19	19	L2V1	30	53	0	19	6	0	6	0	10	2	R14	2009-06-16	curated
BIOMD0000000112	2	0	0	0	0	0	0	0	0	0	8	8	L2V1	12	4	13	8	4	0	4	0	10	3	R14	2009-06-16	curated
BIOMD0000000113	2	0	0	0	0	0	0	0	0	0	7	7	L2V1	8	19	0	7	1	0	1	0	4	2	R14	2009-06-16	curated
BIOMD0000000114	3	0	0	0	0	0	0	0	0	0	4	4	L2V1	5	8	0	4	1	0	1	0	2	0	R14	2009-06-16	curated
BIOMD0000000115	3	0	0	0	0	0	0	0	0	0	5	5	L2V1	6	8	0	5	1	0	1	0	2	0	R14	2009-06-16	curated
BIOMD0000000116	1	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	20	0	10	0	0	0	0	6	0	R14	2009-06-16	curated
BIOMD0000000117	3	0	1	0	1	2	0	1	0	0	6	6	L2V1	9	15	0	6	1	0	1	0	2	1	R14	2009-06-16	curated
BIOMD0000000118	1	0	0	0	0	0	0	0	1	0	0	0	L2V1	14	45	0	0	13	0	8	5	0	2	R14	2009-06-16	curated
BIOMD0000000119	1	0	0	0	0	0	0	0	2	0	1	1	L2V1	23	69	0	1	20	0	12	8	1	2	R14	2009-06-16	curated
BIOMD0000000120	1	0	2	0	2	4	0	2	0	0	10	10	L2V1	15	11	0	10	1	0	1	0	5	3	R14	2009-06-16	curated
BIOMD0000000121	1	0	2	0	2	4	0	2	0	0	5	5	L2V1	19	19	0	5	10	0	10	0	6	3	R14	2009-06-16	curated
BIOMD0000000122	2	0	3	0	7	10	0	3	0	0	17	17	L2V1	27	23	0	17	0	0	0	0	14	1	R14	2009-06-16	curated
BIOMD0000000123	2	0	0	0	0	0	0	0	0	0	17	17	L2V1	17	22	0	17	0	0	0	0	14	1	R14	2009-06-16	curated
BIOMD0000000124	1	0	1	0	1	2	0	1	0	0	2	2	L2V1	32	57	0	2	28	0	23	5	2	3	R14	2009-06-16	curated
BIOMD0000000125	1	0	1	0	1	2	0	1	0	0	7	7	L2V1	9	7	0	7	0	0	0	0	5	0	R14	2009-06-16	curated
BIOMD0000000126	1	0	2	0	2	4	0	2	0	0	11	11	L2V1	31	24	0	11	16	0	16	0	9	2	R14	2009-06-16	curated
BIOMD0000000127	1	0	2	0	3	5	0	2	0	0	0	0	L2V1	7	8	0	0	2	0	0	2	0	2	R14	2009-06-16	curated
BIOMD0000000128	1	0	1	0	3	4	0	1	0	0	3	3	L2V1	27	50	0	3	20	0	16	4	3	1	R14	2009-06-16	curated
BIOMD0000000129	1	0	3	0	4	7	0	3	0	0	0	0	L2V1	9	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000130	1	0	5	0	6	11	0	5	0	0	0	0	L2V1	13	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000131	1	0	4	0	5	9	0	4	0	0	0	0	L2V1	11	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000132	1	0	4	0	5	9	0	4	0	0	0	0	L2V1	11	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000133	1	0	5	0	6	11	0	5	0	0	0	0	L2V1	13	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000134	1	0	3	0	4	7	0	3	0	0	0	0	L2V1	9	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000135	1	0	3	0	4	7	0	3	0	0	0	0	L2V1	9	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000136	1	0	4	0	5	9	0	4	0	0	0	0	L2V1	11	8	0	0	2	0	0	2	0	0	R14	2009-06-16	curated
BIOMD0000000137	2	0	3	0	3	6	0	3	0	0	20	20	L2V1	32	40	0	20	6	0	6	0	21	2	R14	2009-06-16	curated
BIOMD0000000138	1	0	0	0	0	0	0	0	0	0	1	1	L2V1	16	40	0	1	15	0	12	3	1	3	R14	2009-06-16	curated
BIOMD0000000139	2	0	1	0	3	4	0	1	0	0	45	45	L2V1	54	45	1	45	5	0	4	1	24	2	R14	2009-06-16	curated
BIOMD0000000140	2	0	1	0	3	4	0	1	0	0	45	45	L2V1	54	45	1	45	5	0	4	1	24	2	R14	2009-06-16	curated
BIOMD0000000141	1	0	2	0	3	5	0	2	0	0	0	0	L2V1	8	9	0	0	3	0	1	2	0	0	R14	2009-06-16	curated
BIOMD0000000142	1	0	2	0	3	5	0	2	0	0	0	0	L2V1	8	9	0	0	3	0	1	2	0	0	R14	2009-06-16	curated
BIOMD0000000143	2	0	0	0	0	0	0	0	0	0	20	20	L2V1	20	24	0	20	0	0	0	0	20	1	R14	2009-06-16	curated
BIOMD0000000144	2	0	1	0	11	12	0	1	0	0	54	54	L2V1	69	46	0	54	3	0	3	0	18	1	R14	2009-06-16	curated
BIOMD0000000145	2	0	0	0	0	0	0	0	0	0	11	11	L2V1	21	32	0	11	10	0	10	0	7	1	R14	2009-06-16	curated
BIOMD0000000146	1	0	0	0	0	0	0	0	0	0	34	34	L2V1	41	75	0	34	7	0	7	0	36	1	R14	2009-06-16	curated
BIOMD0000000147	2	0	0	0	0	0	0	0	0	0	51	51	L2V1	54	3	70	51	3	0	3	0	24	4	R14	2009-06-16	curated
BIOMD0000000148	1	0	4	0	4	8	0	4	0	0	6	6	L2V1	17	13	0	6	3	0	3	0	7	2	R14	2009-06-16	curated
BIOMD0000000149	2	0	2	0	2	4	0	2	0	0	33	33	L2V1	38	59	0	33	1	0	1	0	28	2	R14	2009-06-16	curated
BIOMD0000000150	1	0	0	0	0	0	0	0	0	0	2	2	L2V1	3	2	4	2	1	0	1	0	4	0	R14	2009-06-16	curated
BIOMD0000000151	2	0	0	0	0	0	0	0	0	0	72	72	L2V1	72	105	0	72	0	0	0	0	68	1	R14	2009-06-16	curated
BIOMD0000000152	1	0	21	0	21	42	0	21	0	0	120	120	L2V1	162	7	119	120	0	0	0	0	64	0	R14	2009-06-16	curated
BIOMD0000000153	1	0	21	0	21	42	0	21	0	0	152	152	L2V1	194	7	151	152	0	0	0	0	75	0	R14	2009-06-16	curated
BIOMD0000000154	1	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	7	0	5	0	0	0	0	2	2	R14	2009-06-16	curated
BIOMD0000000155	1	0	0	0	0	0	0	0	0	0	4	4	L2V1	5	10	0	4	1	0	0	1	2	2	R14	2009-06-16	curated
BIOMD0000000156	1	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	7	0	5	0	0	0	0	3	2	R14	2009-06-16	curated
BIOMD0000000157	1	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	8	0	6	0	0	0	0	3	2	R14	2009-06-16	curated
BIOMD0000000158	1	0	2	0	6	8	0	2	0	0	6	6	L2V1	15	14	0	6	1	0	1	0	3	2	R14	2009-06-16	curated
BIOMD0000000159	1	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	7	0	6	0	0	0	0	3	2	R14	2009-06-16	curated
BIOMD0000000160	1	0	0	0	0	0	0	0	0	0	41	41	L2V1	41	47	0	41	0	0	0	0	25	2	R14	2009-06-16	curated
BIOMD0000000161	7	0	0	0	0	0	0	0	0	0	43	43	L2V1	55	26	105	43	12	0	12	0	46	21	R14	2009-06-16	curated
BIOMD0000000162	5	0	0	0	0	0	0	0	0	0	45	45	L2V1	48	28	174	45	3	0	3	0	32	23	R14	2009-06-16	curated
BIOMD0000000163	3	0	0	0	0	0	0	0	0	0	26	26	L2V1	28	20	0	26	2	0	2	0	16	2	R14	2009-06-16	curated
BIOMD0000000164	5	0	0	0	0	0	0	0	0	0	29	29	L2V1	34	12	52	29	5	0	5	0	26	14	R14	2009-06-16	curated
BIOMD0000000165	3	0	0	0	0	0	0	0	0	0	30	30	L2V1	38	20	42	30	8	0	8	0	37	11	R14	2009-06-16	curated
BIOMD0000000166	2	0	0	0	0	0	0	0	0	0	9	9	L2V1	11	7	15	9	2	0	2	0	3	2	R14	2009-06-16	curated
BIOMD0000000167	3	0	0	0	0	0	0	0	0	0	7	7	L2V1	8	0	14	7	1	0	1	0	9	9	R14	2009-06-16	curated
BIOMD0000000168	1	0	0	0	0	0	0	0	0	0	10	10	L2V1	13	21	0	10	3	0	3	0	7	0	R14	2009-06-16	curated
BIOMD0000000169	1	0	0	0	0	0	0	0	3	0	27	27	L2V1	30	32	0	27	0	0	0	0	11	0	R14	2009-06-16	curated
BIOMD0000000170	2	0	0	0	0	0	0	0	0	0	17	17	L2V1	20	27	0	17	3	0	3	0	7	6	R14	2009-06-16	curated
BIOMD0000000171	2	0	0	0	0	0	0	0	0	0	26	26	L2V1	29	6	35	26	3	0	3	0	12	7	R14	2009-06-16	curated
BIOMD0000000172	2	0	0	0	0	0	0	0	0	0	19	19	L2V1	19	0	87	19	0	0	0	0	25	2	R14	2009-06-16	curated
BIOMD0000000173	2	0	0	0	0	0	0	0	0	0	26	26	L2V1	30	17	0	26	4	0	4	0	26	5	R14	2009-06-16	curated
BIOMD0000000174	1	0	0	0	0	0	0	0	5	0	10	10	L2V3	15	0	18	10	0	0	0	0	4	5	R14	2009-06-16	curated
BIOMD0000000175	1	0	0	0	0	0	0	0	0	0	102	102	L2V3	104	240	0	102	2	0	2	0	120	1	R14	2009-06-16	curated
BIOMD0000000176	1	0	0	0	0	0	0	0	0	0	19	19	L2V1	19	11	87	19	0	0	0	0	25	8	R14	2009-06-16	curated
BIOMD0000000177	2	0	0	0	0	0	0	0	0	0	21	21	L2V1	21	2	95	21	0	0	0	0	28	8	R14	2009-06-16	curated
BIOMD0000000178	3	0	0	0	0	0	0	0	0	0	4	4	L2V3	6	1	4	4	2	0	2	0	6	4	R14	2009-06-16	curated
BIOMD0000000179	1	0	0	0	0	0	0	0	0	0	17	17	L2V3	18	18	0	17	1	0	1	0	7	1	R14	2009-06-16	curated
BIOMD0000000180	1	0	0	0	0	0	0	0	0	0	20	20	L2V3	22	20	0	20	2	0	2	0	8	1	R14	2009-06-16	curated
BIOMD0000000181	1	0	0	0	0	0	0	0	0	0	18	18	L2V3	18	25	0	18	0	0	0	0	6	5	R14	2009-06-16	curated
BIOMD0000000182	3	0	0	0	0	0	0	0	0	0	32	32	L2V3	51	28	55	32	19	0	19	0	37	14	R14	2009-06-16	curated
BIOMD0000000183	1	0	0	0	0	0	0	0	26	0	352	352	L2V3	424	61	0	352	46	0	46	0	67	0	R14	2009-06-16	curated
BIOMD0000000184	2	0	0	0	0	0	0	0	0	0	7	7	L2V3	7	14	0	7	0	0	0	0	3	4	R14	2009-06-16	curated
BIOMD0000000185	1	0	0	0	0	0	0	0	0	0	20	20	L2V3	21	19	0	20	1	0	1	0	8	5	R14	2009-06-16	curated
BIOMD0000000186	1	0	1	0	2	3	0	1	0	0	9	9	L2V3	12	17	0	9	0	0	0	0	11	2	R14	2009-06-16	curated
BIOMD0000000187	1	0	1	0	2	3	0	1	0	0	9	9	L2V3	12	17	0	9	0	0	0	0	11	2	R14	2009-06-16	curated
BIOMD0000000188	1	0	2	0	2	4	0	2	0	0	20	20	L2V3	26	21	0	20	2	0	2	0	20	5	R14	2009-06-16	curated
BIOMD0000000189	1	0	2	0	2	4	0	2	0	0	14	14	L2V3	20	16	0	14	2	0	2	0	18	5	R14	2009-06-16	curated
BIOMD0000000190	1	0	0	0	0	0	0	0	0	0	13	13	L2V3	19	17	39	13	6	0	2	4	11	10	R14	2009-06-16	curated
