time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	RATP	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	Vmax_RATP	atp_tot	bounds__lb_EX_adp_fba	bounds__lb_EX_atp_fba	bounds__lb_EX_glc_fba	bounds__lb_EX_pyr_fba	bounds__ub_EX_adp_fba	bounds__ub_EX_atp_fba	bounds__ub_EX_glc_fba	bounds__ub_EX_pyr_fba	c3_tot	dt	fba__ub_R3	fba__ub_default	fba__zero	k_RATP	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	-1.0	1.0	-0.5	1.0	0.9523809523809523	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-10.0	-20.0	-50.0	-0.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.1	0.9952435610747742	2.0047564389252264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95	0.1	-1.0	1.0	-0.5	1.0	0.9524885644007988	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.952435610747742	-20.047564389252262	-49.5	-1.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.2	0.990500747837485	2.0094992521625157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	0.2	-1.0	1.0	-0.5	1.0	0.9525953849485906	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000001	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.905007478374849	-20.094992521625155	-49.0	-2.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.30000000000000004	0.9857685766233697	2.014231423376631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.85	0.3000000000000001	-1.0	1.0	-0.5	1.0	0.9527014881652405	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000001	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.857685766233697	-20.14231423376631	-48.49999999999999	-3.000000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.4	0.9810469707655926	2.0189530292344084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.40000000000000013	-1.0	1.0	-0.5	1.0	0.9528068821628713	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000001	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.810469707655924	-20.189530292344084	-47.99999999999999	-4.000000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.5	0.9763358596303979	2.0236641403696023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75	0.5	-1.0	1.0	-0.5	1.0	0.9529115748111676	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.763358596303979	-20.236641403696023	-47.5	-5.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.6000000000000001	0.9716351734224988	2.0283648265775014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7	0.6	-1.0	1.0	-0.5	1.0	0.9530155738568541	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.716351734224988	-20.283648265775014	-47.0	-5.999999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.7000000000000001	0.9669448431368742	2.033055156863126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.7	-1.0	1.0	-0.5	1.0	0.9531188869269277	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.669448431368743	-20.33055156863126	-46.5	-6.999999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.8	0.9622648005448383	2.037735199455162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6000000000000005	0.7999999999999998	-1.0	1.0	-0.5	1.0	0.9532215215310639	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.622648005448383	-20.377351994551617	-46.0	-7.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.9	0.957594978176203	2.042405021823798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.550000000000001	0.8999999999999997	-1.0	1.0	-0.5	1.0	0.953323485064056	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000001	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000002	0.1	1.0	1000.0	0.0	0.1	-9.575949781762029	-20.424050218237976	-45.50000000000001	-8.999999999999996	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
