time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
1905.0	85.0	15.0	159.0	78.0	63.0	1.0	19.0	280.0
1920.0	89.0	11.0	161.0	85.0	54.0	3.0	17.0	280.0
1935.0	92.0	8.0	170.0	79.0	51.0	5.0	10.0	285.0
1950.0	93.0	7.0	177.0	80.0	43.0	7.0	8.0	285.0
1965.0	94.0	6.0	183.0	83.0	34.0	3.0	12.0	285.0
1980.0	94.0	6.0	195.0	73.0	32.0	2.0	17.0	281.0
1995.0	93.0	7.0	201.0	72.0	27.0	5.0	10.0	285.0
2010.0	94.0	6.0	208.0	70.0	22.0	9.0	7.0	284.0
2025.0	95.0	5.0	221.0	62.0	17.0	9.0	7.0	284.0
2040.0	94.0	6.0	228.0	57.0	15.0	12.0	5.0	283.0
2055.0	93.0	7.0	238.0	50.0	12.0	11.0	12.0	277.0
2070.0	94.0	6.0	245.0	44.0	11.0	11.0	16.0	273.0
2085.0	94.0	6.0	254.0	37.0	9.0	13.0	15.0	272.0
2100.0	93.0	7.0	259.0	37.0	4.0	11.0	27.0	262.0
2115.0	96.0	4.0	268.0	30.0	2.0	16.0	30.0	254.0
2130.0	95.0	5.0	274.0	23.0	3.0	19.0	31.0	250.0
2145.0	94.0	6.0	273.0	26.0	1.0	25.0	30.0	245.0
2160.0	92.0	8.0	279.0	19.0	2.0	31.0	31.0	238.0
2175.0	93.0	7.0	284.0	13.0	3.0	34.0	33.0	233.0
2190.0	95.0	5.0	290.0	7.0	3.0	39.0	35.0	226.0
2205.0	99.0	1.0	292.0	7.0	1.0	43.0	39.0	218.0
2220.0	97.0	3.0	293.0	6.0	1.0	53.0	33.0	214.0
2235.0	99.0	1.0	293.0	7.0	0.0	61.0	31.0	208.0
2250.0	100.0	0.0	297.0	3.0	0.0	66.0	35.0	199.0
2265.0	97.0	3.0	297.0	3.0	0.0	73.0	41.0	186.0
2280.0	98.0	2.0	298.0	2.0	0.0	76.0	44.0	180.0
2295.0	99.0	1.0	298.0	2.0	0.0	78.0	56.0	166.0
2310.0	98.0	2.0	299.0	1.0	0.0	83.0	57.0	160.0
2325.0	97.0	3.0	299.0	1.0	0.0	90.0	55.0	155.0
2340.0	97.0	3.0	299.0	1.0	0.0	95.0	57.0	148.0
2355.0	95.0	5.0	299.0	1.0	0.0	97.0	67.0	136.0
2370.0	95.0	5.0	297.0	3.0	0.0	102.0	68.0	130.0
2385.0	96.0	4.0	298.0	2.0	0.0	108.0	68.0	124.0
2400.0	98.0	2.0	298.0	1.0	1.0	112.0	71.0	117.0
2415.0	97.0	3.0	297.0	3.0	0.0	116.0	73.0	111.0
2430.0	94.0	6.0	299.0	1.0	0.0	122.0	69.0	109.0
2445.0	91.0	9.0	296.0	3.0	1.0	126.0	76.0	98.0
2460.0	90.0	10.0	295.0	3.0	2.0	131.0	76.0	93.0
2475.0	86.0	14.0	293.0	5.0	2.0	132.0	82.0	86.0
2490.0	84.0	16.0	291.0	8.0	1.0	138.0	85.0	77.0
2505.0	83.0	17.0	290.0	9.0	1.0	149.0	85.0	66.0
2520.0	76.0	24.0	289.0	9.0	2.0	156.0	88.0	56.0
2535.0	76.0	24.0	290.0	7.0	3.0	163.0	87.0	50.0
2550.0	77.0	23.0	285.0	12.0	3.0	166.0	92.0	42.0
2565.0	73.0	27.0	278.0	18.0	4.0	174.0	90.0	36.0
2580.0	69.0	31.0	270.0	23.0	7.0	181.0	89.0	30.0
2595.0	63.0	37.0	269.0	22.0	9.0	182.0	90.0	28.0
2610.0	58.0	42.0	261.0	31.0	8.0	182.0	96.0	22.0
2625.0	50.0	50.0	249.0	39.0	12.0	184.0	93.0	23.0
2640.0	44.0	56.0	248.0	36.0	16.0	188.0	89.0	23.0
2655.0	31.0	69.0	231.0	36.0	33.0	187.0	92.0	21.0
2670.0	24.0	76.0	214.0	34.0	52.0	177.0	92.0	31.0
2685.0	21.0	79.0	197.0	34.0	69.0	161.0	91.0	48.0
2700.0	19.0	81.0	184.0	30.0	86.0	140.0	96.0	64.0
2715.0	18.0	82.0	171.0	32.0	97.0	123.0	89.0	88.0
2730.0	19.0	81.0	149.0	38.0	113.0	88.0	92.0	120.0
2745.0	20.0	80.0	128.0	49.0	123.0	68.0	81.0	151.0
2760.0	24.0	76.0	107.0	59.0	134.0	40.0	84.0	176.0
2775.0	26.0	74.0	92.0	60.0	148.0	22.0	69.0	209.0
2790.0	29.0	71.0	77.0	63.0	160.0	8.0	39.0	253.0
2805.0	30.0	70.0	57.0	72.0	171.0	0.0	13.0	287.0
2820.0	30.0	70.0	52.0	48.0	200.0	0.0	4.0	296.0
2835.0	37.0	63.0	35.0	66.0	199.0	0.0	4.0	296.0
2850.0	37.0	63.0	33.0	61.0	206.0	2.0	1.0	297.0
2865.0	39.0	61.0	26.0	62.0	212.0	0.0	1.0	299.0
2880.0	41.0	59.0	25.0	58.0	217.0	0.0	2.0	298.0
2895.0	45.0	55.0	14.0	64.0	222.0	0.0	4.0	296.0
2910.0	48.0	52.0	13.0	55.0	232.0	0.0	2.0	298.0
2925.0	50.0	50.0	15.0	51.0	234.0	0.0	1.0	299.0
2940.0	51.0	49.0	18.0	39.0	243.0	0.0	2.0	298.0
2955.0	54.0	46.0	20.0	33.0	247.0	2.0	0.0	298.0
2970.0	55.0	45.0	20.0	37.0	243.0	0.0	1.0	299.0
2985.0	56.0	44.0	13.0	47.0	240.0	0.0	3.0	297.0
3000.0	56.0	44.0	20.0	44.0	236.0	2.0	1.0	297.0
