time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	[fba__Ac]	[fba__Glcxt]	[fba__O2]	[fba__X]	dummy_EX_Ac	dummy_EX_Glcxt	dummy_EX_O2	dummy_EX_X	fba__v1	fba__v2	fba__v3	fba__v4	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	vO2_transfer	EX_Ac	EX_Glcxt	EX_O2	EX_X	O2_ref	Y	bounds__Km_EX_Glcxt	bounds__Vmax_EX_Glcxt	bounds__Vmax_EX_O2	bounds__lb_default	bounds__lb_kin_EX_Glcxt	bounds__lb_kin_EX_O2	bounds__ub_default	bounds__zero	dt	fba__ub_default	fba__zero	kLa	lb_EX_Ac	lb_EX_Glcxt	lb_EX_O2	lb_EX_X	ub_EX_Ac	ub_EX_Glcxt	ub_EX_O2	ub_EX_X
1.0	0.407309886486	10.7862947993	0.209527824508	0.00182586259581	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.1063158039e-16	0.162194676901	0.0	0.439508757586	-0.0097260891242	0.0182332739506	0.0038261959038	-0.0010986277948	0.00354131618967	5.32684614194	-9.98611505186	-2.09555522556	0.601703434486	0.21	0.00182586259581	0.015	10.0	15.0	-1000.0	-9.98611277603	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.07309886486	-9.98611277603	-2.09527824508	-0.0182586259581	1000.0	1000.0	1000.0	1000.0
1.1	0.40831287897	10.7844145576	0.209498507606	0.00193915264482	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.162173238783	0.0	0.439519185499	-0.010329812867	0.0193645970011	0.00406306435057	-0.00116677345591	0.00376119295232	5.32697252825	-9.98611277603	-2.09527824508	0.601692424282	0.21	0.00193915264482	0.015	10.0	15.0	-1000.0	-9.98611035819	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.0831287897	-9.98611035819	-2.09498507606	-0.0193915264482	1000.0	1000.0	1000.0	1000.0
1.2	0.409378130496	10.7824176537	0.209467423642	0.00205946962798	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.162150547683	0.0	0.439530222418	-0.010971013621	0.0205660909843	0.00431455813522	-0.00123914327176	0.00399432268463	5.32710629571	-9.98611035819	-2.09498507606	0.601680770101	0.21	0.00205946962798	0.015	10.0	15.0	-1000.0	-9.9861077894	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.09378130496	-9.9861077894	-2.09467423642	-0.0205946962798	1000.0	1000.0	1000.0	1000.0
1.3	0.410509506032	10.7802968518	0.209434441142	0.00218724909466	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	2.2126316078e-16	0.162126488887	0.0	0.439541924312	-0.0116520186333	0.0218421052215	0.00458157432721	-0.00131599869205	0.00424169143462	5.32724812267	-9.9861077894	-2.09467423642	0.601668413199	0.21	0.00218724909466	0.015	10.0	15.0	-1000.0	-9.98610506019	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.10509506032	-9.98610506019	-2.09434441142	-0.0218724909466	1000.0	1000.0	1000.0	1000.0
1.4	0.411711110549	10.7780444675	0.209399432774	0.00232295355019	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.47508773853e-16	0.162100960636	0.0	0.439554340747	-0.012375299514	0.0231972582021	0.00486506478582	-0.00139761731834	0.00450425419638	5.32739860986	-9.98610506019	-2.09434441142	0.601655301384	0.21	0.00232295355019	0.015	10.0	15.0	-1000.0	-9.98610216047	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.11711110549	-9.98610216047	-2.09399432774	-0.0232295355019	1000.0	1000.0	1000.0	1000.0
1.5	0.412987303915	10.7756523403	0.209362269192	0.00246707411992	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.162073864376	0.0	0.439567519682	-0.0131434812994	0.0246364541989	0.00516603921321	-0.00148429388808	0.0047829810634	5.32755833854	-9.98610216047	-2.09399432774	0.601641384058	0.21	0.00246707411992	0.015	10.0	15.0	-1000.0	-9.98609907953	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.12987303915	-9.98609907953	-2.09362269192	-0.0246707411992	1000.0	1000.0	1000.0	1000.0
1.6	0.414342716729	10.7731118039	0.209322815904	0.00262013231497	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.162045099993	0.0	0.439581509807	-0.0139593520332	0.0261649008987	0.00548556847044	-0.00157634132188	0.0050788807172	5.32772789886	-9.98609907953	-2.09362269192	0.601626609801	0.21	0.00262013231497	0.015	10.0	15.0	-1000.0	-9.98609580595	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.14342716729	-9.98609580595	-2.09322815904	-0.0262013231497	1000.0	1000.0	1000.0	1000.0
1.7	0.415782267134	10.7704136551	0.209280931555	0.00278268190605	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.162014563393	0.0	0.439596361739	-0.0148258729224	0.0277881281113	0.00582478812341	-0.00167409183585	0.00539301333754	5.32790790428	-9.98609580595	-2.09322815904	0.601610925133	0.21	0.00278268190605	0.015	10.0	15.0	-1000.0	-9.98609232758	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.15782267134	-9.98609232758	-2.09280931555	-0.0278268190605	1000.0	1000.0	1000.0	1000.0
1.8	0.417311178684	10.7675481205	0.209236466849	0.00295531091193	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161982145166	0.0	0.439612128669	-0.015746189113	0.0295120076233	0.00618490220684	-0.00177789812202	0.00572649863217	5.32809899947	-9.98609232758	-2.09280931555	0.601594273836	0.21	0.00295531091193	0.015	10.0	15.0	-1000.0	-9.98608863153	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.17311178684	-9.98608863153	-2.09236466849	-0.0295531091193	1000.0	1000.0	1000.0	1000.0
1.9	0.418934999313	10.7645048213	0.209189263777	0.00313864370948	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161947729759	0.0	0.439628866771	-0.0167236411316	0.0313427742656	0.00656718720469	-0.00188813460047	0.0060805216747	5.32830186526	-9.98608863153	-2.09236466849	0.60157659653	0.21	0.00313864370948	0.015	10.0	15.0	-1000.0	-9.98608470403	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.18934999313	-9.98608470403	-2.09189263777	-0.0313864370948	1000.0	1000.0	1000.0	1000.0
2.0	0.420659621491	10.7612727358	0.209139154957	0.00333334327272	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161911194874	0.0	0.439646635493	-0.0177617770361	0.033287048269	0.00697299625135	-0.002005198747	0.00645633782151	5.32851722217	-9.98608470403	-2.09189263777	0.601557830366	0.21	0.00333334327272	0.015	10.0	15.0	-1000.0	-9.98608053047	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.20659621491	-9.98608053047	-2.09139154957	-0.0333334327272	1000.0	1000.0	1000.0	1000.0
2.1	0.422491303634	10.7578401598	0.209085963025	0.00354011354861	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161872410958	0.0	0.439665497806	-0.0188643653219	0.0353518589834	0.00740376356008	-0.00212951250081	0.0068552773111	5.32874583341	-9.98608053047	-2.09139154957	0.601537908764	0.21	0.00354011354861	0.015	10.0	15.0	-1000.0	-9.98607609528	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.22491303634	-9.98607609528	-2.09085963025	-0.0354011354861	1000.0	1000.0	1000.0	1000.0
2.2	0.424436692841	10.7541946641	0.209029500022	0.00375970197768	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	3.68771934633e-17	0.161831240732	0.0	0.439685520434	-0.0200354086313	0.0375446700447	0.00786100908692	-0.00226152375657	0.00727874983483	5.32898850767	-9.98607609528	-2.09085963025	0.601516761166	0.21	0.00375970197768	0.015	10.0	15.0	-1000.0	-9.98607138187	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.24436692841	-9.98607138187	-2.09029500022	-0.0375970197768	1000.0	1000.0	1000.0	1000.0
2.3	0.426502849048	10.7503230502	0.208969566771	0.00399290216841	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161787538717	0.0	0.439706774083	-0.0212791583162	0.0398734060746	0.008346343439	-0.00240170794586	0.00772824921982	5.32924610188	-9.98607138187	-2.09029500022	0.6014943128	0.21	0.00399290216841	0.015	10.0	15.0	-1000.0	-9.98606637262	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.26502849048	-9.98606637262	-2.08969566771	-0.0399290216841	1000.0	1000.0	1000.0	1000.0
2.4	0.428697270683	10.7462113024	0.208905952227	0.00424055673426	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.1063158039e-16	0.161741150751	0.0	0.439729333672	-0.0226001299083	0.0423464810051	0.00886147303624	-0.00255056971318	0.0082053582955	5.32951952411	-9.98606637262	-2.08969566771	0.601470484423	0.21	0.00424055673426	0.015	10.0	15.0	-1000.0	-9.98606104873	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.28697270683	-9.98606104873	-2.08905952227	-0.0424055673426	1000.0	1000.0	1000.0	1000.0
2.5	0.431027921923	10.7418445376	0.208838432802	0.00450356030329	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161691913489	0.0	0.439753278582	-0.024003119553	0.0449728281253	0.00940820553571	-0.00270864469161	0.00871175398197	5.32980973641	-9.98606104873	-2.08905952227	0.60144519207	0.21	0.00450356030329	0.015	10.0	15.0	-1000.0	-9.98605539018	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.31027921923	-9.98605539018	-2.08838432802	-0.0450356030329	1000.0	1000.0	1000.0	1000.0
2.6	0.433503261641	10.7372069516	0.20876677165	0.00478286271054	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161639653872	0.0	0.439778692904	-0.0254932214675	0.047761931951	0.00998845552777	-0.00287650138423	0.00924921262298	5.330117758	-9.98605539018	-2.08838432802	0.601418346776	0.21	0.00478286271054	0.015	10.0	15.0	-1000.0	-9.98604937566	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.33503261641	-9.98604937566	-2.0876677165	-0.0478286271054	1000.0	1000.0	1000.0	1000.0
2.7	0.436132274154	10.7322817623	0.208690717923	0.00507947238391	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.1063158039e-16	0.161584188584	0.0	0.439805665713	-0.0270758464873	0.0507238620281	0.0106042505128	-0.00305474315687	0.00981961557907	5.33044466844	-9.98604937566	-2.0876677165	0.601389854297	0.21	0.00507947238391	0.015	10.0	15.0	-1000.0	-9.98604298247	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.36132274154	-9.98604298247	-2.08690717923	-0.0507947238391	1000.0	1000.0	1000.0	1000.0
2.8	0.43892450189	10.7270511497	0.208610005988	0.00539445993521	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.84385967317e-16	0.16152532347	0.0	0.439834291339	-0.0287567417686	0.0538693087802	0.0112577371668	-0.00324401034874	0.0104249550922	5.33079161102	-9.98604298247	-2.08690717923	0.601359614808	0.21	0.00539445993521	0.015	10.0	15.0	-1000.0	-9.98603618639	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.3892450189	-9.98603618639	-2.08610005988	-0.0539445993521	1000.0	1000.0	1000.0	1000.0
2.9	0.441890080087	10.7214961912	0.208524354609	0.00572896196818	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161462852932	0.0	0.439864669665	-0.0305420117195	0.0572096215247	0.0119511879048	-0.00344498250738	0.0110673404319	5.33115979634	-9.98603618639	-2.08610005988	0.601327522597	0.21	0.00572896196818	0.015	10.0	15.0	-1000.0	-9.98602896165	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.41890080087	-9.98602896165	-2.08524354609	-0.0572896196818	1000.0	1000.0	1000.0	1000.0
3.0	0.445039773646	10.7155967946	0.208433466089	0.00608418511653	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161396559295	0.0	0.439896906434	-0.0324381402365	0.0607568487817	0.0126870077475	-0.00365838075485	0.0117490043305	5.33155050598	-9.98602896165	-2.08524354609	0.601293465729	0.21	0.00608418511653	0.015	10.0	15.0	-1000.0	-9.98602128075	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.45039773646	-9.98602128075	-2.08433466089	-0.0608418511653	1000.0	1000.0	1000.0	1000.0
3.1	0.448385016291	10.7093316252	0.208337025371	0.00646141032525	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161326212143	0.0	0.439931113566	-0.0344520143279	0.0645237810116	0.0134677414992	-0.00388497029247	0.0124723097158	5.33196509642	-9.98602128075	-2.08433466089	0.601257325709	0.21	0.00646141032525	0.015	10.0	15.0	-1000.0	-9.98601311436	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.48385016291	-9.98601311436	-2.08337025371	-0.0646141032525	1000.0	1000.0	1000.0	1000.0
3.2	0.451937952154	10.7026780301	0.2082346991	0.00686199738951	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.1063158039e-16	0.161251567625	0.0	0.439967409497	-0.0365909492111	0.0685239959224	0.0142960812424	-0.00412556305153	0.0132397567466	5.33240500311	-9.98601311436	-2.08337025371	0.601218977122	0.21	0.00686199738951	0.015	10.0	15.0	-1000.0	-9.98600443122	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.51937952154	-9.98600443122	-2.082346991	-0.0686199738951	1000.0	1000.0	1000.0	1000.0
3.3	0.455711479963	10.6956119562	0.208126134646	0.00728738976601	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.1063158039e-16	0.161172367725	0.0	0.440005919529	-0.0388627149757	0.0727719064954	0.0151748741515	-0.00438102049808	0.0140539901558	5.33287174469	-9.98600443122	-2.082346991	0.601178287254	0.21	0.00728738976601	0.015	10.0	15.0	-1000.0	-9.98599519798	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.55711479963	-9.98599519798	-2.08126134646	-0.0728738976601	1000.0	1000.0	1000.0	1000.0
3.4	0.459719299972	10.6881078651	0.208010959079	0.00773911967272	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.161088339509	0.0	0.440046776194	-0.0412755649103	0.0772828118883	0.0161071306304	-0.0046522565999	0.0149178069065	5.33336692748	-9.98599519798	-2.08126134646	0.601135115704	0.21	0.00773911967272	0.015	10.0	15.0	-1000.0	-9.98598537902	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.59719299972	-9.98598537902	-2.08010959079	-0.0773911967272	1000.0	1000.0	1000.0	1000.0
3.5	0.463975963821	10.680138641	0.207888778112	0.00821881349348	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.160999194334	0.0	0.440090119637	-0.0438382655971	0.0820729513788	0.0170960327727	-0.00494024096445	0.0158341641614	5.33389225001	-9.98598537902	-2.08010959079	0.601089313971	0.21	0.00821881349348	0.015	10.0	15.0	-1000.0	-9.98597493637	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.63975963821	-9.98597493637	-2.07888778112	-0.0821881349348	1000.0	1000.0	1000.0	1000.0
3.6	0.468496927504	10.671675494	0.207759174991	0.00872819750503	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	7.37543869267e-17	0.160904627022	0.0	0.440136098011	-0.0465601288854	0.0871595615249	0.0181449431444	-0.00524600215664	0.0168061875669	5.33444950789	-9.98597493637	-2.07888778112	0.601040725032	0.21	0.00872819750503	0.015	10.0	15.0	-1000.0	-9.98596382944	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.68496927504	-9.98596382944	-2.07759174991	-0.0872819750503	1000.0	1000.0	1000.0	1000.0
3.7	0.473298607632	10.6626878578	0.207621709353	0.00926910394489	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.160804315009	0.0	0.440184867886	-0.0494510458603	0.092560936725	0.019257413885	-0.00557063120601	0.0178371798502	5.33504059878	-9.98596382944	-2.07759174991	0.600989182895	0.21	0.00926910394489	0.015	10.0	15.0	-1000.0	-9.98595201489	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.73298607632	-9.98595201489	-2.07621709353	-0.0926910394489	1000.0	1000.0	1000.0	1000.0
3.8	0.478398441211	10.6531432801	0.207475916037	0.00984347743944	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.160697917456	0.0	0.440236594683	-0.0525215229319	0.0982964933699	0.0204371961196	-0.00591528531282	0.0189306297243	5.33566752756	-9.98595201489	-2.07621709353	0.600934512139	0.21	0.00984347743944	0.015	10.0	15.0	-1000.0	-9.98593944644	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.78398441211	-9.98593944644	-2.07475916037	-0.0984347743944	1000.0	1000.0	1000.0	1000.0
3.9	0.483814949138	10.6430073073	0.207321303854	0.0104533818125	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	2.2126316078e-16	0.160585074332	0.0	0.440291453108	-0.0557827201776	0.10438683779	0.0216882496723	-0.0062811917635	0.020090221095	5.33633241166	-9.98593944644	-2.07475916037	0.600876527439	0.21	0.0104533818125	0.015	10.0	15.0	-1000.0	-9.98592607458	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.83814949138	-9.98592607458	-2.07321303854	-0.104533818125	1000.0	1000.0	1000.0	1000.0
4.0	0.489567803664	10.6322433619	0.207157354326	0.011101007296	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.16046540546	0.0	0.440349627609	-0.059246492078	0.110853838211	0.023014753067	-0.00666965206564	0.021319842558	5.33703748663	-9.98592607458	-2.07321303854	0.600815033069	0.21	0.011101007296	0.015	10.0	15.0	-1000.0	-9.98591184639	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.89567803664	-9.98591184639	-2.07157354326	-0.11101007296	1000.0	1000.0	1000.0	1000.0
4.1	0.495677900061	10.6208126125	0.206983520377	0.0117886781648	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.16033850954	0.0	0.440411312852	-0.0629254307954	0.117720700939	0.0244211137961	-0.00708204631373	0.0226235971727	5.33778511177	-9.98591184639	-2.07157354326	0.600749822392	0.21	0.0117886781648	0.015	10.0	15.0	-1000.0	-9.98589670527	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-4.95677900061	-9.98589670527	-2.06983520377	-0.117886781648	1000.0	1000.0	1000.0	1000.0
4.2	0.502167432755	10.6086738359	0.206799225001	0.0125188608197	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.1063158039e-16	0.16020396314	0.0	0.440476714195	-0.0668329121534	0.125012051013	0.0259119788357	-0.00751983779664	0.0240058124935	5.33857777604	-9.98589670527	-2.06983520377	0.600680677335	0.21	0.0125188608197	0.015	10.0	15.0	-1000.0	-9.98588059062	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-5.02167432755	-9.98588059062	-2.06799225001	-0.125188608197	1000.0	1000.0	1000.0	1000.0
4.3	0.509059976212	10.5957832709	0.206603859889	0.013294172343	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	1.84385967317e-16	0.16006131966	0.0	0.440546048187	-0.0709831444862	0.132754017568	0.0274922453756	-0.00798457785862	0.0254710508353	5.33941810403	-9.98588059062	-2.06799225001	0.600607367847	0.21	0.013294172343	0.015	10.0	15.0	-1000.0	-9.98586343758	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-5.09059976212	-9.98586343758	-2.06603859889	-0.13294172343	1000.0	1000.0	1000.0	1000.0
4.4	0.516380570871	10.5820944637	0.206396784034	0.0141173895523	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.159910108273	0.0	0.440619543074	-0.0753912205352	0.140974324164	0.0291670717305	-0.00847791102576	0.0270241197432	5.34030886206	-9.98586343758	-2.06603859889	0.600529651347	0.21	0.0141173895523	0.015	10.0	15.0	-1000.0	-9.98584517666	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-5.16380570871	-9.98584517666	-2.06396784034	-0.141173895523	1000.0	1000.0	1000.0	1000.0
4.5	0.524155814432	10.5675581032	0.206177322316	0.0149914585802	0.0	0.4	10.8	0.21	0.001	0.0	0.0	0.0	0.0	0.0	0.159749832844	0.0	0.440697439312	-0.080073172583	0.149702384354	0.0309418883893	-0.00900158041011	0.0286700826309	5.34125296446	-9.98584517666	-2.06396784034	0.600447272155	0.21	0.0149914585802	0.015	10.0	15.0	-1000.0	-9.98582573339	-15.0	1000.0	0.0	0.1	1000.0	0.0	7.5	-5.24155814432	-9.98582573339	-2.06177322316	-0.149914585802	1000.0	1000.0	1000.0	1000.0
