"Time","a_rate_uptake (1)","Ac (1)","g_rate_uptake (1)","Glcxt (1)","O2 (1)","o_rate_uptake (1)","X (1)"
0.0,1.512416189,0.4,10.0,10.8,0.21,15.0,0.001
0.01,1.512416189,0.39998483062094903,10.0,10.799899459584152,0.2098553715503637,15.0,0.0010110146135056972
0.02,1.512416189,0.39996949415850913,10.0,10.79979781175457,0.20971960088470537,15.0,0.0010221505487220744
0.03,1.512416189,0.39995398877235383,10.0,10.79969504431352,0.20959203040616314,15.0,0.0010334091419608843
0.04,1.512416189,0.39993831260188684,10.0,10.799591144928918,0.20947204984154857,15.0,0.0010447917442528377
0.05,1.512416189,0.39992246376601887,10.0,10.799486101132846,0.2093590928197062,15.0,0.001056299721509726
0.06,1.512416189,0.3999064403629419,10.0,10.799379900320055,0.20925263369708877,15.0,0.0010679344546883312
0.07,1.512416189,0.3998902404699009,10.0,10.799272529746455,0.2091521846126855,15.0,0.0010796973399561408
0.08,1.512416189,0.39987386214296344,10.0,10.799163976527584,0.20905729275572987,15.0,0.001091589788858887
0.09,1.512416189,0.3998573034167861,10.0,10.799054227637066,0.2089675378308126,15.0,0.0011036132284899334
0.1,1.512416189,0.39984056230437875,10.0,10.798943269905042,0.208882529706135,15.0,0.0011157691016615246
0.11,1.512416189,0.3998236367968663,10.0,10.798831090016591,0.20880190623166975,15.0,0.0011280588670779254
0.12,1.512416189,0.39980652486324736,10.0,10.798717674510137,0.2087253312149514,15.0,0.0011404839995104634
0.13,1.512416189,0.3997892244501509,10.0,10.798603009775825,0.2086524925431065,15.0,0.0011530459899745029
0.14,1.512416189,0.3997717334815897,10.0,10.798487082053896,0.2085831004405564,15.0,0.001165746345908366
0.15,1.512416189,0.39975404985871105,10.0,10.798369877433032,0.20851688585258868,15.0,0.0011785865913542255
0.16,1.512416189,0.3997361714595454,10.0,10.798251381848688,0.20845359894570256,15.0,0.0011915682671409895
0.17,1.512416189,0.39971809613875126,10.0,10.798131581081403,0.20839300771628952,15.0,0.001204692931069201
0.18,1.512416189,0.3996998217273582,10.0,10.798010460755094,0.20833489669982136,15.0,0.0012179621580979737
0.19,1.512416189,0.39968134603250627,10.0,10.79788800633533,0.20827906577328276,15.0,0.0012313775405339879
0.2,1.512416189,0.39966266683718316,10.0,10.797764203127592,0.20822532904411034,15.0,0.001244940688222566
0.21,1.512416189,0.39964378189995803,10.0,10.797639036275504,0.20817351381938737,15.0,0.0012586532287408542
0.22,1.512416189,0.39962468895471265,10.0,10.797512490759052,0.20812345964949452,15.0,0.0012725168075931326
0.23,1.512416189,0.3996053857103694,10.0,10.797384551392785,0.20807501744083653,15.0,0.0012865330884082747
0.24,1.512416189,0.39958586985061656,10.0,10.797255202823989,0.20802804863265298,15.0,0.0013007037531393827
0.25,1.512416189,0.3995661390336302,10.0,10.797124429530847,0.20798242443328258,15.0,0.0013150305022656228
0.26,1.512416189,0.3995461908917933,10.0,10.796992215820572,0.20793802511158432,15.0,0.0013295150549962815
0.27,1.512416189,0.39952602303141155,10.0,10.796858545827531,0.20789473933953,15.0,0.0013441591494770713
0.28,1.512416189,0.3995056330324264,10.0,10.796723403511335,0.20785246358226997,15.0,0.001358964542998708
0.29,1.512416189,0.39948501844812456,10.0,10.796586772654917,0.2078111015322416,15.0,0.001373933012207785
0.3,1.512416189,0.3994641768048443,10.0,10.796448636862586,0.20777056358413787,15.0,0.0013890663533199722
0.31,1.512416189,0.39944310560167884,10.0,10.796308979558058,0.20773076634778273,15.0,0.0014043663823355601
0.32,1.512416189,0.3994218023101762,10.0,10.796167783982467,0.20769163219617456,15.0,0.0014198349352573805
0.33,1.512416189,0.3994002643740359,10.0,10.796025033192356,0.20765308884615563,15.0,0.0014354738683111273
0.34,1.512416189,0.39937848920880215,10.0,10.795880710057641,0.20761506896934992,15.0,0.0014512850581681026
0.35,1.512416189,0.39935647420155373,10.0,10.795734797259561,0.20757750983118192,15.0,0.0014672704021704175
0.36,1.512416189,0.3993342167105908,10.0,10.79558727728859,0.2075403529559469,15.0,0.0014834318185586737
0.37,1.512416189,0.3993117140651174,10.0,10.795438132442342,0.20750354381604966,15.0,0.0014997712467021511
0.38,1.512416189,0.3992889635649216,10.0,10.795287344823452,0.20746703154366547,15.0,0.001516290647331533
0.39,1.512416189,0.39926596248005114,10.0,10.795134896337416,0.20743076866320218,15.0,0.0015329920027741934
0.4,1.512416189,0.39924270805048595,10.0,10.79498076869043,0.20739471084306035,15.0,0.0015498773171920758
0.41,1.512416189,0.3992191974858071,10.0,10.794824943387189,0.20735881666529662,15.0,0.0015669486168221934
0.42,1.512416189,0.3991954279648619,10.0,10.79466740172867,0.20732304741189606,15.0,0.0015842079502197768
0.43,1.512416189,0.3991713966354255,10.0,10.794508124809889,0.2072873668664531,15.0,0.0016016573885041005
0.44,1.512416189,0.3991471006138586,10.0,10.794347093517628,0.2072517411301474,15.0,0.0016192990256070174
0.45,1.512416189,0.39912253698476163,10.0,10.794184288528147,0.2072161384509811,15.0,0.0016371349785242308
0.46,1.512416189,0.3990977028006247,10.0,10.79401969030486,0.20718052906531892,15.0,0.001655167387569333
0.47,1.512416189,0.3990725950814742,10.0,10.793853279095998,0.20714488505084172,15.0,0.0016733984166306438
0.48,1.512416189,0.3990472108145151,10.0,10.793685034932228,0.20710918019008848,15.0,0.0016918302534308762
0.49,1.512416189,0.3990215469537697,10.0,10.793514937624266,0.207073389843821,15.0,0.001710465109789663
0.5,1.512416189,0.3989956004197118,10.0,10.793342966760452,0.20703749083350137,15.0,0.0017293052218889762
0.51,1.512416189,0.39896936809889777,10.0,10.793169101704295,0.207001461332223,15.0,0.0017483528505414672
0.52,1.512416189,0.3989428468435924,10.0,10.792993321592007,0.20696528076348433,15.0,0.0017676102814617655
0.53,1.512416189,0.3989160334713916,10.0,10.79281560532999,0.2069289297072379,15.0,0.0017870798255407636
0.54,1.512416189,0.3988889247648406,10.0,10.792635931592308,0.2068923898126884,15.0,0.0018067638191229239
0.55,1.512416189,0.3988615174710478,10.0,10.79245427881813,0.20685564371735224,15.0,0.0018266646242866404
0.56,1.512416189,0.39883380830129456,10.0,10.792270625209142,0.20681867497192494,15.0,0.0018467846291276874
0.57,1.512416189,0.3988057939306405,10.0,10.792084948726925,0.20678146797053695,15.0,0.0018671262480457911
0.58,1.512416189,0.3987774709975248,10.0,10.79189722709032,0.20674400788600764,15.0,0.001887691922034358
0.59,1.512416189,0.3987488361033628,10.0,10.79170743777275,0.20670628060973592,15.0,0.0019084841189733934
0.6,1.512416189,0.3987198858121382,10.0,10.791515557999514,0.20666827269589236,15.0,0.0019295053339256464
0.61,1.512416189,0.3986906166499908,10.0,10.791321564745056,0.20662997130960076,15.0,0.0019507580894360188
