time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	bounds__fbalb_EX_adp	bounds__fbalb_EX_atp	bounds__fbalb_EX_glc	bounds__fbalb_EX_pyr	dt	fba__ub_R3	fba__ub_default	fba__zero	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
100.0	0.9	2.1000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95	0.09999999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-9.0	-21.000000000000004	-49.5	-0.9999999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
110.0	0.89	2.1100000000000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.945	0.10999999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.9	-21.100000000000005	-49.45	-1.0999999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
120.0	0.88	2.1200000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9399999999999995	0.12000000000000001	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.799999999999999	-21.200000000000003	-49.39999999999999	-1.2	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
130.0	0.87	2.1300000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.935	0.13	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.7	-21.3	-49.349999999999994	-1.3	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
140.0	0.86	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93	0.14	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.6	-21.4	-49.3	-1.4000000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
150.0	0.85	2.1500000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.925	0.15000000000000002	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.5	-21.500000000000004	-49.24999999999999	-1.5000000000000002	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
160.0	0.84	2.1600000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92	0.15999999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.399999999999999	-21.600000000000005	-49.199999999999996	-1.5999999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
170.0	0.83	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.914999999999999	0.16999999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.299999999999999	-21.7	-49.14999999999999	-1.6999999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
180.0	0.8200000000000001	2.1800000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.18	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.2	-21.800000000000004	-49.1	-1.7999999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
190.0	0.8099999999999999	2.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.904999999999999	0.19000000000000006	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.1	-21.9	-49.04999999999999	-1.9000000000000006	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
200.0	0.8	2.1999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8999999999999995	0.2	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-8.0	-21.999999999999996	-48.99999999999999	-2.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
210.0	0.79	2.2099999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.895	0.21	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.9	-22.099999999999994	-48.949999999999996	-2.0999999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
220.0	0.78	2.2199999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.889999999999999	0.21999999999999992	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.8	-22.199999999999992	-48.899999999999984	-2.199999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
230.0	0.77	2.2299999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.884999999999998	0.22999999999999993	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.7	-22.299999999999994	-48.84999999999998	-2.299999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
240.0	0.76	2.2399999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.879999999999998	0.23999999999999988	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.6	-22.39999999999999	-48.799999999999976	-2.3999999999999986	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
250.0	0.7500000000000001	2.249999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.874999999999997	0.2499999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.500000000000001	-22.49999999999999	-48.74999999999997	-2.4999999999999987	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
260.0	0.7400000000000001	2.2599999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.869999999999997	0.2599999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.4	-22.59999999999999	-48.699999999999974	-2.5999999999999988	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
270.0	0.7300000000000001	2.2699999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8649999999999975	0.2699999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.300000000000001	-22.699999999999996	-48.64999999999997	-2.699999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
280.0	0.7200000000000001	2.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.859999999999998	0.2799999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.2	-22.799999999999997	-48.59999999999997	-2.799999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
290.0	0.7100000000000002	2.2899999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.854999999999998	0.28999999999999987	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.100000000000001	-22.899999999999995	-48.549999999999976	-2.8999999999999986	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
300.0	0.7000000000000003	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.849999999999998	0.2999999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-7.000000000000003	-22.999999999999996	-48.49999999999998	-2.9999999999999982	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
310.0	0.6900000000000004	2.3099999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.844999999999998	0.3099999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.900000000000004	-23.099999999999994	-48.449999999999974	-3.0999999999999974	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
320.0	0.6800000000000004	2.3199999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.839999999999998	0.31999999999999984	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.800000000000003	-23.199999999999992	-48.39999999999998	-3.1999999999999984	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
330.0	0.6700000000000005	2.329999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.834999999999998	0.32999999999999985	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.700000000000005	-23.29999999999999	-48.34999999999998	-3.2999999999999985	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
340.0	0.6600000000000005	2.339999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.829999999999998	0.3399999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.600000000000004	-23.399999999999988	-48.29999999999998	-3.399999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
350.0	0.6500000000000005	2.3499999999999983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.824999999999998	0.34999999999999987	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.500000000000004	-23.499999999999982	-48.24999999999998	-3.4999999999999987	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
360.0	0.6400000000000005	2.3599999999999985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8199999999999985	0.3599999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.400000000000004	-23.599999999999984	-48.19999999999998	-3.5999999999999988	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
370.0	0.6300000000000004	2.3699999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.814999999999999	0.3699999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.300000000000004	-23.699999999999985	-48.149999999999984	-3.699999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
380.0	0.6200000000000004	2.3799999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.809999999999999	0.3799999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.200000000000004	-23.799999999999983	-48.09999999999999	-3.799999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
390.0	0.6100000000000003	2.389999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.804999999999999	0.3899999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.100000000000003	-23.899999999999988	-48.04999999999998	-3.899999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
400.0	0.6000000000000003	2.399999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.799999999999998	0.39999999999999997	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-6.000000000000003	-23.99999999999999	-47.99999999999998	-3.9999999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
410.0	0.5900000000000004	2.409999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.794999999999997	0.4099999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.900000000000004	-24.099999999999987	-47.94999999999997	-4.099999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
420.0	0.5800000000000005	2.4199999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7899999999999965	0.41999999999999993	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.800000000000005	-24.199999999999985	-47.89999999999996	-4.199999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
430.0	0.5700000000000006	2.4299999999999984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.784999999999997	0.42999999999999994	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.7000000000000055	-24.299999999999983	-47.849999999999966	-4.299999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
440.0	0.5600000000000006	2.4399999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.779999999999997	0.43999999999999995	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.600000000000006	-24.399999999999984	-47.79999999999996	-4.3999999999999995	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
450.0	0.5500000000000006	2.449999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.774999999999997	0.44999999999999984	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.500000000000005	-24.499999999999986	-47.749999999999964	-4.499999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
460.0	0.5400000000000006	2.459999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.769999999999997	0.4599999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.400000000000006	-24.59999999999999	-47.69999999999997	-4.599999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
470.0	0.5300000000000006	2.469999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.764999999999997	0.46999999999999986	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.300000000000005	-24.69999999999999	-47.64999999999997	-4.699999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
480.0	0.5200000000000005	2.4799999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.759999999999997	0.4799999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.200000000000005	-24.799999999999986	-47.599999999999966	-4.799999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
490.0	0.5100000000000005	2.489999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754999999999997	0.49	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.100000000000004	-24.899999999999988	-47.54999999999997	-4.8999999999999995	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
500.0	0.5000000000000004	2.499999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7499999999999964	0.5	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.000000000000004	-24.99999999999999	-47.499999999999964	-5.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
510.0	0.4900000000000005	2.509999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.744999999999996	0.51	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.900000000000005	-25.099999999999987	-47.44999999999995	-5.1	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
520.0	0.48000000000000065	2.5199999999999987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.739999999999996	0.52	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.800000000000006	-25.199999999999985	-47.399999999999956	-5.2	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
530.0	0.47000000000000064	2.5299999999999985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.734999999999995	0.53	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.700000000000006	-25.299999999999983	-47.349999999999945	-5.3	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
540.0	0.4600000000000007	2.5399999999999983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.729999999999995	0.54	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.600000000000007	-25.39999999999998	-47.29999999999995	-5.4	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
550.0	0.4500000000000006	2.549999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.724999999999995	0.5500000000000002	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.500000000000006	-25.49999999999999	-47.24999999999995	-5.500000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
560.0	0.44000000000000067	2.5599999999999983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.719999999999994	0.56	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.400000000000007	-25.59999999999998	-47.19999999999994	-5.6000000000000005	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
570.0	0.43000000000000066	2.5699999999999985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.714999999999995	0.5700000000000002	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.300000000000006	-25.699999999999985	-47.14999999999995	-5.700000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
