time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	dummy_EX_Ac	dummy_EX_Glcxt	dummy_EX_O2	dummy_EX_X	fba__v1	fba__v2	fba__v3	fba__v4	fba__vGlcxt	fba__vO2	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	EX_Ac	EX_Glcxt	EX_O2	EX_X	Y	bounds__Km_vGlcxt	bounds__Vmax_vGlcxt	bounds__lb_default	bounds__ub_default	bounds__zero	dt	fba__lb_default	fba__ub_default	fba__ub_vO2	fba__zero	lb_EX_Ac	lb_EX_Glcxt	lb_EX_O2	lb_EX_X	ub_EX_Ac	ub_EX_Glcxt	ub_EX_O2	ub_EX_X	ub_vGlcxt
1.31	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.32	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.33	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.34	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.35	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.36	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.37	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.38	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.39	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.4	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.41	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.42	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.43	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.44	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.45	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.46	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.47	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.48	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.49	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.5	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.51	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.52	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.53	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.54	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.55	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.56	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.57	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.58	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.59	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.6	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.61	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.62	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.63	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.64	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.65	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.66	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.67	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.68	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.69	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.7	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.71	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.72	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.73	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.74	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.75	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.76	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.77	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.78	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.79	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.8	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.81	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.82	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.83	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.84	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.85	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.86	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.87	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.88	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.89	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.9	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.91	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.92	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.93	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.94	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.95	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.96	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.97	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.98	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.99	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
