time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
0.0	90.0	10.0	280.0	10.0	10.0	280.0	10.0	10.0
15.0	74.0	26.0	286.0	6.0	8.0	278.0	13.0	9.0
30.0	55.0	45.0	279.0	15.0	6.0	278.0	8.0	14.0
45.0	45.0	55.0	268.0	14.0	18.0	280.0	10.0	10.0
60.0	35.0	65.0	253.0	20.0	27.0	279.0	9.0	12.0
75.0	29.0	71.0	231.0	41.0	28.0	267.0	17.0	16.0
90.0	22.0	78.0	214.0	44.0	42.0	259.0	22.0	19.0
105.0	13.0	87.0	199.0	44.0	57.0	242.0	25.0	33.0
120.0	11.0	89.0	185.0	43.0	72.0	221.0	42.0	37.0
135.0	15.0	85.0	157.0	64.0	79.0	197.0	58.0	45.0
150.0	16.0	84.0	153.0	56.0	91.0	177.0	65.0	58.0
165.0	17.0	83.0	139.0	68.0	93.0	145.0	66.0	89.0
180.0	14.0	86.0	131.0	61.0	108.0	116.0	73.0	111.0
195.0	13.0	87.0	103.0	80.0	117.0	83.0	70.0	147.0
210.0	15.0	85.0	82.0	88.0	130.0	63.0	49.0	188.0
225.0	19.0	81.0	69.0	79.0	152.0	28.0	57.0	215.0
240.0	20.0	80.0	58.0	75.0	167.0	5.0	31.0	264.0
255.0	19.0	81.0	44.0	74.0	182.0	1.0	8.0	291.0
270.0	19.0	81.0	31.0	76.0	193.0	0.0	3.0	297.0
285.0	22.0	78.0	26.0	62.0	212.0	0.0	2.0	298.0
300.0	28.0	72.0	24.0	45.0	231.0	0.0	2.0	298.0
315.0	31.0	69.0	16.0	48.0	236.0	0.0	1.0	299.0
330.0	34.0	66.0	6.0	53.0	241.0	0.0	0.0	300.0
345.0	34.0	66.0	13.0	46.0	241.0	0.0	1.0	299.0
360.0	37.0	63.0	11.0	40.0	249.0	1.0	1.0	298.0
375.0	38.0	62.0	5.0	44.0	251.0	0.0	1.0	299.0
390.0	40.0	60.0	9.0	29.0	262.0	0.0	1.0	299.0
405.0	45.0	55.0	8.0	24.0	268.0	0.0	1.0	299.0
420.0	44.0	56.0	8.0	20.0	272.0	0.0	1.0	299.0
435.0	48.0	52.0	8.0	18.0	274.0	0.0	0.0	300.0
450.0	47.0	53.0	7.0	23.0	270.0	0.0	0.0	300.0
465.0	51.0	49.0	7.0	25.0	268.0	0.0	0.0	300.0
480.0	52.0	48.0	6.0	20.0	274.0	0.0	0.0	300.0
495.0	55.0	45.0	5.0	28.0	267.0	1.0	1.0	298.0
510.0	56.0	44.0	5.0	26.0	269.0	0.0	2.0	298.0
525.0	57.0	43.0	10.0	26.0	264.0	0.0	0.0	300.0
540.0	61.0	39.0	6.0	33.0	261.0	1.0	2.0	297.0
555.0	67.0	33.0	12.0	30.0	258.0	0.0	0.0	300.0
570.0	72.0	28.0	11.0	37.0	252.0	0.0	1.0	299.0
585.0	73.0	27.0	12.0	40.0	248.0	0.0	1.0	299.0
600.0	75.0	25.0	15.0	47.0	238.0	0.0	1.0	299.0
615.0	76.0	24.0	17.0	50.0	233.0	0.0	1.0	299.0
630.0	76.0	24.0	23.0	50.0	227.0	0.0	1.0	299.0
645.0	79.0	21.0	24.0	60.0	216.0	0.0	2.0	298.0
660.0	81.0	19.0	29.0	56.0	215.0	1.0	1.0	298.0
675.0	85.0	15.0	29.0	57.0	214.0	0.0	2.0	298.0
690.0	85.0	15.0	35.0	62.0	203.0	0.0	4.0	296.0
705.0	88.0	12.0	47.0	57.0	196.0	0.0	1.0	299.0
720.0	86.0	14.0	52.0	58.0	190.0	1.0	1.0	298.0
735.0	84.0	16.0	58.0	65.0	177.0	0.0	0.0	300.0
750.0	84.0	16.0	63.0	63.0	174.0	0.0	3.0	297.0
765.0	88.0	12.0	68.0	64.0	168.0	1.0	1.0	298.0
780.0	86.0	14.0	72.0	67.0	161.0	1.0	3.0	296.0
795.0	91.0	9.0	80.0	69.0	151.0	0.0	1.0	299.0
810.0	92.0	8.0	89.0	71.0	140.0	0.0	3.0	297.0
825.0	91.0	9.0	100.0	65.0	135.0	0.0	1.0	299.0
840.0	95.0	5.0	106.0	71.0	123.0	0.0	0.0	300.0
855.0	96.0	4.0	111.0	72.0	117.0	0.0	3.0	297.0
870.0	98.0	2.0	124.0	74.0	102.0	0.0	3.0	297.0
885.0	98.0	2.0	136.0	66.0	98.0	0.0	5.0	295.0
900.0	98.0	2.0	146.0	63.0	91.0	1.0	1.0	298.0
915.0	100.0	0.0	156.0	61.0	83.0	0.0	2.0	298.0
930.0	100.0	0.0	164.0	63.0	73.0	1.0	6.0	293.0
945.0	100.0	0.0	176.0	58.0	66.0	3.0	6.0	291.0
960.0	100.0	0.0	187.0	58.0	55.0	2.0	11.0	287.0
975.0	99.0	1.0	201.0	52.0	47.0	2.0	10.0	288.0
990.0	100.0	0.0	211.0	50.0	39.0	0.0	11.0	289.0
1005.0	98.0	2.0	217.0	50.0	33.0	3.0	13.0	284.0
1020.0	98.0	2.0	222.0	56.0	22.0	5.0	15.0	280.0
1035.0	99.0	1.0	232.0	51.0	17.0	7.0	18.0	275.0
1050.0	97.0	3.0	242.0	47.0	11.0	10.0	14.0	276.0
1065.0	97.0	3.0	247.0	46.0	7.0	15.0	16.0	269.0
1080.0	96.0	4.0	254.0	43.0	3.0	17.0	21.0	262.0
1095.0	98.0	2.0	264.0	34.0	2.0	21.0	21.0	258.0
1110.0	99.0	1.0	272.0	27.0	1.0	25.0	29.0	246.0
1125.0	100.0	0.0	283.0	16.0	1.0	27.0	32.0	241.0
1140.0	99.0	1.0	288.0	12.0	0.0	32.0	36.0	232.0
1155.0	98.0	2.0	294.0	6.0	0.0	38.0	39.0	223.0
1170.0	98.0	2.0	297.0	3.0	0.0	42.0	42.0	216.0
1185.0	99.0	1.0	300.0	0.0	0.0	50.0	44.0	206.0
1200.0	98.0	2.0	299.0	1.0	0.0	54.0	43.0	203.0
1215.0	98.0	2.0	300.0	0.0	0.0	60.0	45.0	195.0
1230.0	97.0	3.0	299.0	1.0	0.0	70.0	40.0	190.0
1245.0	97.0	3.0	298.0	2.0	0.0	77.0	41.0	182.0
1260.0	96.0	4.0	298.0	2.0	0.0	78.0	48.0	174.0
1275.0	96.0	4.0	295.0	5.0	0.0	81.0	51.0	168.0
1290.0	96.0	4.0	294.0	5.0	1.0	89.0	49.0	162.0
1305.0	95.0	5.0	296.0	3.0	1.0	93.0	54.0	153.0
1320.0	94.0	6.0	296.0	3.0	1.0	99.0	52.0	149.0
1335.0	93.0	7.0	296.0	3.0	1.0	101.0	55.0	144.0
1350.0	93.0	7.0	294.0	6.0	0.0	106.0	55.0	139.0
1365.0	90.0	10.0	294.0	6.0	0.0	113.0	55.0	132.0
1380.0	90.0	10.0	291.0	9.0	0.0	124.0	50.0	126.0
1395.0	90.0	10.0	292.0	5.0	3.0	128.0	51.0	121.0
1410.0	87.0	13.0	295.0	4.0	1.0	134.0	53.0	113.0
1425.0	84.0	16.0	296.0	2.0	2.0	136.0	56.0	108.0
1440.0	85.0	15.0	294.0	4.0	2.0	143.0	56.0	101.0
1455.0	85.0	15.0	290.0	10.0	0.0	149.0	61.0	90.0
1470.0	86.0	14.0	287.0	11.0	2.0	155.0	60.0	85.0
1485.0	83.0	17.0	287.0	10.0	3.0	157.0	66.0	77.0
1500.0	81.0	19.0	280.0	14.0	6.0	168.0	62.0	70.0
1515.0	79.0	21.0	278.0	14.0	8.0	171.0	60.0	69.0
1530.0	77.0	23.0	276.0	14.0	10.0	169.0	65.0	66.0
1545.0	78.0	22.0	278.0	12.0	10.0	170.0	66.0	64.0
1560.0	77.0	23.0	275.0	12.0	13.0	173.0	67.0	60.0
1575.0	75.0	25.0	274.0	18.0	8.0	178.0	64.0	58.0
1590.0	78.0	22.0	270.0	18.0	12.0	181.0	67.0	52.0
1605.0	70.0	30.0	264.0	23.0	13.0	184.0	69.0	47.0
1620.0	67.0	33.0	257.0	25.0	18.0	185.0	68.0	47.0
1635.0	64.0	36.0	244.0	39.0	17.0	182.0	70.0	48.0
1650.0	61.0	39.0	237.0	46.0	17.0	187.0	64.0	49.0
1665.0	60.0	40.0	232.0	45.0	23.0	185.0	61.0	54.0
1680.0	65.0	35.0	227.0	49.0	24.0	180.0	65.0	55.0
1695.0	63.0	37.0	222.0	49.0	29.0	179.0	67.0	54.0
1710.0	59.0	41.0	222.0	50.0	28.0	174.0	74.0	52.0
1725.0	59.0	41.0	209.0	60.0	31.0	167.0	74.0	59.0
1740.0	57.0	43.0	214.0	47.0	39.0	160.0	74.0	66.0
1755.0	51.0	49.0	206.0	47.0	47.0	151.0	70.0	79.0
1770.0	52.0	48.0	204.0	34.0	62.0	139.0	73.0	88.0
1785.0	53.0	47.0	203.0	41.0	56.0	122.0	80.0	98.0
1800.0	52.0	48.0	193.0	41.0	66.0	116.0	68.0	116.0
1815.0	55.0	45.0	182.0	46.0	72.0	98.0	66.0	136.0
1830.0	61.0	39.0	177.0	51.0	72.0	81.0	70.0	149.0
1845.0	60.0	40.0	175.0	57.0	68.0	71.0	68.0	161.0
1860.0	62.0	38.0	171.0	56.0	73.0	50.0	68.0	182.0
1875.0	67.0	33.0	173.0	52.0	75.0	40.0	71.0	189.0
1890.0	66.0	34.0	174.0	54.0	72.0	26.0	67.0	207.0
1905.0	70.0	30.0	168.0	57.0	75.0	17.0	60.0	223.0
1920.0	72.0	28.0	170.0	64.0	66.0	12.0	51.0	237.0
1935.0	75.0	25.0	174.0	64.0	62.0	12.0	32.0	256.0
1950.0	78.0	22.0	177.0	67.0	56.0	13.0	19.0	268.0
1965.0	75.0	25.0	184.0	63.0	53.0	10.0	15.0	275.0
1980.0	79.0	21.0	180.0	71.0	49.0	3.0	15.0	282.0
1995.0	78.0	22.0	178.0	68.0	54.0	5.0	7.0	288.0
2010.0	79.0	21.0	172.0	83.0	45.0	3.0	10.0	287.0
2025.0	83.0	17.0	171.0	93.0	36.0	2.0	8.0	290.0
2040.0	87.0	13.0	169.0	95.0	36.0	4.0	11.0	285.0
2055.0	88.0	12.0	184.0	84.0	32.0	3.0	17.0	280.0
2070.0	89.0	11.0	192.0	81.0	27.0	4.0	12.0	284.0
2085.0	90.0	10.0	196.0	82.0	22.0	6.0	15.0	279.0
2100.0	89.0	11.0	201.0	76.0	23.0	8.0	18.0	274.0
2115.0	93.0	7.0	208.0	73.0	19.0	12.0	16.0	272.0
2130.0	94.0	6.0	211.0	76.0	13.0	12.0	16.0	272.0
2145.0	94.0	6.0	218.0	73.0	9.0	13.0	19.0	268.0
2160.0	95.0	5.0	224.0	72.0	4.0	16.0	24.0	260.0
2175.0	93.0	7.0	228.0	67.0	5.0	21.0	30.0	249.0
2190.0	93.0	7.0	235.0	62.0	3.0	25.0	33.0	242.0
2205.0	93.0	7.0	239.0	56.0	5.0	33.0	31.0	236.0
2220.0	90.0	10.0	247.0	52.0	1.0	36.0	34.0	230.0
2235.0	94.0	6.0	257.0	40.0	3.0	38.0	41.0	221.0
2250.0	96.0	4.0	264.0	33.0	3.0	42.0	39.0	219.0
2265.0	98.0	2.0	273.0	24.0	3.0	41.0	46.0	213.0
2280.0	99.0	1.0	279.0	20.0	1.0	45.0	47.0	208.0
2295.0	97.0	3.0	283.0	17.0	0.0	54.0	51.0	195.0
