time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
2310.0	97.0	3.0	285.0	15.0	0.0	58.0	52.0	190.0
2325.0	97.0	3.0	290.0	10.0	0.0	62.0	56.0	182.0
2340.0	96.0	4.0	294.0	6.0	0.0	68.0	57.0	175.0
2355.0	95.0	5.0	295.0	5.0	0.0	73.0	57.0	170.0
2370.0	95.0	5.0	295.0	5.0	0.0	80.0	58.0	162.0
2385.0	96.0	4.0	299.0	1.0	0.0	87.0	58.0	155.0
2400.0	97.0	3.0	299.0	1.0	0.0	94.0	57.0	149.0
2415.0	96.0	4.0	298.0	2.0	0.0	99.0	61.0	140.0
2430.0	95.0	5.0	297.0	3.0	0.0	109.0	67.0	124.0
2445.0	93.0	7.0	296.0	4.0	0.0	115.0	67.0	118.0
2460.0	90.0	10.0	293.0	5.0	2.0	123.0	66.0	111.0
2475.0	90.0	10.0	293.0	5.0	2.0	127.0	69.0	104.0
2490.0	92.0	8.0	294.0	3.0	3.0	136.0	64.0	100.0
2505.0	88.0	12.0	290.0	7.0	3.0	140.0	69.0	91.0
2520.0	88.0	12.0	290.0	8.0	2.0	149.0	63.0	88.0
2535.0	90.0	10.0	287.0	9.0	4.0	157.0	56.0	87.0
2550.0	90.0	10.0	281.0	15.0	4.0	168.0	47.0	85.0
2565.0	95.0	5.0	284.0	13.0	3.0	171.0	48.0	81.0
2580.0	89.0	11.0	288.0	9.0	3.0	175.0	48.0	77.0
2595.0	88.0	12.0	282.0	14.0	4.0	177.0	54.0	69.0
2610.0	90.0	10.0	283.0	15.0	2.0	184.0	49.0	67.0
2625.0	89.0	11.0	281.0	18.0	1.0	192.0	45.0	63.0
2640.0	89.0	11.0	282.0	16.0	2.0	198.0	43.0	59.0
2655.0	92.0	8.0	287.0	13.0	0.0	204.0	40.0	56.0
2670.0	92.0	8.0	289.0	8.0	3.0	210.0	39.0	51.0
2685.0	85.0	15.0	291.0	8.0	1.0	216.0	42.0	42.0
2700.0	79.0	21.0	286.0	8.0	6.0	218.0	44.0	38.0
2715.0	72.0	28.0	280.0	14.0	6.0	220.0	48.0	32.0
2730.0	64.0	36.0	277.0	18.0	5.0	225.0	44.0	31.0
2745.0	61.0	39.0	265.0	24.0	11.0	230.0	43.0	27.0
2760.0	53.0	47.0	253.0	30.0	17.0	227.0	46.0	27.0
2775.0	44.0	56.0	248.0	27.0	25.0	223.0	50.0	27.0
2790.0	39.0	61.0	229.0	40.0	31.0	219.0	42.0	39.0
2805.0	39.0	61.0	213.0	48.0	39.0	211.0	48.0	41.0
2820.0	33.0	67.0	203.0	36.0	61.0	203.0	48.0	49.0
2835.0	34.0	66.0	187.0	36.0	77.0	185.0	55.0	60.0
2850.0	33.0	67.0	169.0	38.0	93.0	167.0	61.0	72.0
2865.0	35.0	65.0	141.0	57.0	102.0	143.0	69.0	88.0
2880.0	39.0	61.0	124.0	62.0	114.0	123.0	74.0	103.0
2895.0	37.0	63.0	112.0	63.0	125.0	80.0	90.0	130.0
2910.0	39.0	61.0	105.0	59.0	136.0	48.0	86.0	166.0
2925.0	40.0	60.0	93.0	57.0	150.0	13.0	67.0	220.0
2940.0	41.0	59.0	81.0	54.0	165.0	5.0	29.0	266.0
2955.0	44.0	56.0	67.0	60.0	173.0	0.0	5.0	295.0
2970.0	44.0	56.0	62.0	53.0	185.0	0.0	1.0	299.0
2985.0	49.0	51.0	54.0	56.0	190.0	0.0	5.0	295.0
3000.0	51.0	49.0	51.0	54.0	195.0	0.0	4.0	296.0
