time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
1095.0	95.0	5.0	274.0	24.0	2.0	23.0	34.0	243.0
1110.0	97.0	3.0	274.0	24.0	2.0	28.0	31.0	241.0
1125.0	95.0	5.0	281.0	17.0	2.0	34.0	33.0	233.0
1140.0	94.0	6.0	286.0	14.0	0.0	36.0	38.0	226.0
1155.0	94.0	6.0	282.0	17.0	1.0	43.0	38.0	219.0
1170.0	95.0	5.0	288.0	10.0	2.0	48.0	39.0	213.0
1185.0	95.0	5.0	292.0	7.0	1.0	48.0	42.0	210.0
1200.0	95.0	5.0	292.0	7.0	1.0	51.0	42.0	207.0
1215.0	95.0	5.0	290.0	9.0	1.0	54.0	46.0	200.0
1230.0	96.0	4.0	291.0	8.0	1.0	57.0	49.0	194.0
1245.0	95.0	5.0	291.0	8.0	1.0	58.0	58.0	184.0
1260.0	94.0	6.0	294.0	4.0	2.0	63.0	57.0	180.0
1275.0	92.0	8.0	295.0	4.0	1.0	66.0	60.0	174.0
1290.0	95.0	5.0	295.0	4.0	1.0	74.0	61.0	165.0
1305.0	94.0	6.0	295.0	4.0	1.0	84.0	55.0	161.0
1320.0	93.0	7.0	296.0	3.0	1.0	87.0	60.0	153.0
1335.0	94.0	6.0	294.0	4.0	2.0	93.0	61.0	146.0
1350.0	88.0	12.0	296.0	3.0	1.0	100.0	63.0	137.0
1365.0	86.0	14.0	293.0	5.0	2.0	99.0	69.0	132.0
1380.0	90.0	10.0	293.0	5.0	2.0	106.0	67.0	127.0
1395.0	90.0	10.0	293.0	4.0	3.0	113.0	65.0	122.0
1410.0	89.0	11.0	291.0	8.0	1.0	118.0	68.0	114.0
1425.0	87.0	13.0	296.0	3.0	1.0	123.0	65.0	112.0
1440.0	89.0	11.0	300.0	0.0	0.0	131.0	66.0	103.0
1455.0	89.0	11.0	296.0	4.0	0.0	139.0	62.0	99.0
1470.0	91.0	9.0	294.0	5.0	1.0	145.0	64.0	91.0
1485.0	90.0	10.0	291.0	7.0	2.0	150.0	64.0	86.0
1500.0	87.0	13.0	288.0	10.0	2.0	157.0	66.0	77.0
1515.0	86.0	14.0	286.0	12.0	2.0	165.0	62.0	73.0
1530.0	86.0	14.0	285.0	13.0	2.0	170.0	66.0	64.0
1545.0	84.0	16.0	281.0	19.0	0.0	174.0	67.0	59.0
1560.0	82.0	18.0	283.0	14.0	3.0	177.0	71.0	52.0
1575.0	83.0	17.0	283.0	14.0	3.0	184.0	68.0	48.0
1590.0	78.0	22.0	276.0	18.0	6.0	195.0	60.0	45.0
1605.0	71.0	29.0	275.0	18.0	7.0	198.0	61.0	41.0
1620.0	75.0	25.0	273.0	15.0	12.0	203.0	60.0	37.0
1635.0	71.0	29.0	270.0	14.0	16.0	207.0	54.0	39.0
1650.0	71.0	29.0	267.0	16.0	17.0	204.0	53.0	43.0
1665.0	64.0	36.0	261.0	14.0	25.0	202.0	51.0	47.0
1680.0	58.0	42.0	257.0	18.0	25.0	201.0	51.0	48.0
1695.0	59.0	41.0	245.0	22.0	33.0	202.0	43.0	55.0
1710.0	56.0	44.0	236.0	29.0	35.0	196.0	49.0	55.0
1725.0	59.0	41.0	233.0	34.0	33.0	190.0	49.0	61.0
1740.0	61.0	39.0	226.0	39.0	35.0	182.0	53.0	65.0
1755.0	59.0	41.0	213.0	49.0	38.0	171.0	67.0	62.0
1770.0	57.0	43.0	210.0	50.0	40.0	164.0	71.0	65.0
1785.0	59.0	41.0	203.0	47.0	50.0	158.0	64.0	78.0
1800.0	60.0	40.0	192.0	54.0	54.0	141.0	71.0	88.0
1815.0	60.0	40.0	180.0	62.0	58.0	126.0	73.0	101.0
1830.0	60.0	40.0	181.0	59.0	60.0	112.0	70.0	118.0
1845.0	60.0	40.0	183.0	58.0	59.0	94.0	76.0	130.0
1860.0	61.0	39.0	183.0	59.0	58.0	82.0	74.0	144.0
1875.0	61.0	39.0	185.0	57.0	58.0	67.0	81.0	152.0
1890.0	59.0	41.0	177.0	61.0	62.0	56.0	75.0	169.0
1905.0	57.0	43.0	166.0	68.0	66.0	49.0	68.0	183.0
1920.0	60.0	40.0	162.0	69.0	69.0	23.0	70.0	207.0
1935.0	63.0	37.0	153.0	71.0	76.0	15.0	68.0	217.0
1950.0	66.0	34.0	148.0	71.0	81.0	12.0	60.0	228.0
1965.0	66.0	34.0	140.0	77.0	83.0	10.0	45.0	245.0
1980.0	70.0	30.0	138.0	80.0	82.0	5.0	45.0	250.0
1995.0	71.0	29.0	133.0	86.0	81.0	2.0	35.0	263.0
2010.0	73.0	27.0	131.0	89.0	80.0	3.0	17.0	280.0
2025.0	73.0	27.0	129.0	93.0	78.0	2.0	5.0	293.0
2040.0	76.0	24.0	129.0	93.0	78.0	2.0	5.0	293.0
2055.0	77.0	23.0	128.0	100.0	72.0	1.0	5.0	294.0
2070.0	77.0	23.0	138.0	95.0	67.0	1.0	2.0	297.0
2085.0	80.0	20.0	139.0	102.0	59.0	1.0	4.0	295.0
2100.0	80.0	20.0	139.0	105.0	56.0	2.0	9.0	289.0
2115.0	81.0	19.0	147.0	107.0	46.0	1.0	8.0	291.0
2130.0	81.0	19.0	152.0	102.0	46.0	0.0	6.0	294.0
2145.0	80.0	20.0	161.0	97.0	42.0	1.0	5.0	294.0
2160.0	82.0	18.0	169.0	98.0	33.0	4.0	10.0	286.0
2175.0	86.0	14.0	175.0	91.0	34.0	4.0	10.0	286.0
2190.0	90.0	10.0	181.0	94.0	25.0	2.0	18.0	280.0
2205.0	89.0	11.0	182.0	95.0	23.0	3.0	19.0	278.0
2220.0	90.0	10.0	186.0	94.0	20.0	5.0	15.0	280.0
2235.0	90.0	10.0	195.0	88.0	17.0	6.0	23.0	271.0
2250.0	91.0	9.0	201.0	83.0	16.0	6.0	34.0	260.0
2265.0	91.0	9.0	213.0	74.0	13.0	8.0	36.0	256.0
2280.0	90.0	10.0	216.0	73.0	11.0	11.0	40.0	249.0
2295.0	90.0	10.0	223.0	69.0	8.0	15.0	42.0	243.0
2310.0	89.0	11.0	230.0	63.0	7.0	19.0	45.0	236.0
2325.0	89.0	11.0	234.0	58.0	8.0	27.0	43.0	230.0
2340.0	93.0	7.0	240.0	55.0	5.0	28.0	46.0	226.0
2355.0	93.0	7.0	245.0	49.0	6.0	31.0	51.0	218.0
2370.0	93.0	7.0	248.0	46.0	6.0	34.0	54.0	212.0
2385.0	93.0	7.0	252.0	41.0	7.0	37.0	59.0	204.0
2400.0	95.0	5.0	262.0	34.0	4.0	39.0	58.0	203.0
2415.0	95.0	5.0	274.0	22.0	4.0	42.0	61.0	197.0
2430.0	94.0	6.0	281.0	16.0	3.0	48.0	62.0	190.0
2445.0	91.0	9.0	287.0	11.0	2.0	56.0	61.0	183.0
2460.0	91.0	9.0	289.0	5.0	6.0	69.0	50.0	181.0
2475.0	92.0	8.0	292.0	3.0	5.0	75.0	50.0	175.0
2490.0	92.0	8.0	292.0	4.0	4.0	82.0	50.0	168.0
2505.0	92.0	8.0	293.0	5.0	2.0	86.0	52.0	162.0
2520.0	91.0	9.0	293.0	6.0	1.0	95.0	48.0	157.0
2535.0	91.0	9.0	293.0	6.0	1.0	104.0	41.0	155.0
2550.0	89.0	11.0	290.0	10.0	0.0	110.0	40.0	150.0
2565.0	91.0	9.0	293.0	6.0	1.0	115.0	39.0	146.0
2580.0	89.0	11.0	291.0	7.0	2.0	121.0	45.0	134.0
2595.0	94.0	6.0	289.0	11.0	0.0	124.0	49.0	127.0
2610.0	97.0	3.0	293.0	7.0	0.0	127.0	53.0	120.0
2625.0	97.0	3.0	292.0	7.0	1.0	134.0	52.0	114.0
2640.0	94.0	6.0	296.0	3.0	1.0	139.0	56.0	105.0
2655.0	93.0	7.0	297.0	2.0	1.0	145.0	57.0	98.0
2670.0	92.0	8.0	296.0	2.0	2.0	152.0	62.0	86.0
2685.0	93.0	7.0	294.0	5.0	1.0	155.0	64.0	81.0
2700.0	92.0	8.0	292.0	6.0	2.0	158.0	68.0	74.0
2715.0	94.0	6.0	289.0	10.0	1.0	167.0	63.0	70.0
2730.0	92.0	8.0	294.0	2.0	4.0	174.0	58.0	68.0
2745.0	92.0	8.0	293.0	5.0	2.0	184.0	51.0	65.0
2760.0	92.0	8.0	293.0	6.0	1.0	189.0	54.0	57.0
2775.0	89.0	11.0	296.0	2.0	2.0	192.0	60.0	48.0
2790.0	81.0	19.0	290.0	9.0	1.0	201.0	55.0	44.0
2805.0	77.0	23.0	288.0	9.0	3.0	206.0	53.0	41.0
2820.0	75.0	25.0	285.0	11.0	4.0	209.0	56.0	35.0
2835.0	73.0	27.0	278.0	18.0	4.0	219.0	44.0	37.0
2850.0	70.0	30.0	264.0	28.0	8.0	221.0	43.0	36.0
2865.0	64.0	36.0	262.0	32.0	6.0	229.0	40.0	31.0
2880.0	57.0	43.0	255.0	35.0	10.0	230.0	44.0	26.0
2895.0	51.0	49.0	246.0	43.0	11.0	237.0	39.0	24.0
2910.0	42.0	58.0	239.0	39.0	22.0	240.0	30.0	30.0
2925.0	37.0	63.0	231.0	42.0	27.0	243.0	30.0	27.0
2940.0	37.0	63.0	219.0	39.0	42.0	236.0	31.0	33.0
2955.0	31.0	69.0	209.0	39.0	52.0	221.0	41.0	38.0
2970.0	34.0	66.0	202.0	37.0	61.0	209.0	50.0	41.0
2985.0	29.0	71.0	182.0	51.0	67.0	201.0	52.0	47.0
3000.0	28.0	72.0	176.0	50.0	74.0	188.0	52.0	60.0
