time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
495.0	66.0	34.0	25.0	44.0	231.0	0.0	0.0	300.0
510.0	72.0	28.0	21.0	47.0	232.0	0.0	0.0	300.0
525.0	76.0	24.0	21.0	62.0	217.0	0.0	0.0	300.0
540.0	79.0	21.0	23.0	61.0	216.0	0.0	1.0	299.0
555.0	82.0	18.0	31.0	53.0	216.0	0.0	5.0	295.0
570.0	84.0	16.0	36.0	58.0	206.0	0.0	4.0	296.0
585.0	85.0	15.0	40.0	61.0	199.0	1.0	1.0	298.0
600.0	87.0	13.0	47.0	67.0	186.0	1.0	2.0	297.0
615.0	88.0	12.0	55.0	66.0	179.0	0.0	4.0	296.0
630.0	87.0	13.0	58.0	72.0	170.0	0.0	0.0	300.0
645.0	87.0	13.0	60.0	79.0	161.0	1.0	3.0	296.0
660.0	88.0	12.0	71.0	69.0	160.0	0.0	2.0	298.0
675.0	89.0	11.0	79.0	70.0	151.0	0.0	2.0	298.0
690.0	89.0	11.0	88.0	62.0	150.0	0.0	0.0	300.0
705.0	88.0	12.0	96.0	62.0	142.0	0.0	2.0	298.0
720.0	88.0	12.0	105.0	55.0	140.0	0.0	1.0	299.0
735.0	88.0	12.0	108.0	60.0	132.0	1.0	3.0	296.0
750.0	87.0	13.0	114.0	65.0	121.0	0.0	2.0	298.0
765.0	88.0	12.0	118.0	72.0	110.0	0.0	0.0	300.0
780.0	87.0	13.0	126.0	71.0	103.0	0.0	4.0	296.0
795.0	88.0	12.0	133.0	72.0	95.0	0.0	10.0	290.0
810.0	88.0	12.0	139.0	73.0	88.0	0.0	8.0	292.0
825.0	88.0	12.0	149.0	65.0	86.0	2.0	6.0	292.0
840.0	90.0	10.0	153.0	64.0	83.0	2.0	3.0	295.0
855.0	92.0	8.0	158.0	61.0	81.0	1.0	3.0	296.0
870.0	92.0	8.0	162.0	66.0	72.0	0.0	9.0	291.0
885.0	93.0	7.0	169.0	64.0	67.0	1.0	6.0	293.0
900.0	95.0	5.0	179.0	58.0	63.0	4.0	8.0	288.0
915.0	95.0	5.0	185.0	59.0	56.0	1.0	7.0	292.0
930.0	96.0	4.0	199.0	56.0	45.0	2.0	4.0	294.0
945.0	96.0	4.0	200.0	60.0	40.0	3.0	3.0	294.0
960.0	96.0	4.0	214.0	51.0	35.0	4.0	7.0	289.0
975.0	97.0	3.0	219.0	55.0	26.0	3.0	11.0	286.0
990.0	96.0	4.0	233.0	49.0	18.0	7.0	10.0	283.0
1005.0	96.0	4.0	238.0	52.0	10.0	16.0	8.0	276.0
1020.0	95.0	5.0	244.0	46.0	10.0	18.0	10.0	272.0
1035.0	95.0	5.0	252.0	41.0	7.0	17.0	12.0	271.0
1050.0	95.0	5.0	255.0	40.0	5.0	21.0	16.0	263.0
1065.0	95.0	5.0	260.0	36.0	4.0	22.0	19.0	259.0
1080.0	98.0	2.0	261.0	37.0	2.0	25.0	22.0	253.0
1095.0	95.0	5.0	270.0	27.0	3.0	29.0	27.0	244.0
1110.0	97.0	3.0	273.0	23.0	4.0	32.0	33.0	235.0
1125.0	98.0	2.0	280.0	16.0	4.0	40.0	31.0	229.0
1140.0	98.0	2.0	289.0	10.0	1.0	47.0	30.0	223.0
1155.0	98.0	2.0	292.0	8.0	0.0	52.0	32.0	216.0
1170.0	100.0	0.0	294.0	6.0	0.0	57.0	36.0	207.0
1185.0	99.0	1.0	295.0	5.0	0.0	65.0	36.0	199.0
1200.0	95.0	5.0	298.0	2.0	0.0	71.0	39.0	190.0
1215.0	98.0	2.0	297.0	3.0	0.0	76.0	38.0	186.0
1230.0	98.0	2.0	298.0	2.0	0.0	86.0	33.0	181.0
1245.0	97.0	3.0	299.0	1.0	0.0	91.0	39.0	170.0
1260.0	96.0	4.0	299.0	1.0	0.0	93.0	43.0	164.0
1275.0	95.0	5.0	297.0	3.0	0.0	97.0	50.0	153.0
1290.0	98.0	2.0	300.0	0.0	0.0	103.0	49.0	148.0
1305.0	99.0	1.0	299.0	1.0	0.0	115.0	43.0	142.0
1320.0	98.0	2.0	297.0	3.0	0.0	125.0	41.0	134.0
1335.0	98.0	2.0	300.0	0.0	0.0	131.0	46.0	123.0
1350.0	97.0	3.0	300.0	0.0	0.0	143.0	40.0	117.0
1365.0	98.0	2.0	300.0	0.0	0.0	148.0	42.0	110.0
1380.0	95.0	5.0	300.0	0.0	0.0	150.0	43.0	107.0
1395.0	93.0	7.0	297.0	3.0	0.0	153.0	45.0	102.0
1410.0	89.0	11.0	297.0	3.0	0.0	162.0	40.0	98.0
1425.0	88.0	12.0	291.0	8.0	1.0	165.0	43.0	92.0
1440.0	87.0	13.0	290.0	8.0	2.0	170.0	48.0	82.0
1455.0	87.0	13.0	289.0	9.0	2.0	174.0	48.0	78.0
1470.0	86.0	14.0	287.0	11.0	2.0	186.0	43.0	71.0
1485.0	84.0	16.0	286.0	9.0	5.0	191.0	48.0	61.0
1500.0	84.0	16.0	283.0	13.0	4.0	197.0	44.0	59.0
1515.0	82.0	18.0	280.0	19.0	1.0	202.0	39.0	59.0
1530.0	79.0	21.0	281.0	13.0	6.0	204.0	40.0	56.0
1545.0	79.0	21.0	281.0	13.0	6.0	212.0	46.0	42.0
1560.0	76.0	24.0	273.0	24.0	3.0	213.0	46.0	41.0
1575.0	75.0	25.0	266.0	25.0	9.0	215.0	43.0	42.0
1590.0	69.0	31.0	261.0	29.0	10.0	215.0	49.0	36.0
1605.0	68.0	32.0	250.0	31.0	19.0	208.0	54.0	38.0
1620.0	64.0	36.0	246.0	41.0	13.0	212.0	48.0	40.0
1635.0	62.0	38.0	243.0	34.0	23.0	208.0	52.0	40.0
1650.0	59.0	41.0	241.0	32.0	27.0	210.0	50.0	40.0
1665.0	51.0	49.0	232.0	36.0	32.0	208.0	52.0	40.0
1680.0	51.0	49.0	224.0	39.0	37.0	204.0	54.0	42.0
1695.0	49.0	51.0	214.0	40.0	46.0	192.0	62.0	46.0
1710.0	49.0	51.0	201.0	39.0	60.0	179.0	70.0	51.0
1725.0	50.0	50.0	194.0	36.0	70.0	168.0	64.0	68.0
1740.0	52.0	48.0	190.0	36.0	74.0	150.0	58.0	92.0
1755.0	53.0	47.0	181.0	35.0	84.0	131.0	66.0	103.0
1770.0	55.0	45.0	175.0	40.0	85.0	106.0	70.0	124.0
1785.0	54.0	46.0	170.0	43.0	87.0	81.0	68.0	151.0
1800.0	59.0	41.0	161.0	48.0	91.0	58.0	70.0	172.0
1815.0	61.0	39.0	157.0	47.0	96.0	35.0	71.0	194.0
1830.0	63.0	37.0	150.0	39.0	111.0	19.0	56.0	225.0
1845.0	65.0	35.0	148.0	45.0	107.0	9.0	45.0	246.0
1860.0	67.0	33.0	142.0	50.0	108.0	4.0	24.0	272.0
1875.0	68.0	32.0	139.0	58.0	103.0	3.0	2.0	295.0
1890.0	69.0	31.0	136.0	60.0	104.0	1.0	2.0	297.0
1905.0	71.0	29.0	133.0	63.0	104.0	0.0	1.0	299.0
1920.0	72.0	28.0	133.0	63.0	104.0	0.0	4.0	296.0
1935.0	74.0	26.0	135.0	55.0	110.0	0.0	5.0	295.0
1950.0	78.0	22.0	135.0	61.0	104.0	1.0	4.0	295.0
1965.0	79.0	21.0	135.0	66.0	99.0	1.0	1.0	298.0
1980.0	80.0	20.0	132.0	71.0	97.0	0.0	4.0	296.0
1995.0	79.0	21.0	130.0	71.0	99.0	2.0	2.0	296.0
2010.0	77.0	23.0	130.0	75.0	95.0	0.0	2.0	298.0
2025.0	77.0	23.0	130.0	78.0	92.0	0.0	1.0	299.0
2040.0	78.0	22.0	130.0	82.0	88.0	1.0	2.0	297.0
2055.0	82.0	18.0	130.0	81.0	89.0	1.0	4.0	295.0
2070.0	86.0	14.0	135.0	86.0	79.0	1.0	9.0	290.0
2085.0	88.0	12.0	140.0	85.0	75.0	1.0	8.0	291.0
2100.0	92.0	8.0	141.0	91.0	68.0	0.0	7.0	293.0
2115.0	92.0	8.0	150.0	95.0	55.0	1.0	5.0	294.0
2130.0	92.0	8.0	152.0	100.0	48.0	3.0	1.0	296.0
2145.0	94.0	6.0	162.0	95.0	43.0	1.0	4.0	295.0
2160.0	96.0	4.0	170.0	95.0	35.0	2.0	5.0	293.0
2175.0	97.0	3.0	173.0	102.0	25.0	0.0	9.0	291.0
2190.0	96.0	4.0	178.0	101.0	21.0	1.0	14.0	285.0
2205.0	96.0	4.0	193.0	90.0	17.0	5.0	11.0	284.0
2220.0	95.0	5.0	195.0	93.0	12.0	12.0	8.0	280.0
2235.0	94.0	6.0	205.0	84.0	11.0	14.0	11.0	275.0
2250.0	95.0	5.0	214.0	79.0	7.0	17.0	12.0	271.0
2265.0	97.0	3.0	224.0	72.0	4.0	19.0	18.0	263.0
2280.0	99.0	1.0	230.0	66.0	4.0	24.0	18.0	258.0
2295.0	98.0	2.0	233.0	65.0	2.0	30.0	19.0	251.0
2310.0	98.0	2.0	242.0	55.0	3.0	33.0	22.0	245.0
2325.0	98.0	2.0	252.0	46.0	2.0	39.0	25.0	236.0
2340.0	96.0	4.0	262.0	35.0	3.0	45.0	22.0	233.0
2355.0	95.0	5.0	270.0	29.0	1.0	48.0	23.0	229.0
2370.0	94.0	6.0	282.0	16.0	2.0	51.0	27.0	222.0
2385.0	93.0	7.0	281.0	16.0	3.0	56.0	29.0	215.0
2400.0	93.0	7.0	286.0	11.0	3.0	57.0	31.0	212.0
2415.0	94.0	6.0	286.0	11.0	3.0	61.0	33.0	206.0
2430.0	93.0	7.0	289.0	8.0	3.0	64.0	35.0	201.0
2445.0	93.0	7.0	293.0	6.0	1.0	67.0	40.0	193.0
2460.0	92.0	8.0	293.0	6.0	1.0	68.0	50.0	182.0
2475.0	93.0	7.0	293.0	5.0	2.0	73.0	57.0	170.0
2490.0	94.0	6.0	293.0	5.0	2.0	82.0	55.0	163.0
2505.0	92.0	8.0	294.0	5.0	1.0	86.0	55.0	159.0
2520.0	92.0	8.0	295.0	2.0	3.0	89.0	58.0	153.0
2535.0	94.0	6.0	295.0	3.0	2.0	93.0	66.0	141.0
2550.0	94.0	6.0	295.0	4.0	1.0	96.0	74.0	130.0
2565.0	95.0	5.0	296.0	3.0	1.0	102.0	74.0	124.0
2580.0	96.0	4.0	296.0	4.0	0.0	111.0	74.0	115.0
2595.0	96.0	4.0	297.0	3.0	0.0	113.0	79.0	108.0
2610.0	95.0	5.0	296.0	4.0	0.0	119.0	80.0	101.0
2625.0	93.0	7.0	294.0	6.0	0.0	127.0	79.0	94.0
2640.0	90.0	10.0	296.0	4.0	0.0	133.0	84.0	83.0
2655.0	88.0	12.0	294.0	6.0	0.0	138.0	84.0	78.0
2670.0	89.0	11.0	293.0	6.0	1.0	141.0	83.0	76.0
2685.0	87.0	13.0	291.0	8.0	1.0	148.0	80.0	72.0
2700.0	87.0	13.0	288.0	8.0	4.0	152.0	80.0	68.0
2715.0	89.0	11.0	287.0	13.0	0.0	155.0	83.0	62.0
2730.0	87.0	13.0	286.0	14.0	0.0	160.0	84.0	56.0
2745.0	82.0	18.0	292.0	7.0	1.0	165.0	86.0	49.0
2760.0	79.0	21.0	288.0	8.0	4.0	169.0	85.0	46.0
2775.0	73.0	27.0	288.0	10.0	2.0	179.0	80.0	41.0
2790.0	71.0	29.0	286.0	9.0	5.0	186.0	83.0	31.0
2805.0	67.0	33.0	276.0	19.0	5.0	196.0	77.0	27.0
2820.0	63.0	37.0	271.0	16.0	13.0	200.0	75.0	25.0
2835.0	61.0	39.0	265.0	17.0	18.0	205.0	67.0	28.0
2850.0	58.0	42.0	252.0	22.0	26.0	202.0	67.0	31.0
2865.0	58.0	42.0	239.0	23.0	38.0	196.0	65.0	39.0
2880.0	56.0	44.0	236.0	27.0	37.0	185.0	74.0	41.0
2895.0	56.0	44.0	226.0	34.0	40.0	177.0	81.0	42.0
2910.0	56.0	44.0	222.0	35.0	43.0	172.0	75.0	53.0
2925.0	59.0	41.0	203.0	52.0	45.0	158.0	81.0	61.0
2940.0	57.0	43.0	201.0	54.0	45.0	137.0	87.0	76.0
2955.0	58.0	42.0	190.0	60.0	50.0	113.0	100.0	87.0
2970.0	62.0	38.0	183.0	61.0	56.0	100.0	105.0	95.0
2985.0	61.0	39.0	175.0	63.0	62.0	87.0	104.0	109.0
3000.0	63.0	37.0	175.0	67.0	58.0	80.0	90.0	130.0
