time	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP
0.0	90.0	10.0	280.0	10.0	10.0	280.0	10.0	10.0
15.0	78.0	22.0	276.0	15.0	9.0	281.0	11.0	8.0
30.0	61.0	39.0	271.0	17.0	12.0	278.0	17.0	5.0
45.0	46.0	54.0	257.0	29.0	14.0	281.0	15.0	4.0
60.0	36.0	64.0	240.0	34.0	26.0	272.0	18.0	10.0
75.0	23.0	77.0	232.0	37.0	31.0	267.0	17.0	16.0
90.0	20.0	80.0	210.0	42.0	48.0	257.0	28.0	15.0
105.0	14.0	86.0	183.0	55.0	62.0	247.0	28.0	25.0
120.0	17.0	83.0	161.0	53.0	86.0	221.0	29.0	50.0
135.0	17.0	83.0	141.0	63.0	96.0	197.0	41.0	62.0
150.0	16.0	84.0	126.0	70.0	104.0	176.0	46.0	78.0
165.0	16.0	84.0	100.0	74.0	126.0	144.0	55.0	101.0
180.0	19.0	81.0	80.0	75.0	145.0	108.0	60.0	132.0
195.0	18.0	82.0	50.0	87.0	163.0	76.0	57.0	167.0
210.0	18.0	82.0	39.0	91.0	170.0	28.0	59.0	213.0
225.0	20.0	80.0	29.0	85.0	186.0	7.0	35.0	258.0
240.0	21.0	79.0	17.0	89.0	194.0	1.0	10.0	289.0
255.0	24.0	76.0	11.0	78.0	211.0	1.0	0.0	299.0
270.0	31.0	69.0	12.0	66.0	222.0	0.0	1.0	299.0
285.0	34.0	66.0	5.0	63.0	232.0	0.0	0.0	300.0
300.0	35.0	65.0	10.0	51.0	239.0	0.0	0.0	300.0
315.0	38.0	62.0	5.0	56.0	239.0	0.0	1.0	299.0
330.0	39.0	61.0	5.0	44.0	251.0	0.0	1.0	299.0
345.0	37.0	63.0	5.0	37.0	258.0	0.0	2.0	298.0
360.0	41.0	59.0	9.0	21.0	270.0	0.0	1.0	299.0
375.0	42.0	58.0	9.0	19.0	272.0	0.0	4.0	296.0
390.0	44.0	56.0	7.0	19.0	274.0	0.0	2.0	298.0
405.0	46.0	54.0	11.0	18.0	271.0	0.0	2.0	298.0
420.0	50.0	50.0	10.0	17.0	273.0	0.0	1.0	299.0
435.0	50.0	50.0	7.0	16.0	277.0	0.0	3.0	297.0
450.0	55.0	45.0	9.0	13.0	278.0	0.0	0.0	300.0
465.0	56.0	44.0	9.0	9.0	282.0	0.0	1.0	299.0
480.0	57.0	43.0	12.0	12.0	276.0	0.0	0.0	300.0
495.0	57.0	43.0	11.0	17.0	272.0	0.0	2.0	298.0
510.0	60.0	40.0	13.0	24.0	263.0	0.0	1.0	299.0
525.0	61.0	39.0	8.0	27.0	265.0	0.0	1.0	299.0
540.0	64.0	36.0	9.0	25.0	266.0	0.0	0.0	300.0
555.0	65.0	35.0	11.0	18.0	271.0	0.0	2.0	298.0
570.0	67.0	33.0	7.0	32.0	261.0	0.0	1.0	299.0
585.0	67.0	33.0	7.0	33.0	260.0	1.0	1.0	298.0
600.0	69.0	31.0	12.0	38.0	250.0	0.0	0.0	300.0
615.0	70.0	30.0	22.0	33.0	245.0	0.0	0.0	300.0
630.0	71.0	29.0	23.0	39.0	238.0	0.0	0.0	300.0
645.0	73.0	27.0	20.0	47.0	233.0	0.0	0.0	300.0
660.0	74.0	26.0	22.0	40.0	238.0	0.0	2.0	298.0
675.0	77.0	23.0	22.0	42.0	236.0	0.0	2.0	298.0
690.0	81.0	19.0	27.0	46.0	227.0	0.0	1.0	299.0
705.0	87.0	13.0	31.0	47.0	222.0	0.0	4.0	296.0
720.0	90.0	10.0	34.0	54.0	212.0	0.0	1.0	299.0
735.0	92.0	8.0	41.0	51.0	208.0	0.0	4.0	296.0
750.0	94.0	6.0	46.0	48.0	206.0	0.0	1.0	299.0
765.0	95.0	5.0	49.0	52.0	199.0	1.0	2.0	297.0
780.0	96.0	4.0	54.0	54.0	192.0	0.0	1.0	299.0
795.0	96.0	4.0	60.0	66.0	174.0	0.0	1.0	299.0
810.0	94.0	6.0	75.0	61.0	164.0	0.0	4.0	296.0
825.0	93.0	7.0	85.0	62.0	153.0	0.0	0.0	300.0
840.0	92.0	8.0	93.0	62.0	145.0	0.0	4.0	296.0
855.0	92.0	8.0	99.0	65.0	136.0	0.0	3.0	297.0
870.0	92.0	8.0	108.0	64.0	128.0	0.0	1.0	299.0
885.0	92.0	8.0	114.0	68.0	118.0	1.0	5.0	294.0
900.0	93.0	7.0	120.0	68.0	112.0	1.0	3.0	296.0
915.0	94.0	6.0	125.0	67.0	108.0	2.0	2.0	296.0
930.0	95.0	5.0	133.0	67.0	100.0	2.0	4.0	294.0
945.0	95.0	5.0	139.0	68.0	93.0	1.0	6.0	293.0
960.0	95.0	5.0	146.0	70.0	84.0	0.0	3.0	297.0
975.0	95.0	5.0	146.0	74.0	80.0	0.0	3.0	297.0
